iteration,s_lambda,measured_s_lambda,relative_mismatch,relative_change
0,1.1622815734867624,2.8078694222268403,1.4158254645674464,0.0
1,1.9850754978568013,2.704274839525126,0.3623032687899341,0.7079127322837231
2,2.099094323839086,2.7043321918020586,0.2883328591237569,0.05743802999200062
