case,field,x,samples,rms_difference,reference_rms,relative_rms,reflection_residual
free_surface_fn167,phi_local,1.7902623815836317e-05,144,0.0028046463731227745,0.5405729111755573,0.005188285086323782,6.385728002312383e-15
free_surface_fn167,phi_local,0.021330123770672976,144,0.0027995777191893185,0.5299970605417272,0.005282251407824373,6.362784100471482e-15
free_surface_fn167,phi_local,0.04264234491753012,144,0.0027884421760624735,0.5193879980922507,0.0053687073754199585,6.3320781176852775e-15
free_surface_fn167,phi_local,0.06395456606438725,144,0.0027727020859068465,0.5087501667412285,0.005450026883857825,6.298689928545354e-15
free_surface_fn167,phi_local,0.0852667872112444,144,0.002754916020862356,0.4980879092075555,0.005530983527075278,6.2664973743173774e-15
free_surface_fn167,phi_local,0.10657900835810154,144,0.002737989782164422,0.48740534940155794,0.00561747995898313,6.239282122966304e-15
free_surface_fn167,phi_local,0.12789122950495868,144,0.0027243581497330208,0.4767062929545063,0.005714961581161707,6.221723533814595e-15
free_surface_fn167,phi_local,0.14920345065181584,144,0.0027153170031280075,0.465994153396854,0.005826933628533244,6.4398318827807316e-15
free_surface_fn167,phi_local,0.17051567179867297,144,0.0027106917050442004,0.4552719064390279,0.005954006093295433,6.674335893081556e-15
free_surface_fn167,phi_local,0.1918278929455301,144,0.0027089236078740543,0.44454207139376123,0.00609373956300882,6.70492503514089e-15
free_surface_fn167,phi_local,0.21314011409238726,144,0.002707517975898626,0.43380671686560296,0.0062413002626177366,6.970145694182375e-15
free_surface_fn167,phi_local,0.23445233523924439,144,0.00270368918387325,0.4230674877734662,0.006390680593543872,7.024642286700899e-15
free_surface_fn167,phi_local,0.2557645563861015,144,0.002695008398842426,0.41232565228988555,0.00653611625635094,7.30435842927842e-15
free_surface_fn167,phi_local,0.2770767775329587,144,0.0026799000048203588,0.4015821695446841,0.006673354068132165,7.366269111642863e-15
free_surface_fn167,phi_local,0.29838899867981583,144,0.0026579065960147075,0.3908377808113121,0.006800536505189826,7.42792306414152e-15
free_surface_fn167,phi_local,0.31970121982667293,144,0.0026297112734387372,0.38009312727700184,0.006918597271879302,7.478157701545434e-15
free_surface_fn167,phi_local,0.3410134409735301,144,0.002596954041573202,0.3693488957037888,0.007031167743509142,7.522580299999547e-15
free_surface_fn167,phi_local,0.36232566212038725,144,0.002561907162492511,0.3586059892897625,0.0071440724332755825,7.550332863779065e-15
free_surface_fn167,phi_local,0.38363788326724435,144,0.0025270881578283674,0.3478657155489262,0.007264550787480351,7.351456002414698e-15
free_surface_fn167,phi_local,0.4049501044141015,144,0.0024948911593351323,0.3371299773500201,0.007400383611525739,7.030438541993951e-15
free_surface_fn167,phi_local,0.42626232556095867,144,0.0024673053108222763,0.32640144896481715,0.007559112616219505,6.793315341378386e-15
free_surface_fn167,phi_local,0.44757454670781577,144,0.002445760585275007,0.3156837174899905,0.00774750311711137,6.329245045284193e-15
free_surface_fn167,phi_local,0.4688867678546729,144,0.002431100555510086,0.30498137216395477,0.007971308340114464,5.958340559489408e-15
free_surface_fn167,phi_local,0.4901989890015301,144,0.002423641092824375,0.29430002988207304,0.008235273009640998,5.4840971920226826e-15
free_surface_fn167,phi_local,0.5115112101483872,144,0.002423250571286404,0.28364629367291777,0.00854321253384942,5.009862177271392e-15
free_surface_fn167,phi_local,0.5328234312952443,144,0.002429392187756038,0.2730276503359702,0.008897971266890313,4.619448428525919e-15
free_surface_fn167,phi_local,0.5541356524421015,144,0.002441100621289068,0.26245232179658345,0.009301120312363133,4.126162952233366e-15
free_surface_fn167,phi_local,0.5754478735889587,144,0.0024569088098645516,0.25192909009889536,0.009752382342587297,3.739078850772717e-15
free_surface_fn167,phi_local,0.5967600947358158,144,0.002474776037389626,0.24146711708933266,0.010248915327357236,3.455118036926933e-15
free_surface_fn167,phi_local,0.6180723158826729,144,0.0024920800865729006,0.23107577654652325,0.010784687706420677,3.599263195231467e-15
free_surface_fn167,phi_local,0.63938453702953,144,0.0025057199810755515,0.22076450977602355,0.011350193849626137,3.82044086685006e-15
free_surface_fn167,phi_local,0.6606967581763872,144,0.002512340839684348,0.2105427075185883,0.01193268990075346,4.1210268485741264e-15
free_surface_fn167,phi_local,0.6820089793232443,144,0.0025086546479479656,0.20041961399359856,0.01251701167345873,4.5000652910053005e-15
