reuse_step,step_factor,source_objective,source_curvature_energy,source_maximum_turning_angle_deg,candidate_objective,relative_decrease,maximum_displacement_ratio,condition_number,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,0.008050572001405448,21.97779539292553,16.05718577572904,0.0061779598822428805,0.2326060954222447,0.24995892317567925,98900.20793562353,0.002028431128036191,21.958002654830015,0.9990994211320265,16.067668282780485,True,,8.025502644440422
1,0.5,0.008050572001405448,21.97779539292553,16.05718577572904,0.00702942176796757,0.1268419477845311,0.12497951513114572,98920.78519651965,0.0020274514015111733,21.967854059146855,0.9995476646496639,16.062399676068665,True,,
1,0.25,0.008050572001405448,21.97779539292553,16.05718577572904,0.007518788514498268,0.06605536685024893,0.062489769142082395,98931.07255243268,0.0020269877111692295,21.97281354954889,0.9997733237894169,16.05977090894948,True,,
2,1.0,0.0061779598822428805,21.958002654830015,16.067668282780485,0.00498399089043291,0.19326266511405463,0.24995412505750608,98859.04064793611,0.0020304646683103906,21.938547037558628,0.9991139623408731,16.078168121302856,True,,8.019486706649783
2,0.5,0.0061779598822428805,21.958002654830015,16.067668282780485,0.00549618797847127,0.11035550841487442,0.12497711938534653,98879.6249118937,0.002029374709764861,21.948229882469445,0.999554933455734,16.072890777915656,True,,
2,0.25,0.0061779598822428805,21.958002654830015,16.067668282780485,0.005815891906634486,0.05860639798731536,0.06248857209799,98889.91577233933,0.0020288558746579615,21.953105092813654,0.9997769577637207,16.07025762563724,True,,
3,1.0,0.00498399089043291,21.938547037558628,16.078168121302856,0.004468235624532952,0.10348238534905496,0.24994927899439903,98817.85933826701,0.002032714421906245,21.9194285776736,0.9991285448460968,16.088685123257836,True,,8.013311664514307
3,0.5,0.00498399089043291,21.938547037558628,16.078168121302856,0.004641349852212304,0.0687483275457682,0.12497469966926389,98838.45059171153,0.0020315142857261297,21.92894284499669,0.9995622229427731,16.08339912622393,True,,
3,0.25,0.00498399089043291,21.938547037558628,16.078168121302856,0.004791481813078673,0.03862548740283026,0.06248736306932684,98848.74494993749,0.0020309403325921354,21.933733766113242,0.9997806020864943,16.08076163033396,True,,
4,1.0,0.004468235624532952,21.9194285776736,16.088685123257836,0.00463032504049954,-0.036275932960346056,0.24994438498805382,98776.66403381489,0.002035180162414452,21.900647310636582,0.9991431680360433,16.099219120823776,False,insufficient_objective_decrease,
4,0.5,0.004468235624532952,21.9194285776736,16.088685123257836,0.0044645389164885705,0.0008273305964629584,0.12497225598387841,98797.2622623091,0.0020338699055154597,21.909992982741223,0.9995695328051577,16.093924553079045,True,,
4,0.25,0.004468235624532952,21.9194285776736,16.088685123257836,0.004445190048675949,0.005157645610824883,0.06248614205661488,98807.56011106489,0.002033240860518648,21.914699605736228,0.9997842566050199,16.091282755080936,True,,8.006977355823112
5,1.0,0.004445190048675949,21.914699605736228,16.091282755080936,0.0047767058284943174,-0.07457853909240948,0.2499431509516249,98766.36297475037,0.0020358239087826286,21.896002459572603,0.9991468216995897,16.10185073175771,False,insufficient_objective_decrease,
5,0.5,0.004445190048675949,21.914699605736228,16.091282755080936,0.004526224991421614,-0.018229803868521296,0.12497163979316335,98786.96294509176,0.0020344861441709415,21.90530600505416,0.9995713561741175,16.096554286850573,False,insufficient_objective_decrease,
5,0.25,0.004445190048675949,21.914699605736228,16.091282755080936,0.004464521078568026,-0.004348752174912192,0.06248583416762263,98797.26166584577,0.002033843340405763,21.909991564664377,0.9997851651559659,16.093911546170048,False,insufficient_objective_decrease,
