reuse_step,step_factor,source_objective,source_curvature_energy,source_maximum_turning_angle_deg,source_root_relative_mismatch,root_gate_limit,root_feasibility_repair,candidate_objective,relative_decrease,maximum_displacement_ratio,condition_number,root_relative_mismatch,hard_root_pass,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,0.056645837551691725,21.12334119173176,7.805837974019643,0.0028896424450660916,0.0028896424450660916,True,0.05169358060230282,0.08742490469612632,0.2501795064404444,190489.2309100861,0.0027535271791429886,False,21.122690451795066,0.9999691933235946,7.806635909195656,False,displacement_limit,
1,0.5,0.056645837551691725,21.12334119173176,7.805837974019643,0.0028896424450660916,0.0028896424450660916,True,0.05413942641786474,0.04424704871809474,0.12508975890523208,190509.9991645833,0.0028216852937177008,False,21.12301524447981,0.9999845693326168,7.8062487829937774,True,,7.649351183405219
1,0.25,0.056645837551691725,21.12334119173176,7.805837974019643,0.0028896424450660916,0.0028896424450660916,True,0.05538461679699035,0.022265020859660763,0.06254488062892243,190520.38250179274,0.002855754563748363,False,21.123178070020547,0.9999922776558058,7.806054435830141,True,,
1,0.125,0.056645837551691725,21.12334119173176,7.805837974019643,0.0028896424450660916,0.0028896424450660916,True,0.056012779169305,0.011175726403710295,0.031272440581273014,190525.57397049924,0.002872786749176136,False,21.12325959002655,0.999996136894042,7.805957066289199,True,,
2,1.0,0.05413942641786474,21.12301524447981,7.8062487829937774,0.0028216852937177008,0.0028216852937177008,True,0.04930716245566355,0.08925591351678333,0.2501798232238622,190468.46090569923,0.0026853362967546647,False,21.12236761132264,0.9999693399285248,7.807024502524639,False,displacement_limit,
2,0.5,0.05413942641786474,21.12301524447981,7.8062487829937774,0.0028216852937177008,0.0028216852937177008,True,0.051693643646518406,0.04517563138680176,0.12508991833279673,190489.23125866614,0.0027535183293288254,False,21.122690855514538,0.9999846428664887,7.806638311927699,True,,7.649169366886748
2,0.25,0.05413942641786474,21.12301524447981,7.8062487829937774,0.0028216852937177008,0.0028216852937177008,True,0.05290914968320669,0.02272422919966676,0.06254496059800399,190499.61564136684,0.002787599550858968,False,21.12285290718543,0.9999923146722899,7.806444431643292,True,,
2,0.125,0.05413942641786474,21.12301524447981,7.8062487829937774,0.0028216852937177008,0.0028216852937177008,True,0.05352246937408037,0.011395707058706331,0.031272480625959144,190504.80763337918,0.002804637712821031,False,21.12293404034614,0.9999961556561539,7.806347295303313,True,,
3,1.0,0.051693643646518406,21.122690855514538,7.806638311927699,0.0027535183293288254,0.0027535183293288254,True,0.04698022999852421,0.0911797527801398,0.25018012917425647,190447.68897581968,0.0026171002720998975,False,21.122046307778067,0.9999694855290512,7.80741199030628,False,displacement_limit,
3,0.5,0.051693643646518406,21.122690855514538,7.806638311927699,0.0027535183293288254,0.0027535183293288254,True,0.049307355519111716,0.046162118958457427,0.1250900723486257,190468.4614265362,0.002685306307181148,False,21.122368008708712,0.9999847156402546,7.80702680955877,True,,7.648644457478268
3,0.25,0.051693643646518406,21.122690855514538,7.806638311927699,0.0027535183293288254,0.0027535183293288254,True,0.050493181694864414,0.02322262210539387,0.0625450378660194,190478.84686040733,0.0027193995245617885,False,21.12252928914093,0.9999923510515439,7.806833433286836,True,,
3,0.125,0.051693643646518406,21.122690855514538,7.806638311927699,0.0027535183293288254,0.0027535183293288254,True,0.051091660945267056,0.011645197722329512,0.031272519324960946,190484.03937712498,0.0027364436860901537,False,21.122610036775463,0.9999961738426402,7.806736548690472,True,,
4,1.0,0.049307355519111716,21.122368008708712,7.80702680955877,0.002685306307181148,0.002685306307181148,True,0.0447126605134276,0.09318477856520199,0.25018043126025513,190426.9149778304,0.0025488370372050142,False,21.121726548045803,0.999969631214519,7.807798464741353,False,displacement_limit,
4,0.5,0.049307355519111716,21.122368008708712,7.80702680955877,0.002685306307181148,0.002685306307181148,True,0.046980436260066025,0.04719213258443294,0.1250902244323033,190447.68951935266,0.0026170670937653317,False,21.12204670489846,0.9999847884569514,7.807414295604735,True,,7.648068871854093
4,0.25,0.049307355519111716,21.122368008708712,7.80702680955877,0.002685306307181148,0.002685306307181148,True,0.04813658553212887,0.02374432728457826,0.06254511416804391,190458.0760015344,0.0026511723146564682,False,21.122207213701447,0.9999923874535659,7.807221424201695,True,,
4,0.125,0.049307355519111716,21.122368008708712,7.80702680955877,0.002685306307181148,0.002685306307181148,True,0.04872022582409163,0.011907547846335324,0.03127255754097491,190463.26904520526,0.0026682224785222327,False,21.12228757562129,0.9999961920421333,7.807124791819837,True,,
5,1.0,0.046980436260066025,21.12204670489846,7.807414295604735,0.0026170670937653317,0.0026170670937653317,True,0.04250443577140497,0.0952737106118726,0.2501807294865546,190406.13889449553,0.00248054854451879,False,21.121408332982842,0.999969776985889,7.808183924395839,False,displacement_limit,
5,0.5,0.046980436260066025,21.12204670489846,7.807414295604735,0.0026170670937653317,0.0026170670937653317,True,0.04471286727050775,0.04826623952587124,0.1250903745861623,190426.91553199006,0.002548802626385222,False,21.121726944895766,0.9999848613154226,7.807800768468464,True,,7.647474538014951
5,0.25,0.046980436260066025,21.12204670489846,7.807414295604735,0.0026170670937653317,0.0026170670937653317,True,0.04583934241298971,0.02428870265826499,0.06254518950510736,190437.30305897648,0.002582919864853667,False,21.121886681658005,0.9999924238762138,7.807608402731301,True,,
5,0.125,0.046980436260066025,21.12204670489846,7.807414295604735,0.0026170670937653317,0.0026170670937653317,True,0.04640814513671352,0.012181477417206515,0.03127259527455065,190442.4966265811,0.002599976032292216,False,21.121966657662334,0.9999962102519115,7.807512022959364,True,,
6,1.0,0.04471286727050775,21.121726944895766,7.807800768468464,0.002548802626385222,0.002548802626385222,True,0.04035554863665418,0.09745111194708878,0.25018102385234475,190385.36073015849,0.002412234987419741,False,21.12109166347702,0.9999699228467255,7.8085683676547015,False,displacement_limit,
6,0.5,0.04471286727050775,21.121726944895766,7.807800768468464,0.002548802626385222,0.002548802626385222,True,0.04250464135899294,0.04938681069490118,0.12509052280981758,190406.13945686273,0.0024805131131908926,False,21.121408729551298,0.9999849342174862,7.808186226545777,True,,7.64686494827549
6,0.25,0.04471286727050775,21.121726944895766,7.807800768468464,0.002548802626385222,0.002548802626385222,True,0.04360144511683353,0.02485687502325097,0.06254526387714532,190416.52803263528,0.0025146423691119494,False,21.12156769384185,0.9999924603203928,7.807994367291884,True,,
6,0.125,0.04471286727050775,21.121726944895766,7.807800768468464,0.002548802626385222,0.002548802626385222,True,0.044155411649263884,0.012467454119444504,0.03127263252558045,190421.72212179494,0.0025317045400765972,False,21.121647283717408,0.9999962284722946,7.807898240546656,True,,
7,1.0,0.04250464135899294,21.121408729551298,7.808186226545777,0.0024805131131908926,0.0024805131131908926,True,0.03826599316922147,0.09972200809723289,0.25018131435668345,190364.58048294263,0.002343896373121623,False,21.120776540456742,0.9999700688006822,7.8089517929350425,False,displacement_limit,
7,0.5,0.04250464135899294,21.121408729551298,7.808186226545777,0.0024805131131908926,0.0024805131131908926,True,0.0403557525611313,0.05055656815716167,0.12509066910279512,190385.36130049554,0.0024121985566554613,False,21.121092059752904,0.999985007164889,7.8085706682321705,True,,7.646240487440038
7,0.25,0.04250464135899294,21.121408729551298,7.808186226545777,0.0024805131131908926,0.0024805131131908926,True,0.04142288766944746,0.02545024860718201,0.06254533728384254,190395.750919203,0.002446339834097762,False,21.121250251120863,0.999992496786911,7.808379316258423,True,,
7,0.125,0.04250464135899294,21.121408729551298,7.808186226545777,0.0024805131131908926,0.0024805131131908926,True,0.04196201937877438,0.012766181830252136,0.03127266929393868,190400.94553273267,0.0024634080202073382,False,21.12132945464878,0.9999962467038287,7.808283442914849,True,,
8,1.0,0.0403557525611313,21.121092059752904,7.8085706682321705,0.0024121985566554613,0.0024121985566554613,True,0.03623576357007721,0.10209173982849384,0.2501816009984649,190343.7981524538,0.0022755326934463045,False,21.12046296488569,0.9999702148513233,7.809334198644584,False,displacement_limit,
8,0.5,0.0403557525611313,21.121092059752904,7.8085706682321705,0.0024121985566554613,0.0024121985566554613,True,0.038266195059149424,0.05177842982401569,0.12509081346447662,190364.58105555124,0.0023438589419512513,False,21.120776936426957,0.9999850801594418,7.808954091929965,True,,7.645601199721031
8,0.25,0.0403557525611313,21.121092059752904,7.8085706682321705,0.0024121985566554613,0.0024121985566554613,True,0.0393036642426978,0.026070343176968075,0.0625454097249178,190374.9717218304,0.002378012248254472,False,21.12093435440304,0.9999925332767161,7.8087632480277005,True,,
8,0.125,0.0403557525611313,21.121092059752904,7.8085706682321705,0.0024121985566554613,0.0024121985566554613,True,0.039827962493529864,0.013078434525584347,0.03127270557950357,190380.1668576827,0.0023950864468057264,False,21.12101317135308,0.9999962649469261,7.808667628491369,True,,
