reuse_step,step_factor,source_objective,source_curvature_energy,source_maximum_turning_angle_deg,source_root_relative_mismatch,root_gate_limit,root_feasibility_repair,candidate_objective,relative_decrease,maximum_displacement_ratio,condition_number,root_relative_mismatch,hard_root_pass,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.5,0.056645837551691725,21.12334119173176,7.805837974019643,0.0028896424450660916,0.0028896424450660916,True,0.05413942641786474,0.04424704871809474,0.12508975890523208,190509.9991645833,0.0028216852937177008,False,21.12301524447981,0.9999845693326168,7.8062487829937774,True,,7.649351183405219
2,0.5,0.05413942641786474,21.12301524447981,7.8062487829937774,0.0028216852937177008,0.0028216852937177008,True,0.051693643646518406,0.04517563138680176,0.12508991833279673,190489.23125866614,0.0027535183293288254,False,21.122690855514538,0.9999846428664887,7.806638311927699,True,,7.649169366886748
3,0.5,0.051693643646518406,21.122690855514538,7.806638311927699,0.0027535183293288254,0.0027535183293288254,True,0.049307355519111716,0.046162118958457427,0.1250900723486257,190468.4614265362,0.002685306307181148,False,21.122368008708712,0.9999847156402546,7.80702680955877,True,,7.648644457478268
4,0.5,0.049307355519111716,21.122368008708712,7.80702680955877,0.002685306307181148,0.002685306307181148,True,0.046980436260066025,0.04719213258443294,0.1250902244323033,190447.68951935266,0.0026170670937653317,False,21.12204670489846,0.9999847884569514,7.807414295604735,True,,7.648068871854093
5,0.5,0.046980436260066025,21.12204670489846,7.807414295604735,0.0026170670937653317,0.0026170670937653317,True,0.04471286727050775,0.04826623952587124,0.1250903745861623,190426.91553199006,0.002548802626385222,False,21.121726944895766,0.9999848613154226,7.807800768468464,True,,7.647474538014951
6,0.5,0.04471286727050775,21.121726944895766,7.807800768468464,0.002548802626385222,0.002548802626385222,True,0.04250464135899294,0.04938681069490118,0.12509052280981758,190406.13945686273,0.0024805131131908926,False,21.121408729551298,0.9999849342174862,7.808186226545777,True,,7.64686494827549
7,0.5,0.04250464135899294,21.121408729551298,7.808186226545777,0.0024805131131908926,0.0024805131131908926,True,0.0403557525611313,0.05055656815716167,0.12509066910279512,190385.36130049554,0.0024121985566554613,False,21.121092059752904,0.999985007164889,7.8085706682321705,True,,7.646240487440038
8,0.5,0.0403557525611313,21.121092059752904,7.8085706682321705,0.0024121985566554613,0.0024121985566554613,True,0.038266195059149424,0.05177842982401569,0.12509081346447662,190364.58105555124,0.0023438589419512513,False,21.120776936426957,0.9999850801594418,7.808954091929965,True,,7.645601199721031
9,0.5,0.038266195059149424,21.120776936426957,7.808954091929965,0.0023438589419512513,0.0023438589419512513,True,0.036235963066506234,0.053055496881908124,0.12509095589438543,190343.79873500502,0.002275494259030588,False,21.120463360539382,0.999985153203004,7.809336496051281,True,,7.644947092460138
10,0.5,0.036235963066506234,21.120463360539382,7.809336496051281,0.002275494259030588,0.002275494259030588,True,0.03426505081602024,0.05439105473390198,0.12509109639170204,190323.0143359251,0.00220710448765515,False,21.120151333092956,0.999985226297307,7.809717878977702,True,,7.644278168588918
11,0.5,0.03426505081602024,21.120151333092956,7.809717878977702,0.00220710448765515,0.00220710448765515,True,0.032353452559560264,0.055788572056231486,0.12509123495560848,190302.22785695747,0.0021386896124112463,False,21.119840855130526,0.9999852994442354,7.810098239120763,True,,7.6435944302494425
12,0.5,0.032353452559560264,21.119840855130526,7.810098239120763,0.0021386896124112463,0.0021386896124112463,True,0.030501162564949516,0.057251694891011146,0.1250913715854044,190281.43930492658,0.0020702496200654228,False,21.119531927733476,0.9999853726456004,7.810477574872564,True,,7.642895880712062
13,0.5,0.030501162564949516,21.119531927733476,7.810477574872564,0.0020702496200654228,0.0020702496200654228,True,0.028708175119587086,0.05878423294667614,0.12509150628007593,190260.64867835067,0.0020017844928057233,False,21.119224552023663,0.9999854459033057,7.8108558846503175,True,,7.642182521568462
14,0.5,0.028708175119587086,21.119224552023663,7.8108558846503175,0.0020017844928057233,0.0020017844928057233,True,0.02697448452895093,0.060390135681361624,0.12509163903855236,190239.8559762053,0.001933294214973002,False,21.11891872916068,0.9999855192191252,7.811233166830997,True,,7.6414543553752186
15,0.5,0.02697448452895093,21.11891872916068,7.811233166830997,0.001933294214973002,0.001933294214973002,True,0.02530008511660685,0.06207345354633184,0.125091769859914,190219.0612075367,0.0018647787708888344,False,21.1186144603459,0.9999855925950243,7.811609419853019,True,,7.640711384177772
16,0.5,0.02530008511660685,21.1186144603459,7.811609419853019,0.0018647787708888344,0.0018647787708888344,True,0.02368497122361757,0.06383827902338261,0.12509189874283497,190198.26437201534,0.0017962381450277686,False,21.118311746819185,0.9999856660328128,7.81198464212507,True,,7.639953610578539
17,0.5,0.02368497122361757,21.118311746819185,7.81198464212507,0.0017962381450277686,0.0017962381450277686,True,0.022129137210965003,0.06568865961302763,0.12509202568616407,190177.46547161147,0.0017276723194459282,False,21.118010589862127,0.9999857395344539,7.8123588320383215,True,,7.639181036479114
18,0.5,0.022129137210965003,21.118010589862127,7.8123588320383215,0.0017276723194459282,0.0017276723194459282,True,0.02063257745791238,0.06762847275903172,0.12509215068857427,190156.66449956642,0.001659081278926356,False,21.117710990795477,0.9999858131017894,7.812731987996074,True,,7.638393664051918
19,0.5,0.02063257745791238,21.117710990795477,7.812731987996074,0.001659081278926356,0.001659081278926356,True,0.019195286361500013,0.06966124805997913,0.12509227374869977,190135.8614674684,0.0015904650096782741,False,21.117412950982075,0.9999858867367997,7.813104108421819,True,,7.637591495130863
20,0.5,0.019195286361500013,21.117412950982075,7.813104108421819,0.0015904650096782741,0.0015904650096782741,True,0.01781725833900928,0.07178991740673597,0.12509239486502247,190115.05636901426,0.0015218234913813966,False,21.11711647182667,0.9999859604414568,7.8134751917290535,True,,7.636774531898873
21,0.5,0.01781725833900928,21.11711647182667,7.8134751917290535,0.0015218234913813966,0.0015218234913813966,True,0.016498487825532843,0.07401646697736372,0.12509251403601263,190094.24921454856,0.0014531567103691564,False,21.11682155477548,0.9999860342177124,7.813845236326114,True,,7.635942776415773
22,0.5,0.016498487825532843,21.11682155477548,7.813845236326114,0.0014531567103691564,0.0014531567103691564,True,0.015238969276660413,0.07634145396787306,0.12509263126009618,190073.43999947843,0.0013844646517344914,False,21.11652820131746,0.9999861080675774,7.8142142406310775,True,,7.635096230496636
23,0.5,0.015238969276660413,21.11652820131746,7.8142142406310775,0.0013844646517344914,0.0013844646517344914,True,0.014038697165278632,0.07876333954029849,0.12509274653545677,190052.62873088996,0.0013157472957946973,False,21.116236412983206,0.9999861819930117,7.814582203053027,True,,7.634234895849812
24,0.5,0.014038697165278632,21.116236412983206,7.814582203053027,0.0013157472957946973,0.0013157472957946973,True,0.012897665986176313,0.08127756911263725,0.12509285986046548,190031.81540764475,0.0012470046256745071,False,21.115946191346396,0.9999862559960433,7.814949122005197,True,,7.633358774533627
25,0.5,0.012897665986176313,21.115946191346396,7.814949122005197,0.0012470046256745071,0.0012470046256745071,True,0.01181587025318221,0.08387531000985518,0.1250929712331368,190011.00002717625,0.0011782366280265824,False,21.11565753802616,0.9999863300788124,7.815314995911981,True,,7.632467868114253
26,0.5,0.01181587025318221,21.11565753802616,7.815314995911981,0.0011782366280265824,0.0011782366280265824,True,0.010793304498299667,0.08654172168208679,0.12509308065157795,189990.18259657704,0.001109443286595944,False,21.1153704546853,0.9999864042433753,7.815679823203046,True,,7.631562178226231
27,0.5,0.010793304498299667,21.1153704546853,7.815679823203046,0.001109443286595944,0.001109443286595944,True,0.009829963276240597,0.08925359441224243,0.12509318811375578,189969.3631125496,0.0010406245790255883,False,21.11508494302952,0.999986478491751,7.816043602292649,True,,7.6306417068141705
28,0.5,0.009829963276240597,21.11508494302952,7.816043602292649,0.0010406245790255883,0.0010406245790255883,True,0.008925841157611074,0.09197614408334784,0.12509329361761498,189948.5415869395,0.0009717804938994905,True,21.114801004810683,0.9999865528261145,7.816406331605318,True,,7.629706455019767
29,0.5,0.008925841157611074,21.114801004810683,7.816406331605318,0.0009717804938994905,0.001,False,0.008080932740267072,0.0946586884557706,0.12509339716090068,189927.71800845588,0.0009029110116439937,True,21.114518641827352,0.9999866272486647,7.816768009539087,True,,7.62875642516119
30,0.5,0.008080932740267072,21.114518641827352,7.816768009539087,0.0009029110116439937,0.001,False,0.007295232635014754,0.09722888811302632,0.12509349874141198,189906.8923892369,0.0008340161186243006,True,21.114237855922873,0.999986701761511,7.817128634544346,True,,7.6277916179023535
31,0.5,0.007295232635014754,21.114237855922873,7.817128634544346,0.0008340161186243006,0.001,False,0.006568735479456661,0.09958519377040038,0.12509359835679093,189886.06472104441,0.0007650957954655819,True,21.11395864898824,0.9999867763668981,7.817488205046458,True,,7.626812035388232
32,0.5,0.006568735479456661,21.11395864898824,7.817488205046458,0.0007650957954655819,0.001,False,0.005901435929536264,0.10158721598812095,0.12509369600458636,189865.23501752297,0.000696150028598646,True,21.113681022962005,0.9999868510670665,7.817846719448961,True,,7.625817678425733
