added_mass_per_length_kg_m,amplitude_m,case_index,damping_per_length_kg_m_s,first_harmonic_force_amplitude_n_m,first_harmonic_ratio_to_base,harmonic_fit_residual_nrmse,linearity_ratio_deviation_from_two,max_contact_constraint_abs_m,max_free_surface_pressure_abs_pa,max_potential_bvp_residual,max_pressure_bvp_residual,omega_rad_s,response_calibration_used,restoring_per_length_n_m2,runtime_s,sample_count,status
179.8569336625884,0.001,0,334.8566819663409,3.8326211823712732,,0.05092357548232766,,0.0,1.0532854699107225e-15,2.831745651096416e-15,1.855612451669136e-15,4.0,False,6468.660836363963,33.2842686,145,sun_ch2_moving_wedge_free_surface_bem_no_jet_spray_remesh_or_beach_benchmark_pending
179.76161832906493,0.002,1,335.2614230524022,7.66923197338236,2.0010409608594153,0.05094972305233824,0.0010409608594152964,0.0,2.1675573120237546e-15,3.37336616828107e-15,2.1834140915444352e-15,4.0,False,6468.660836363963,31.202536900000005,145,sun_ch2_moving_wedge_free_surface_bem_no_jet_spray_remesh_or_beach_benchmark_pending
