time_s,vertical_force_per_length_n_m,potential_bvp_relative_residual,pressure_bvp_relative_residual,free_surface_pressure_max_abs_pa,contact_constraint_max_abs_m
0.0,388.129472056409,1.334658835248993e-15,7.946033173367618e-16,8.470329472543003e-19,0.0
0.032724923474893676,388.5506804429806,1.6776822230986905e-15,8.898990324881098e-16,6.2303243737494044e-18,0.0
0.06544984694978735,388.963787495366,1.1926415745155823e-15,1.1298588111652974e-15,2.710505431213761e-17,0.0
0.09817477042468103,389.36096305901356,1.2002104711443419e-15,7.108049783973141e-16,9.850397606526475e-17,0.0
0.1308996938995747,389.7346790464202,1.569273440987166e-15,8.201096400442642e-16,8.494483146429552e-17,0.0
0.16362461737446837,390.07785010076975,1.3335679179409897e-15,6.670283086771717e-16,7.284483346386983e-17,0.0
0.19634954084936207,390.3839657800777,1.853659887585838e-15,5.262429401179267e-16,8.49415227418453e-17,0.0
0.22907446432425574,390.6472117997567,9.905795882793223e-16,8.737833315996857e-16,4.1504614415460717e-17,0.0
0.2617993877991494,390.862578091219,1.4918901707244151e-15,4.845291982587256e-16,7.538593230563273e-17,0.0
0.2945243112740431,391.02595169533396,1.814595006000145e-15,8.295985286437911e-16,3.6268354342846913e-17,0.0
0.32724923474893675,391.1341928057031,2.237569972648744e-15,9.76987772155206e-16,1.7872395187065737e-16,0.0
0.35997415822383044,391.1851926007976,2.465035907448223e-15,1.3309780227412413e-15,1.1350241493207625e-16,0.0
0.39269908169872414,391.17791184895054,1.3281116723226677e-15,8.218316264565455e-16,8.809142651444724e-17,0.0
0.4254240051736178,391.11239962909036,1.0920764029640583e-15,9.353822824728174e-16,7.538593230563273e-17,0.0
0.4581489286485115,390.98979187635837,9.908298542530688e-16,6.450215200564413e-16,4.0657581468206416e-17,0.0
0.4908738521234051,390.8122898292088,9.235473293147428e-16,8.911778831129128e-16,6.352747104407253e-17,0.0
0.5235987755982988,390.58311881743646,9.97858182548512e-16,1.051925389285237e-15,4.565044364557649e-17,0.0
0.5563236990731925,390.30646818335504,1.2633102337030657e-15,6.762116333073416e-16,6.395098751769968e-17,0.0
0.5890486225480862,389.98741346575866,1.052482041773787e-15,6.58855230130204e-16,9.147955830346444e-17,0.0
0.6217735460229799,389.6318222932053,1.2826239700880939e-15,8.89938307741337e-16,1.9905274260476058e-16,0.0
0.6544984694978735,389.2462457244479,8.879621594638977e-16,7.426338665683989e-16,1.2345505206231427e-16,0.0
0.6872233929727672,388.83779703456713,1.1723300232966445e-15,1.1668759885748493e-15,8.724439356719293e-17,0.0
0.7199483164476609,388.41402017072414,1.3337516430249137e-15,1.0127218925126556e-15,1.3467823861343375e-16,0.0
0.7526732399225545,387.98275028709463,1.013313377012805e-15,1.027618426891297e-15,2.0858186326137146e-16,0.0
0.7853981633974483,387.5519689106535,8.136561734221379e-16,1.8070346832142493e-15,7.538593230563273e-17,0.0
0.8181230868723419,387.12965638508683,9.972163519078366e-16,1.1935795287504112e-15,2.8269724614612274e-16,0.0
0.8508480103472356,386.7236442872425,1.6412787399083142e-15,1.2106918212815119e-15,3.460129589533817e-16,0.0
0.8835729338221292,386.34147050835793,9.105219676383269e-16,1.2495981098334026e-15,7.457860402778098e-17,0.0
0.916297857297023,385.9902396412148,1.0884887938613661e-15,9.83317730421489e-16,9.94204921839735e-17,0.0
0.9490227807719166,385.676491215879,1.579758899226979e-15,6.111423923414049e-16,3.9312916664440214e-16,0.0
0.9817477042468102,385.40607818335735,1.028302048120272e-15,7.774651403165741e-16,2.676624113323589e-16,0.0
1.014472627721704,385.1840578617458,1.4896004612014899e-15,8.139111387984669e-16,2.4871004913754394e-16,0.0
1.0471975511965976,385.0145973372449,1.6372918260330026e-15,6.921852430316743e-16,3.536362554786704e-16,0.0
1.0799224746714913,384.9008950571422,1.397109553785397e-15,5.954619487966741e-16,2.9434394917086937e-16,0.0
1.112647398146385,384.8451200680061,1.7670335659212935e-15,6.405406758949142e-16,2.430984558619842e-16,0.0
1.1453723216212786,384.84837004439385,1.81973021379305e-15,7.397165917755997e-16,2.355810384551023e-16,0.0
1.1780972450961724,384.9106489257507,1.9688353425032248e-15,7.66550171279314e-16,1.7131241358218224e-16,0.0
1.210822168571066,385.03086463617905,2.187896697254691e-15,7.101378679819946e-16,2.369574669943905e-16,0.0
1.2435470920459597,385.20684700772017,2.042960346264898e-15,5.885866887432333e-16,1.3552527156068805e-16,0.0
1.2762720155208533,385.435385667168,1.8012457229415896e-15,6.536571275775947e-16,2.9688504801263227e-16,0.0
1.308996938995747,385.7122872840333,1.4382771386145791e-15,5.277836663210801e-16,3.7982479367209925e-16,0.0
1.3417218624706406,386.0324512183754,1.1757717597757273e-15,7.981080363042183e-16,2.6713301574032497e-16,0.0
1.3744467859455345,386.3899622577238,1.167804177550777e-15,4.2503084831116434e-16,3.432865716544069e-16,0.0
1.4071717094204281,386.778198798801,8.881553839396577e-16,1.0794045178146667e-15,2.5045705459125593e-16,0.0
1.4398966328953218,387.1899545194091,1.230562694240883e-15,5.860227733187681e-16,2.526011067389934e-16,0.0
1.4726215563702154,387.61757130628513,8.526464961943131e-16,1.4397170902912522e-15,2.6737124375674024e-16,0.0
1.505346479845109,388.05308096371783,9.503912745916994e-16,1.1903110173456334e-15,1.8417672646860693e-16,0.0
1.5380714033200027,388.4883530327969,9.959920468563357e-16,8.725632876220429e-16,2.769797737521562e-16,0.0
1.5707963267948966,388.91524590914844,7.077086395904715e-16,1.2009398951080015e-15,3.9217625457874106e-16,0.0
1.6035212502697902,389.3257583635854,8.64911496202876e-16,9.171973265074622e-16,3.7862372742267225e-16,0.0
1.6362461737446838,389.7121785493119,5.517486589734268e-16,9.843954022116301e-16,4.2266944067989587e-16,0.0
1.6689710972195775,390.06722762328286,6.459005593376326e-16,1.0552824992065844e-15,3.3693382454999966e-16,0.0
1.7016960206944711,390.3841952178799,8.227716739485778e-16,1.1313407725759391e-15,2.1260526976082939e-16,0.0
1.7344209441693648,390.6570641698389,7.266439261265191e-16,9.548763240951266e-16,3.773531780017908e-16,0.0
1.7671458676442584,390.88062214169145,7.2801416498862365e-16,1.2816394597289718e-15,4.55491967386e-16,0.0
1.7998707911191523,391.05055805022806,9.019613163000417e-16,6.831252162502903e-16,2.976526716210815e-16,0.0
1.832595714594046,391.1635415384305,8.992291913196416e-16,1.1917098669870316e-15,3.1933142111487123e-16,0.0
1.8653206380689396,391.2172840825171,1.0331776443969488e-15,1.1526481789519453e-15,4.986906476959693e-16,0.0
1.8980455615438332,391.2105807041543,1.0662609100355446e-15,1.2633291296322067e-15,1.5013658990082474e-16,0.0
1.9307704850187268,391.1433316493109,2.0666643666251757e-15,9.19826874998766e-16,4.2214004508786193e-16,0.0
1.9634954084936205,391.016543789751,1.5350069640272564e-15,1.0728924191702466e-15,2.0667603913004928e-16,0.0
1.9962203319685143,390.8323118915939,2.214256855923283e-15,1.0950140006934978e-15,2.0879362149818503e-16,0.0
2.028945255443408,390.5937802694304,1.485810828016359e-15,6.18085499188405e-16,1.24090326772755e-16,0.0
2.0616701789183014,390.3050856970609,1.6873642575577455e-15,9.982509613372616e-16,2.769797737521562e-16,0.0
2.0943951023931953,389.97128277106094,2.416307991405321e-15,7.108330085618281e-16,2.1302878623445654e-16,0.0
2.127120025868089,389.5982532163194,1.6970618381267083e-15,8.980066862066345e-16,1.0333801956502464e-16,0.0
2.1598449493429825,389.1926008798024,1.5839549277444472e-15,6.528254383599478e-16,2.4585131294056067e-16,0.0
2.1925698728178764,388.761534377452,2.009196481831903e-15,9.646312933306114e-16,3.220313386342443e-16,0.0
2.22529479629277,388.3127395376658,1.6568525900660492e-15,1.1258921112151782e-15,3.7608262858090935e-16,0.0
2.2580197197676637,387.8542439223583,1.9067062357282327e-15,1.3679122048609847e-15,4.1843427594362437e-16,0.0
2.290744643242557,387.39427580310183,1.7356178667240283e-15,1.1534829704867783e-15,3.4791878308470386e-16,0.0
2.323469566717451,386.9411200258608,2.831745651096416e-15,1.0551158342790924e-15,4.026020390193594e-16,0.0
2.356194490192345,386.5029732145462,2.1867917522131562e-15,1.1122404266305649e-15,2.710505431213761e-16,0.0
2.3889194136672383,386.0878007427645,1.598943920405886e-15,7.928722083804879e-16,8.334804200982315e-16,0.0
2.421644337142132,385.70319784684193,1.5767682972930458e-15,1.0803383617654047e-15,3.0048493803846305e-16,0.0
2.4543692606170255,385.3562571639635,1.8420455867558687e-15,8.97907046124931e-16,7.403067959002585e-16,0.0
2.4870941840919194,385.05344485974365,1.8460042185215682e-15,1.3206583712514268e-15,4.712414862490097e-16,0.0
2.5198191075668133,384.8004873624764,1.630786885015524e-15,1.164822085134926e-15,2.0265263263059136e-16,0.0
2.5525440310417067,384.6022705493644,2.592299910580725e-15,1.5269831553861074e-15,2.236166980751353e-16,0.0
2.5852689545166005,384.4627530356598,1.758574375640025e-15,8.373778668452232e-16,3.3277806915253325e-16,0.0
2.617993877991494,384.3848950030728,2.1615207535662015e-15,8.760653328131394e-16,3.3457801416544863e-16,0.0
2.650718801466388,384.37060377088784,1.1975232708030752e-15,1.0251124188896337e-15,3.2271955290388843e-16,0.0
2.6834437249412812,384.42069706358166,1.248097913531171e-15,8.95243214080553e-16,6.200281173901478e-16,0.0
2.716168648416175,384.5348846637827,1.5361067154077299e-15,1.2163581996403903e-15,2.337810934421869e-16,0.0
2.748893571891069,384.7117688605156,2.137686338164693e-15,9.091911857001307e-16,1.6305384234645282e-16,0.0
2.7816184953659624,384.9488638114275,1.4388699745065208e-15,1.357738805229845e-15,4.3039861632359136e-16,0.0
2.8143434188408563,385.24263363606616,2.2462120658749094e-15,1.0138717117446104e-15,6.263808644945551e-16,0.0
2.8470683423157497,385.58854874794764,1.7996697857810373e-15,1.2711455325151451e-15,2.056172479459814e-16,0.0
2.8797932657906435,385.98115961966613,1.9521361748215077e-15,1.0298955443449122e-15,5.899584477626202e-16,0.0
2.912518189265537,386.4141868622775,1.842832292093938e-15,9.402189134272893e-16,8.072223987333482e-16,0.0
2.945243112740431,386.88062619335165,2.075302942198107e-15,6.656814934655531e-16,3.5744790374131474e-16,0.0
2.9779680362153247,387.37286657426273,1.9781531942863355e-15,9.628894264571662e-16,2.236166980751353e-16,0.0
3.010692959690218,387.8828195241781,1.7564834457455428e-15,7.800916244428631e-16,5.793705359219414e-16,0.0
3.043417883165112,388.4020573741076,1.139770369117997e-15,1.5416194408050774e-15,4.1335207826009857e-16,0.0
3.0761428066400054,388.921958017784,1.6401186853881826e-15,1.1152770627377757e-15,2.879912020664621e-16,0.0
3.1088677301148993,389.43385355518404,1.4828254985629462e-15,9.152965268912407e-16,4.129285617864714e-16,0.0
3.141592653589793,389.9291801164093,1.480123614613633e-15,1.1092339278512283e-15,3.0112021274890377e-16,0.0
3.1743175770646865,390.3996261042347,1.0454137203828455e-15,1.578216800256421e-15,4.0826988057657276e-16,0.0
3.2070425005395804,390.8372761067432,1.3313125638642163e-15,1.1425568228920693e-15,7.216720710606639e-16,0.0
3.239767424014474,391.2347478086642,1.1451008982495368e-15,7.739139459788338e-16,5.971052882550783e-16,0.0
3.2724923474893677,391.5853193702986,1.1395747110308525e-15,9.905734138859125e-16,1.0532854699107225e-15,0.0
3.305217270964261,391.8830449427045,1.018976698196924e-15,1.3577329882414592e-15,4.671386704107466e-16,0.0
3.337942194439155,392.12285624109853,1.1523584677663038e-15,1.0043073867020451e-15,8.131516293641283e-16,0.0
3.370667117914049,392.30064839711207,1.5422500373920132e-15,1.6996734967070209e-15,6.78261632513881e-16,0.0
3.4033920413889422,392.4133486449008,1.0039033410297662e-15,7.896926836163672e-16,6.148400405882153e-16,0.0
3.436116964863836,392.4589667553713,1.148455125914671e-15,1.3461788438313613e-15,5.687826240812627e-16,0.0
3.4688418883387295,392.43662650580154,1.0789931688731002e-15,1.3373823482141481e-15,3.3182515708687216e-16,0.0
