time_s,vertical_force_per_length_n_m,potential_bvp_relative_residual,pressure_bvp_relative_residual,free_surface_pressure_max_abs_pa,contact_constraint_max_abs_m
0.0,388.1589376801226,9.037273724356529e-16,7.946033173367618e-16,3.3881317890172014e-18,0.0
0.032724923474893676,389.0012744982766,8.85773041419866e-16,8.895848982806746e-16,1.0905549195899117e-17,0.0
0.06544984694978735,389.8271216597257,1.4821147980549688e-15,8.386260794068956e-16,4.743384504624082e-17,0.0
0.09817477042468103,390.6208308894229,1.6026889590625962e-15,7.183047021723996e-16,6.88743665236153e-17,0.0
0.1308996938995747,391.36737149382975,1.3361457051086717e-15,5.535197391228034e-16,1.0829448579544238e-16,0.0
0.16362461737446837,392.05261104821005,1.3917872501836935e-15,1.1765068749495238e-15,1.4907779871675686e-16,0.0
0.19634954084936207,392.66357827313936,1.1549450795105065e-15,6.541210900090579e-16,1.5246593050577406e-16,0.0
0.22907446432425574,393.18870319892574,1.2659239445963714e-15,1.1122897925126794e-15,1.0164395367051604e-16,0.0
0.2617993877991494,393.61803024036544,1.9589867114859036e-15,1.0971097779935873e-15,1.4399560103323106e-16,0.0
0.2945243112740431,393.94340040551424,2.116381421884133e-15,1.118618830096257e-15,3.1170812458958252e-16,0.0
0.32724923474893675,394.1585995169213,2.3443187521648923e-15,9.533143983480447e-16,2.608861477543245e-16,0.0
0.35997415822383044,394.2594700093327,2.1015990105630146e-15,8.6898339050638525e-16,2.1345230270808369e-16,0.0
0.39269908169872414,394.2439845647941,1.4173786213925334e-15,5.424280749445689e-16,1.4907779871675686e-16,0.0
0.4254240051736178,394.1122805396382,1.214384165517395e-15,1.3561512413182802e-15,1.9312351197398048e-16,0.0
0.4581489286485115,393.86665481837827,9.846844783313729e-16,1.1884529546793437e-15,1.5246593050577406e-16,0.0
0.4908738521234051,393.51151939203334,1.0890827946792644e-15,1.3411072849497424e-15,1.0247857890858205e-16,0.0
0.5235987755982988,393.0533186011448,1.4406406691049956e-15,8.365063022824791e-16,2.0244087439377778e-16,0.0
0.5563236990731925,392.50040960653774,8.342536315798667e-16,1.2776442035276582e-15,9.071855213991565e-17,0.0
0.5890486225480862,391.86290825309425,8.300941651965721e-16,8.147356798016218e-16,1.3552527156068805e-16,0.0
0.6217735460229799,391.15250307072216,1.762610063247166e-15,9.448535034703998e-16,2.846030702774449e-16,0.0
0.6544984694978735,390.38224070635795,1.8450510119056873e-15,7.086838907161818e-16,2.778268066994105e-16,0.0
0.6872233929727672,389.56628659174396,1.1688654191415178e-15,1.1519261647926661e-15,5.04831636563563e-16,0.0
0.7199483164476609,388.7196651112505,1.312680370830045e-15,8.678044872577639e-16,1.9312351197398048e-16,0.0
0.7526732399225545,387.85798392776303,1.2074810105197188e-15,1.3997584987663034e-15,4.777265822514254e-16,0.0
0.7853981633974483,386.99714743795846,1.2899370263729721e-15,2.116722974927829e-15,3.9895251815677546e-16,0.0
0.8181230868723419,386.15306454823826,1.1703573347608113e-15,1.4491822173542065e-15,4.607859233063394e-16,0.0
0.8508480103472356,385.34135607957336,1.0610353022879168e-15,1.2518583017204805e-15,8.91078660511524e-16,0.0
0.8835729338221292,384.5770671185897,1.0237795003969457e-15,1.0876110833535242e-15,1.9905274260476058e-16,0.0
0.916297857297023,383.8743895336435,1.1227398356251606e-15,1.027113606912001e-15,8.436448154652831e-16,0.0
0.9490227807719166,383.2463996737219,1.2926943529964906e-15,8.175175497286066e-16,4.925496588283756e-16,0.0
0.9817477042468102,382.7048159744193,1.6977295652844971e-15,9.32850134530213e-16,1.0847448029673392e-15,0.0
1.014472627721704,382.2597808215487,1.6571220787233144e-15,7.372692513031746e-16,1.2572615915213987e-15,0.0
1.0471975511965976,381.91967058311246,1.3643010784699302e-15,8.624826821040117e-16,9.800171199732255e-16,0.0
1.0799224746714913,381.690937227974,1.2381655315211198e-15,8.86106293173089e-16,6.217221832846564e-16,0.0
1.112647398146385,381.57798441647077,1.7613130610075202e-15,7.92428203668924e-16,7.292953675859526e-16,0.0
1.1453723216212786,381.58308038341676,1.891516998163529e-15,6.536168157677763e-16,4.3198680309969317e-16,0.0
1.1780972450961724,381.7063093432377,3.37336616828107e-15,8.123106607725218e-16,2.981555974335137e-16,0.0
1.210822168571066,381.9455625330591,2.239941921460976e-15,5.832272333646681e-16,5.55653613398821e-16,0.0
1.2435470920459597,382.29656937288865,1.6125567764602897e-15,7.957258119321442e-16,4.607859233063394e-16,0.0
1.2762720155208533,382.7529685620422,1.5189600743038456e-15,4.376406071400752e-16,5.548065804515667e-16,0.0
1.308996938995747,383.30641824775387,1.190838564787556e-15,5.82444130341053e-16,3.015437292225309e-16,0.0
1.3417218624706406,383.94674369787026,1.1022329869072235e-15,7.253947429603093e-16,6.486154793599805e-16,0.0
1.3744467859455345,384.66212019087374,8.232584739220788e-16,1.0776696629118078e-15,5.116079001415974e-16,0.0
1.4071717094204281,385.4392881143294,1.1995174661269466e-15,9.83933730924048e-16,4.1335207826009857e-16,0.0
1.4398966328953218,386.26379655375956,1.1020176335769217e-15,6.332733334293724e-16,7.269660269810033e-16,0.0
1.4726215563702154,387.1202709795329,9.630343913729448e-16,1.1049864352420078e-15,5.21772295508649e-16,0.0
1.505346479845109,387.9927000253842,1.1463792682089572e-15,9.839183690714631e-16,6.208751503374021e-16,0.0
1.5380714033200027,388.86473582656936,8.665527341916062e-16,1.3035329496977864e-15,9.0801931945661e-16,0.0
1.5707963267948966,389.7200019763139,9.255146975645654e-16,1.0641405318522991e-15,6.877907531704919e-16,0.0
1.6035212502697902,390.5424028911865,7.161622284121207e-16,1.3256608958014302e-15,6.212986668110293e-16,0.0
1.6362461737446838,391.31642826903686,1.0359485467549288e-15,8.080825638001974e-16,9.181837148236616e-16,0.0
1.6689710972195775,392.02744638918705,7.782529395322832e-16,1.5274370031946096e-15,5.319366908757006e-16,0.0
1.7016960206944711,392.66198024651015,8.581711568968417e-16,1.2620037155321527e-15,5.861467994999758e-16,0.0
1.7344209441693648,393.2079609218452,1.0372301432437135e-15,1.4821581164581466e-15,4.734914175151539e-16,0.0
1.7671458676442584,393.6549531544743,8.98338813544158e-16,1.0042433130592794e-15,7.02190313273815e-16,0.0
1.7998707911191523,393.9943487736834,8.3840364122686e-16,1.0220106232895933e-15,6.776263578034403e-16,0.0
1.832595714594046,394.21952443549725,9.290456668472832e-16,9.453290673242425e-16,6.2341624917916505e-16,0.0
1.8653206380689396,394.32596096418257,1.1281786666549037e-15,6.576126665198915e-16,6.369687763352339e-16,0.0
1.8980455615438332,394.31132248243387,1.0029921120470483e-15,9.87352885922804e-16,4.997494388800372e-16,0.0
1.9307704850187268,394.1754943980076,1.2906381061281612e-15,9.96323512803342e-16,3.7947076036992655e-16,0.0
1.9634954084936205,393.92058017094416,1.3175048237004242e-15,9.908589198531686e-16,4.946672411965114e-16,0.0
1.9962203319685143,393.5508575930084,1.2966209144113202e-15,1.2218815591894517e-15,3.9471735342050396e-16,0.0
2.028945255443408,393.0726960540824,1.0816436352222262e-15,2.0881287935610003e-15,7.826584432629735e-16,0.0
2.0616701789183014,392.4944369391043,2.0901264165259715e-15,8.014956812767399e-16,5.21772295508649e-16,0.0
2.0943951023931953,391.8262398885281,2.129619396275034e-15,7.934651835078843e-16,4.404571325722362e-16,0.0
