iteration,s_lambda,measured_s_lambda,relative_mismatch,relative_change
0,1.6906102810240506,3.723178153137523,1.2022687280017534,0.0
1,2.706894217080787,3.7563949340034064,0.38771397504200933,0.6011343640008767
2,3.791856433402029,3.807432596531614,0.004107793478776286,0.4008144128702986
3,3.808201483346784,3.8083352573093987,3.5127858439165236e-05,0.004310566666177853
