scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
faltinsen_ch9,heave_motion,7,0.6015369988116124,1.6654457012266088,0.15,0.2,FAIL
faltinsen_ch9,pitch_motion,7,0.7371458967599753,1.7221845259598114,0.15,0.2,FAIL
matched_delta_added_only,heave_motion,7,0.19134894295022073,0.17829319100378319,0.15,0.2,FAIL
matched_delta_added_only,pitch_motion,7,0.43744888628825185,0.25611027841358197,0.15,0.2,FAIL
matched_delta_damping_only,heave_motion,7,0.7331543247210965,2.306121630358565,0.15,0.2,FAIL
matched_delta_damping_only,pitch_motion,7,0.7390212882450851,2.8029477533847347,0.15,0.2,FAIL
matched_delta_added_and_damping,heave_motion,7,0.34293530949905277,0.23216500630028794,0.15,0.2,FAIL
matched_delta_added_and_damping,pitch_motion,7,0.5060212556639768,0.30207012350853163,0.15,0.2,FAIL
matched_raw_added_only,heave_motion,7,0.40507273026765644,0.28282404155075597,0.15,0.2,FAIL
matched_raw_added_only,pitch_motion,7,0.5456255473542693,0.3328522679042298,0.15,0.2,FAIL
matched_raw_damping_only,heave_motion,7,0.6673055359281715,5.960921256806307,0.15,0.2,FAIL
matched_raw_damping_only,pitch_motion,7,0.7675453147413631,4.796703456290269,0.15,0.2,FAIL
matched_raw_added_and_damping,heave_motion,7,0.2918411152891839,0.251480566453033,0.15,0.2,FAIL
matched_raw_added_and_damping,pitch_motion,7,0.41916304512923896,0.25401835302521775,0.15,0.2,FAIL
