panel_count,shape_mode,value,source_signed_root_defect,finite_difference_step
320,0,-0.0013109984248436278,3.158763458546605e-08,2.4068932011092032e-05
320,1,-0.002832856806348398,3.158763458546605e-08,1.1140490294653657e-05
320,2,-0.004722924262544477,3.158763458546605e-08,6.680835532274574e-06
320,3,-0.004587509015698956,3.158763458546605e-08,6.878861596638547e-06
320,4,-0.004288847647138511,3.158763458546605e-08,7.356181491327005e-06
320,5,-0.004291651942056653,3.158763458546605e-08,7.352411267833765e-06
320,6,-0.004211044959253605,3.158763458546605e-08,7.491781412789845e-06
320,7,-0.004220467619675475,3.158763458546605e-08,7.479192210020022e-06
320,8,-0.004185644001777589,3.158763458546605e-08,7.539540380136298e-06
320,9,-0.004192057646587962,3.158763458546605e-08,7.529681778539707e-06
320,10,-0.0041751479449579935,3.158763458546605e-08,7.561137512419938e-06
320,11,-0.004179832445976271,3.158763458546605e-08,7.5539305839813905e-06
320,12,-0.0041693913741124855,3.158763458546605e-08,7.572191399037692e-06
320,13,-0.004172612713034999,3.158763458546605e-08,7.566823230069551e-06
320,14,-0.004166839801172248,3.158763458546605e-08,7.578182277116598e-06
320,15,-0.004168977758598264,3.158763458546605e-08,7.574050046088639e-06
