omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.768729335390354,15.154708861711201,2.689710604297022,50095145.51671062,8.747803882160905e-16
3.0,10.455368895572542,8.847092638401369,2.5088436863893353,50095145.51671062,9.00259591447701e-16
4.0,3.589779076972214,2.391606122614521,1.4698221511510794,50095145.51671062,8.795887940141152e-16
