node,z_over_Vt,cp,phi_t_over_V2,half_speed_squared_over_V2,velocity_y_over_V,velocity_z_over_V
0,0.6508155701745819,-0.0,-10.657049872659375,10.657049872659375,4.174795169251512,1.971087273591149
70,-1.0,5.434601838437821,-3.184960159381796,0.46765924016288557,0.10650136990185005,-0.9612366714471522
71,-0.8968240268640887,5.440755344162937,-3.1747469545233256,0.4543692824418573,0.17070172604499853,-0.9378696527817567
72,-0.7936480537281773,5.438371666470923,-3.161555920565857,0.4423700873303957,0.2824452392208069,-0.8971983401134291
73,-0.690472080592266,5.449985725769503,-3.1680135380544794,0.4430206751697279,0.37302671878835586,-0.8642293777750492
74,-0.5872961074563545,5.473825985550411,-3.188913618750375,0.4520006259751692,0.4575001971321402,-0.8334835460729811
75,-0.48412013432044315,5.510361193065955,-3.2238647677509604,0.468684171217983,0.5404573398952885,-0.8032896153874234
76,-0.3809441611845318,5.560580021280768,-3.2739765601277844,0.49368654948740015,0.6249463432891705,-0.772538133029234
77,-0.2777681880486204,5.625942412060782,-3.3416293037049223,0.5286580976745314,0.713701658371721,-0.7402338402062676
78,-0.17459221491270907,5.708355978146356,-3.430732436503948,0.5765544474307702,0.8097507790668281,-0.7052748192458068
79,-0.0714162417767977,5.810057536779939,-3.547400633725523,0.6423718653355532,0.9169851239740733,-0.6662447096085341
80,0.03175973135911366,5.933146959814611,-3.7012949867641187,0.7347215068568136,1.0409927144148603,-0.6211096378650135
81,0.13493570449502504,6.078015106879171,-3.9083116782865805,0.8693041248469953,1.1905896833991836,-0.5666607940182753
82,0.2381116776309364,6.238131108971894,-4.196430211640217,1.0773646571542699,1.381085091120658,-0.4973261358432549
83,0.34128765076684775,6.381447572907054,-4.620278276819294,1.4295544903657667,1.6423512303791532,-0.4022330379315141
84,0.4444636239027591,6.369922656739021,-5.306128439676872,2.1211671113073614,2.04370247232516,-0.25615313237739495
85,0.5476395970386705,5.0267019403620825,-6.63210181454912,4.118750844368079,2.869759712149359,0.04450711471871188
