index,time_s,x_from_transom_m,saved_force_n_m,replayed_force_n_m,absolute_difference,integrated_force_n_m,integration_passed,replay_passed,potential_bvp_residual,pressure_bvp_residual
0,0.0,1.0985454545454545,18.663754587569276,18.663754587569276,0.0,18.663754587569276,True,True,6.045259848646508e-16,9.319435001657307e-16
1,0.0007775962305832998,1.0951125,27.556631186265847,27.556631186265847,0.0,27.556631186265847,True,True,7.874968108431649e-16,2.3774913842632836e-15
2,0.0015551924611665996,1.0916795454545454,28.137677580391554,28.137677580391554,0.0,28.137677580391554,True,True,7.395005685773823e-16,1.6290472669791532e-15
3,0.0023327886917498993,1.0882465909090908,27.854276743800373,27.854276743800373,0.0,27.854276743800373,True,True,7.369767244510629e-16,8.292768052449212e-16
4,0.0031103849223331993,1.0848136363636363,28.69894969141585,28.69894969141585,0.0,28.69894969141585,True,True,1.0771942089018272e-15,9.598663016541605e-16
5,0.0038879811529164993,1.0813806818181817,29.522433341411865,29.522433341411865,0.0,29.522433341411865,True,True,6.552439907052186e-16,9.298406376078466e-16
6,0.0046655773834997985,1.0779477272727271,30.11171860565804,30.11171860565804,0.0,30.11171860565804,True,True,8.305439233610167e-16,9.37513856955065e-16
7,0.0054431736140830985,1.0745147727272726,30.62242075730608,30.62242075730608,0.0,30.62242075730608,True,True,5.504899303868005e-16,1.6507601304110616e-15
8,0.006220769844666399,1.071081818181818,31.128171291024216,31.128171291024216,0.0,31.128171291024216,True,True,6.740133188092299e-16,1.6689411492235525e-15
9,0.006998366075249699,1.0676488636363637,31.599131034777653,31.599131034777653,0.0,31.599131034777653,True,True,7.139162027753614e-16,1.445802106343587e-15
10,0.007775962305832999,1.0642159090909091,31.99628560573241,31.99628560573241,0.0,31.99628560573241,True,True,8.264189118852397e-16,1.3307527709651181e-15
11,0.008553558536416298,1.0607829545454546,40.76106148313365,40.76106148313365,0.0,40.76106148313365,True,True,6.85728269141484e-16,1.415962620776108e-15
12,0.009331154766999597,1.05735,37.02270921627155,37.02270921627155,0.0,37.02270921627155,True,True,6.238814160559792e-16,9.762715320478097e-16
13,0.010108750997582898,1.0539170454545455,35.2704914931051,35.2704914931051,0.0,35.2704914931051,True,True,7.536291574644826e-16,8.790759496293023e-16
14,0.010886347228166197,1.050484090909091,34.88486060802911,34.88486060802911,0.0,34.88486060802911,True,True,6.09127805937021e-16,1.3658620727096515e-15
15,0.011663943458749498,1.0470511363636363,43.51646481799519,43.51646481799519,0.0,43.51646481799519,True,True,1.2130393485196215e-15,1.1143169164596286e-15
16,0.012441539689332797,1.0436181818181818,39.38259901046503,39.38259901046503,0.0,39.38259901046503,True,True,8.419746948539957e-16,1.7972754019526918e-15
