stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.0010972558023849062,-0.0009500470086656096,0.0009500470086656096,189398.1311652848,7.581104690836682
source,640,0.0004880011408275566,-0.0008735327066829871,0.0008735327066829871,423841.61166098353,7.578782421850883
source,1280,0.0003820609771909643,-0.0008392536354973031,0.0008392536354973031,1018282.7134212691,7.577174990933026
candidate_factor_1,320,0.0010934386084210756,-0.000951726248678898,0.000951726248678898,189393.9818381669,7.579939371096843
candidate_factor_1,640,0.000481014183283276,-0.0008754211418369102,0.0008754211418369102,423830.7918836331,7.577711645980441
candidate_factor_1,1280,0.0003738615675327097,-0.0008413135543060452,0.0008413135543060452,1018255.0555228727,7.576104718188287
candidate_factor_0.75,320,0.0010931260623861824,-0.0009512252328297481,0.0009512252328297481,189395.01929063842,7.580207342543707
candidate_factor_0.75,640,0.0004814727074165118,-0.0008748476862987318,0.0008748476862987318,423833.49745459564,7.577979439569642
candidate_factor_0.75,1280,0.0003746149365660056,-0.0008407251686262076,0.0008407251686262076,1018262.6505270953,7.576372376226846
candidate_factor_0.5,320,0.0010936582427230673,-0.0009507695885163425,0.0009507695885163425,189396.05671793246,7.580475248194358
candidate_factor_0.5,640,0.000482790097777791,-0.0008743197712392151,0.0008743197712392151,423836.20243030635,7.578247166623151
candidate_factor_0.5,1280,0.0003762318044878591,-0.000840182393694938,0.000840182393694938,1018270.2437499772,7.5766399674762965
candidate_factor_0.25,320,0.001095035219017471,-0.0009503592377663857,0.0009503592377663857,189397.09412866482,7.580743088436579
candidate_factor_0.25,640,0.000484966422365998,-0.0008738373132724763,0.0008738373132724763,423838.9069036705,7.578514827125035
candidate_factor_0.25,1280,0.0003787122270428161,-0.0008396851597783781,0.0008396851597783781,1018277.8351967221,7.576907493611531
candidate_factor_0.125,320,0.0010960405266768809,-0.0009501710200842119,0.0009501710200842119,189397.61282538684,7.580876983744036
candidate_factor_0.125,640,0.00048637670107498795,-0.0008736131005662893,0.0008736131005662893,423840.25889653066,7.578648632581604
candidate_factor_0.125,1280,0.0003802762956803062,-0.0008394535950669603,0.0008394535950669603,1018281.6303433046,7.577041230462857
