configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason,route
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.67126753852393,1.3147004160447735,8.540441635562502,0.12774069922227455,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,faltinsen_ch9
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.654319819296402,1.5206858599314934,9.530719401034048,0.13629484535551462,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,faltinsen_ch9
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.147991128270881,1.3147004160447735,1.6358575507303499,0.0667228334218873,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_only
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,8.973034761739907,1.5206858599314934,1.6761856135115494,0.05610890645882707,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.160051151906043,1.3147004160447735,8.071524976616047,0.06812912059497793,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_damping_only
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.139361160288468,1.5206858599314934,10.281533856179067,0.07568520316898211,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_damping_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,8.941929622712188,1.3147004160447735,1.391310881327044,0.042694551148039335,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_and_damping
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,1.7354779483338445,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_delta_added_and_damping
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,8.904418363011162,1.3147004160447735,1.2634736701187226,0.038320463255688546,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_raw_added_only
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,1.5047018680491784,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,10.519996834855414,1.3147004160447735,18.565948368213867,0.22670875757477682,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_raw_damping_only
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,10.515764338905132,1.5206858599314934,16.74881257555171,0.23768520588973766,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_raw_damping_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.2405204152633,1.3147004160447735,1.9607789512231406,0.07751242665728386,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_raw_added_and_damping
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.139908489559003,1.5206858599314934,1.8883346910552632,0.07574962276978904,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_raw_added_and_damping
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,8.649602049111056,1.3147004160447735,1.1077266902555343,0.008607012886719943,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,planing_base_plus_matched_radiation
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,0.9442158275083518,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,planing_base_plus_matched_radiation
