eta,xi,pressure_coefficient,potential,normal_derivative,segment
-0.9838246094927434,0.04567789368306666,7.518772832124432,-3.278065800532258,-0.9426414910921784,body
-0.9514738284782304,0.13703368104919975,7.536789072072324,-3.307545394345449,-0.9426414910921784,body
-0.9191230474637173,0.2283894684153328,7.545020615632482,-3.3275235847252116,-0.9426414910921784,body
-0.8867722664492044,0.3197452557814662,7.555274113268289,-3.3421937919115625,-0.9426414910921784,body
-0.8544214854346913,0.4111010431475992,7.568332198051817,-3.3526091249784997,-0.9426414910921784,body
-0.8220707044201783,0.5024568305137324,7.584402465776559,-3.3592911465961324,-0.9426414910921784,body
-0.7897199234056651,0.5938126178798657,7.603588705723509,-3.362548458018163,-0.9426414910921784,body
-0.757369142391152,0.6851684052459988,7.625973327131993,-3.3625808399228303,-0.9426414910921784,body
-0.725018361376639,0.7765241926121318,7.651639683128031,-3.3595240253131244,-0.9426414910921784,body
-0.6926675803621261,0.867879979978265,7.680680641368079,-3.353472095417475,-0.9426414910921784,body
-0.660316799347613,0.9592357673443983,7.7132031580847915,-3.3444898290923772,-0.9426414910921784,body
-0.6279660183331,1.0505915547105313,7.749331490523366,-3.332619981888716,-0.9426414910921784,body
-0.5956152373185868,1.1419473420766646,7.789209937847341,-3.317887774319698,-0.9426414910921784,body
-0.5632644563040737,1.2333031294427976,7.833005498725267,-3.3003037322057853,-0.9426414910921784,body
-0.5309136752895607,1.3246589168089309,7.880910669583147,-3.27986549149717,-0.9426414910921784,body
-0.49856289427504763,1.4160147041750641,7.933146549425371,-3.256558912075624,-0.9426414910921784,body
-0.46621211326053463,1.5073704915411972,7.989966398951044,-3.2303587006419336,-0.9426414910921784,body
-0.43386133224602164,1.5987262789073302,8.051659803257232,-3.20122866028822,-0.9426414910921784,body
-0.4015105512315085,1.6900820662734635,8.118557602693818,-3.169121634351794,-0.9426414910921784,body
-0.3691597702169955,1.7814378536395967,8.191037783960002,-3.133979179724553,-0.9426414910921784,body
-0.3368089892024825,1.8727936410057298,8.269532564759128,-3.095730981892933,-0.9426414910921784,body
-0.3044582081879693,1.9641494283718632,8.354536962580482,-3.0542940059519372,-0.9426414910921784,body
-0.2721074271734563,2.0555052157379965,8.446619216343922,-3.0095713617179274,-0.9426414910921784,body
-0.23975664615894332,2.1468610031041293,8.546433535089479,-2.9614508447051118,-0.9426414910921784,body
-0.20740586514443027,2.238216790470262,8.654735790609841,-2.9098030962499424,-0.9426414910921784,body
-0.17505508412991716,2.3295725778363954,8.772402964784698,-2.854479303474634,-0.9426414910921784,body
-0.14270430311540405,2.4209283652025286,8.900457427973949,-2.795308330619605,-0.9426414910921784,body
-0.11035352210089111,2.512284152568662,9.040097491816411,-2.7320931341943746,-0.9426414910921784,body
-0.078002741086378,2.603639939934795,9.192736192031854,-2.6646062605446197,-0.9426414910921784,body
-0.045651960071864894,2.6949957273009284,9.36005097900856,-2.5925841485011043,-0.9426414910921784,body
-0.013301179057351953,2.7863515146670617,9.54404802265077,-2.515719850429983,-0.9426414910921784,body
0.01904960195716121,2.877707302033195,9.747146317300716,-2.43365362420141,-0.9426414910921784,body
0.051400382971674374,2.969063089399328,9.97228891679969,-2.3459606068678256,-0.9426414910921784,body
0.0837511639861872,3.0604188767654605,10.223091752687843,-2.252134408729799,-0.9426414910921784,body
0.11610194500070026,3.151774664131594,10.50404502751991,-2.1515648784157406,-0.9426414910921784,body
0.14845272601521342,3.243130451497727,10.820788667662253,-2.043507332667471,-0.9426414910921784,body
0.18080350702972647,3.3344862388638603,11.180492163844647,-1.9270389349157733,-0.9426414910921784,body
0.21315428804423953,3.4258420262299936,11.592379552605701,-1.8009950952705944,-0.9426414910921784,body
0.24550506905875247,3.517197813596127,12.068446508952926,-1.6638736364376019,-0.9426414910921784,body
0.2778558500732655,3.60855360096226,12.624393643639268,-1.5136846350963462,-0.9426414910921784,body
0.3102066310877786,3.6999093883283933,13.28065099272254,-1.3477038504248209,-0.9426414910921784,body
0.3425574121022916,3.791265175694526,14.062709703271231,-1.1620441189082815,-0.9426414910921784,body
0.3749081931168048,3.8826209630606594,14.997188631432032,-0.9508566154625122,-0.9426414910921784,body
0.40725897413131784,3.973976750426792,16.087557891538545,-0.7047118331260434,-0.9426414910921784,body
0.4396097551458309,4.0653325377929255,17.191113936781356,-0.40700558232591044,-0.9426414910921784,body
0.47196053616034395,4.156688325159059,17.394041091956687,-0.025795958867863192,-0.9426414910921784,body
0.5043113171748569,4.248044112525192,12.969125520553007,0.49417058838803585,-0.9426414910921784,body
0.5366620981893699,4.339399899891325,3.7103287542776258,1.1792941166793927,-0.9426414910921784,body
0.5581198417715212,4.3999946984888805,0.6154350829389017,1.6924638872189441,-0.9426414910921784,shallow_jet_body
0.5686845479213103,4.429828508317856,0.21790539916449347,1.9557102234400174,-0.9426414910921784,shallow_jet_body
0.5792492540710996,4.459662318146831,0.06660147809773775,2.2200507543070955,-0.9426414910921784,shallow_jet_body
0.5898139602208889,4.489496127975808,0.008220060906580784,2.4848096486245472,-0.9426414910921784,shallow_jet_body
0.6003786663706783,4.519329937804784,-0.010570666383600269,2.7497232903728506,-0.9426414910921784,shallow_jet_body
0.6109433725204675,4.549163747633759,-0.014272930607887702,3.0146823256932365,-0.9426414910921784,shallow_jet_body
0.6215080786702567,4.578997557462735,-0.013096285176047218,3.279646471526547,-0.9426414910921784,shallow_jet_body
0.6320727848200459,4.608831367291711,-0.010786930090077362,3.544603439623238,-0.9426414910921784,shallow_jet_body
0.6426374909698351,4.6386651771206875,-0.008573748796038672,3.809551031320702,-0.9426414910921784,shallow_jet_body
0.6532021971196245,4.668498986949663,-0.006765068183639755,4.074490217105799,-0.9426414910921784,shallow_jet_body
0.6637669032694138,4.698332796778638,-0.005365367090462314,4.339422640998753,-0.9426414910921784,shallow_jet_body
0.6743316094192031,4.728166606607615,-0.004299374396850908,4.604349823990193,-0.9426414910921784,shallow_jet_body
0.6848963155689922,4.758000416436591,-0.0034865291817993693,4.869272979040691,-0.9426414910921784,shallow_jet_body
0.6954610217187815,4.787834226265566,-0.0028610013849288407,5.134193023608532,-0.9426414910921784,shallow_jet_body
0.7060257278685707,4.817668036094542,-0.0023736072307940503,5.399110640357513,-0.9426414910921784,shallow_jet_body
0.71659043401836,4.847501845923519,-0.001988790635607529,5.664026337552981,-0.9426414910921784,shallow_jet_body
0.7271551401681492,4.8773356557524945,-0.001681052234957292,5.928940496975686,-0.9426414910921784,shallow_jet_body
0.7377198463179385,4.90716946558147,-0.0014320240894676317,6.193853409007701,-0.9426414910921784,shallow_jet_body
0.7482845524677277,4.937003275410446,-0.001228334406448539,6.4587652975546295,-0.9426414910921784,shallow_jet_body
0.7588492586175171,4.966837085239423,-0.0010601180505176444,6.723676337613706,-0.9426414910921784,shallow_jet_body
0.7694139647673063,4.996670895068398,-0.0009199938257893336,6.988586667708731,-0.9426414910921784,shallow_jet_body
0.7799786709170955,5.026504704897373,-0.0008023623052366702,7.2534963987814685,-0.9426414910921784,shallow_jet_body
0.7905433770668848,5.05633851472635,-0.0007029203452191268,7.518405620632507,-0.9426414910921784,shallow_jet_body
0.8011080832166739,5.086172324555326,-0.0006183212159243112,7.7833144066528215,-0.9426414910921784,shallow_jet_body
0.8116727893664633,5.1160061343843015,-0.0005459333446253822,8.048222817347762,-0.9426414910921784,shallow_jet_body
0.8222374955162526,5.145839944213277,-0.00048366690356260733,8.313130902996715,-0.9426414910921784,shallow_jet_body
0.8328022016660419,5.175673754042254,-0.00042984704597870405,8.578038705685183,-0.9426414910921784,shallow_jet_body
0.8433669078158311,5.20550756387123,-0.00038312036365084623,8.84294626087485,-0.9426414910921784,shallow_jet_body
0.8539316139656203,5.235341373700205,-0.00034238474609082914,9.107853598629394,-0.9426414910921784,shallow_jet_body
0.8644963201154094,5.265175183529181,-0.0003067364579152354,9.372760744580608,-0.9426414910921784,shallow_jet_body
0.8750610262651988,5.295008993358158,-0.00027542956107140526,9.637667720696719,-0.9426414910921784,shallow_jet_body
0.8856257324149881,5.324842803187133,-0.0002478445917688532,9.90257454589797,-0.9426414910921784,shallow_jet_body
0.8961904385647773,5.3546766130161085,-0.00022346431072151063,10.167481236553922,-0.9426414910921784,shallow_jet_body
0.9067551447145666,5.384510422845085,-0.0002018544393109778,10.432387806887728,-0.9426414910921784,shallow_jet_body
0.917319850864356,5.414344232674061,-0.00018264867449602207,10.697294269307022,-0.9426414910921784,shallow_jet_body
0.9278845570141452,5.444178042503037,-0.0001655365020951649,10.96220063467633,-0.9426414910921784,shallow_jet_body
0.9384492631639343,5.474011852332012,-0.0001502536521940101,11.22710691254262,-0.9426414910921784,shallow_jet_body
0.9490139693137236,5.503845662160988,-0.00013657424986490696,11.492013111323182,-0.9426414910921784,shallow_jet_body
0.9595786754635129,5.533679471989965,-0.00012430445251254696,11.756919238462608,-0.9426414910921784,shallow_jet_body
0.9701433816133023,5.56351328181894,-0.00011327737965416418,12.02182530056486,-0.9426414910921784,shallow_jet_body
0.9807080877630915,5.5933470916479155,-0.00010334878702167316,12.286731303504794,-0.9426414910921784,shallow_jet_body
0.9912727939128807,5.623180901476892,-9.439363320495886e-05,12.551637252522628,-0.9426414910921784,shallow_jet_body
