step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason
1.0,0.9997108672300501,0.0002891327699501289,0.9997114700240298,1.0020891901359787,0.999883740551013,0.0009710492397323981,429269.07869635365,1.0000070865026462,0.00956423153164386,20.95711772388689,0.9996750564310867,7.916317511540454,7.649655200458263,True,
0.5,0.9997852259308246,0.00021477406917558278,0.999785957611926,1.0034183934684933,0.9998865337606818,0.0009710546855203521,429267.5588791571,1.0000035460007977,0.0047821157591905975,20.960523156906827,0.9998374989239539,7.917111445118836,7.649639776947559,True,
0.25,0.999874751972808,0.00012524802719227066,0.9998755344559408,1.0062867449683135,0.9999292799698486,0.0009710563954914097,429266.79893880564,1.0000017756759023,0.002391057886965876,20.962226338875706,0.9999187423732336,7.9175084651086545,7.649632055206817,True,
