configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason
FnB=1.67,heave,7,219,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.591669391464436,1.0576996441128128,1.6721857622053022,0.0020325255913734106,0.1,PASS,experimental peak is bracketed and uncertainty-resolved
FnB=1.67,pitch,7,219,False,False,False,True,1.146153846,,0.01538461538,5.601,7.645670534248546,1.146153846,2.3224551777730866,0.36505454994617853,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary
FnB=2.26,heave,7,219,True,False,False,True,1.125,1.120673077,0.01730769231,8.022060019099158,7.51128661524994,1.1252777139130599,1.225319320688558,0.06367110226464937,0.1,UNRESOLVED,experimental peak prominence does not exceed digitization uncertainty
FnB=2.26,pitch,7,219,True,True,True,True,1.233173077,1.189903846,0.01730769231,8.629647930830982,7.628963336512989,1.2473770472114474,1.4711473373060358,0.11595891307950888,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,8.406508327747897,1.3147004160447735,1.1506533706974604,0.019739497249062696,0.1,PASS,experimental peak is bracketed and uncertainty-resolved
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.535371923720172,1.5206858599314934,1.3085612144424472,0.11310124016754197,0.1,FAIL,computed maximum is at the comparison-range boundary
