node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
83,0.21993515594194066,-5.251790719952784,-3.394714341745615,-2.5046262118977936,2.7471645080549907,5.985717642574483,11.480046658684463,7.7658939022701245
84,0.4398703118838813,-5.308680182031719,-3.4280323681580893,-2.5280260644795343,2.780654117552185,5.991788580426842,11.55309681553121,7.7918011877839515
85,0.659805467825822,-5.387736273145816,-3.474201319992796,-2.5610722694835277,2.826664003662288,6.011026573553321,11.664354580877896,7.8372846745718565
86,0.8797406237677626,-5.487966062844851,-3.53368008109661,-2.603513697207437,2.884452365637414,6.0419717458548705,11.810876477129698,7.902304513633216
87,1.0996757797097032,-5.610710177492775,-3.607031096851703,-2.6557439300010257,2.9549662474917495,6.084893053878388,11.994825548861886,7.987467387579742
88,1.319610935651644,-5.758402450944944,-3.6955017065934737,-2.7186362296891637,3.03976622125578,6.140516532932765,12.220048975444326,8.094247486741386
89,1.5395460915935846,-5.9346478562048715,-3.801035343725375,-2.7935435748132527,3.141104281391619,6.21000247618154,12.492211038964777,8.224986014005784
90,1.7594812475355253,-6.144503174704413,-3.9264003528491065,-2.882385431024058,3.262117743680355,6.294998036196873,12.819233523557582,8.38302787984697
91,1.9794164034774657,-6.394977367184043,-4.075442763768569,-2.9878184495089983,3.4071589176750448,6.397743807459456,13.212061642809545,8.572992435978597
92,2.1993515594194064,-6.695855761354833,-4.253510265440559,-3.1135215782826076,3.5823341830722257,6.521243222383038,13.685911588527489,8.80122059669894
93,2.419286715361347,-7.061062711648004,-4.468151525748758,-3.264663806311062,3.7963989053369422,6.669517096309232,14.262314906983116,9.076492535184624
94,2.639221871303288,-7.510988234853861,-4.730298275092592,-3.4486897156111516,4.0622985192427095,6.847979159390603,14.972576197876023,9.411196278353485
95,2.8591570272452285,-8.07665923180413,-5.056355232592413,-3.6766976574021655,4.399961574401965,7.063980171803338,15.863903320607267,9.823295322183832
96,3.079092183187169,-8.807711744893698,-5.47212950634535,-3.966006850261762,4.8417048946319365,7.327554047135427,17.0109638363993,10.339799359302603
97,3.2990273391291094,-9.788933916402252,-6.020840298905467,-4.345329324718008,5.443604591684244,7.6522346067274345,18.53944379009592,11.003256555102352
98,3.5189624950710505,-11.178490524628437,-6.78131687637585,-4.866335371467958,6.312155153160479,8.05484425226771,20.679154558588667,11.884807262083491
99,3.738897651012991,-13.31009298751292,-7.916291469991593,-5.633548319404543,7.676544668108377,8.547347721425577,23.900437057642332,13.112834022599678
