component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.507351665125597,0.974811665125597,3.065445487816343,0.06850372691436636,0.5359637269143663,1.6854205248879444,zero_diagnostic_only,False
resolved_station_bem,1.4,0.5091631502161914,0.9766231502161914,3.0711419818119228,0.08372585914340645,0.5511858591434065,1.7332888652308378,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.4625122927593024,0.004947707240697596,0.015558827800935838,-0.4335068008248072,0.033953199175192794,0.10677106658865658,zero_diagnostic_only,False
pre_chine_bem,1.4,0.42617427680249254,0.8936342768024925,2.8101706817688443,0.37264465644156913,0.8401046564415691,2.641838542269085,zero_diagnostic_only,False
post_chine_bem,1.4,-0.2830013666298136,0.18445863337018636,0.5800585955037307,-0.06760863849879101,0.399851361501209,1.2573942185572609,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.2738323519247161,0.19362764807528388,0.608891975079509,-0.3460931454709608,0.12136685452903917,0.38165677524855085,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.10729226845265102,0.36016773154734893,1.132602929394179,-0.11058214408478098,0.35687785591521903,1.1222574085384247,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.5087503493033317,0.9762103493033317,3.0698438657337475,0.11851489163909311,0.5859748916390931,1.8426883384877142,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.42617427680249254,0.8936342768024925,2.8101706817688443,0.37264465644156913,0.8401046564415691,2.641838542269085,zero_diagnostic_only,False
bem,1.4,0.507351665125597,0.974811665125597,3.065445487816343,0.06850372691436636,0.5359637269143663,1.6854205248879444,zero_diagnostic_only,False
front,1.4,0.7791717031807234,1.2466317031807232,3.9202254817003874,0.622500149372321,1.089960149372321,3.4275476395356006,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.5884608438783577,1.0559208438783578,3.3205057983596156,0.12393008511761609,0.591390085117616,1.8597172487975346,zero_diagnostic_only,False
