configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason,route
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.941457460970018,1.0576996441128128,2.2294726569496106,0.043949075859189446,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,faltinsen_ch9
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,7.871860161795228,1.146153846,1.9550035201200373,0.40543834347352753,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,faltinsen_ch9
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.68846137644144,1.0576996441128128,3.2802230997245942,0.010691323118253384,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_only
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,7.620017642397072,1.146153846,3.029942569478294,0.3604744942683578,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_delta_added_only
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.910893388694475,1.0576996441128128,2.142344954699979,0.03993125732104795,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_damping_only
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,7.8313310299640895,1.146153846,1.8887372302416523,0.3982022906559703,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_delta_damping_only
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.637811875948426,1.0576996441128128,3.146239214471791,0.004033162510798202,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_and_damping
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,7.557463082475756,1.146153846,2.926368698290929,0.3493060315079015,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_delta_added_and_damping
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.35636499719504,1.0576996441128128,3.6749063088475395,0.03296460652871039,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_raw_added_only
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,7.2903822478767175,1.146153846,2.9951063374051046,0.30162154041719647,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_raw_added_only
FnB=1.67,heave,7,218,True,True,True,False,1.057692308,0.9653846154,0.01538461538,7.607131080061594,5.610784091485861,1.0576996441128128,0.6721930049007417,0.2624309963329261,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_damping_only
FnB=1.67,pitch,7,218,False,False,False,False,1.146153846,,0.01538461538,5.601,5.610784091485861,1.146153846,0.9275364933021188,0.0017468472568936521,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_raw_damping_only
FnB=1.67,heave,7,218,True,True,True,False,1.057692308,0.9653846154,0.01538461538,7.607131080061594,5.610784091485861,1.0576996441128128,0.7420741171036991,0.2624309963329261,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_and_damping
FnB=1.67,pitch,7,218,False,False,False,False,1.146153846,,0.01538461538,5.601,5.610784091485861,1.146153846,1.14006397938873,0.0017468472568936521,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_raw_added_and_damping
