case_code,fn_b,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wave_amplitude_m,source_wave_amplitude_m,wave_amplitude_scale,component,heave_force_real_n_per_m,heave_force_imag_n_per_m,pitch_moment_real_nm_per_m,pitch_moment_imag_nm_per_m,response_calibration_used
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,total,4271.423400087382,-4219.028744897953,1533.4912114731396,-881.3233294239006,False
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,bem,3131.0168998782233,-3783.7382897916978,732.4544651273403,-481.61736215899595,False
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,front,1140.406500209155,-435.2904551062603,801.0367463457985,-399.70596726490567,False
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,transom,0.0,0.0,0.0,0.0,False
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,raw_bem,3131.0168998782233,-3783.7382897916978,732.4544651273403,-481.61736215899595,False
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,resolved_station,3182.7176691066193,-3611.9588458211033,697.506916165518,-594.0601597763717,False
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,transom_extrapolation,-51.7007692283957,-171.77944397058735,34.94754896182256,112.44279761737546,False
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,pre_chine_bem,1974.4780267029555,-2434.8030754520632,779.0091652728221,-1014.9838854181621,False
C7,2.82,3.14,8.924826727941545,1.006,0.004375,0.035,0.125,post_chine_bem,1156.5388731752694,-1348.9352143396295,-46.5547001454814,533.3665232591677,False
