case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-6.993569516411086e-14,-1.6073681208897604e-14,2.3778136355797693e-10,5.4650516110251854e-11
fn167,1.7902623815836317e-05,1,-4.0650100253759757e-14,-1.5156160457022702e-14,1.3821034086278319e-10,5.153094555387719e-11
fn167,1.7902623815836317e-05,2,-1.5153759918241505e-14,-1.0534480147579312e-14,5.152278372202111e-11,3.581723250176966e-11
fn167,1.7902623815836317e-05,3,-1.1511912782207775e-14,-1.27339788958278e-14,3.9140503459506436e-11,4.329552824581452e-11
fn167,1.7902623815836317e-05,4,-8.108151171863177e-15,-1.304357778426268e-14,2.7567713984334802e-11,4.434816446649311e-11
fn167,1.7902623815836317e-05,5,-2.4655183088658407e-15,-6.2571344743469935e-15,8.382762250143858e-12,2.127425721277978e-11
fn167,1.7902623815836317e-05,6,-1.1832197914819584e-15,-5.4812317515393214e-15,4.0229472910386585e-12,1.8636187955233693e-11
fn167,1.7902623815836317e-05,7,-1.5773820578099285e-15,-8.540223263582288e-15,5.363098996553757e-12,2.903675909617978e-11
fn167,1.7902623815836317e-05,8,1.6031476548597852e-16,-4.881458778522308e-15,-5.45070202652327e-13,1.6596959846975848e-11
fn167,1.7902623815836317e-05,9,7.730747791057694e-16,-4.752648393536238e-15,-2.6284542489596162e-12,1.6159004538023208e-11
fn167,1.7902623815836317e-05,10,1.2256471374786284e-15,-4.264279127269134e-15,-4.167200267427336e-12,1.4498549032715056e-11
fn167,1.7902623815836317e-05,11,1.3888572499574307e-15,-2.7321844614660295e-15,-4.722114649855265e-12,9.289427168984501e-12
fn167,1.7902623815836317e-05,12,2.456123066281284e-15,-1.439406167418129e-15,-8.350818425356365e-12,4.893980969221639e-12
fn167,1.7902623815836317e-05,13,3.1618276386418055e-15,-1.5940030478116698e-15,-1.0750213971382138e-11,5.419610362559677e-12
fn167,1.7902623815836317e-05,14,2.7349638034486765e-15,-1.7587620880605875e-15,-9.2988769317255e-12,5.979791099405998e-12
fn167,1.7902623815836317e-05,15,3.765962212939913e-15,-1.2500459969959587e-15,-1.2804271523995704e-11,4.2501563897862594e-12
fn167,1.7902623815836317e-05,16,4.183918210131264e-15,-4.71004911031469e-16,-1.4225321914446297e-11,1.6014166975069947e-12
fn167,1.7902623815836317e-05,17,4.6925880991614625e-15,6.654033701292591e-16,-1.5954799537148974e-11,-2.262371458439481e-12
fn167,1.7902623815836317e-05,18,3.6685487429130135e-15,3.5926831720062327e-16,-1.2473065725904246e-11,-1.2215122784821192e-12
fn167,1.7902623815836317e-05,19,4.989639107612774e-15,1.0568478840881034e-15,-1.696477296588343e-11,-3.5932828058995517e-12
fn167,1.7902623815836317e-05,20,3.68858211468828e-15,8.216212014545131e-16,-1.2541179189940153e-11,-2.7935120849453446e-12
fn167,1.7902623815836317e-05,21,4.6340697577680135e-15,9.85845649173313e-16,-1.5755837176411245e-11,-3.3518752071892643e-12
fn167,1.7902623815836317e-05,22,5.47909221360449e-15,2.1790112380564448e-15,-1.8628913526255266e-11,-7.408638209391913e-12
fn167,1.7902623815836317e-05,23,5.242012126566598e-15,1.8219250669480578e-15,-1.7822841230326433e-11,-6.194545227623396e-12
fn167,1.7902623815836317e-05,24,5.347925061128008e-15,2.203020820981533e-15,-1.818294520783523e-11,-7.490270791337211e-12
fn167,1.7902623815836317e-05,25,4.819609766698023e-15,1.8996231657825797e-15,-1.6386673206773278e-11,-6.458718763660771e-12
fn167,1.7902623815836317e-05,26,4.993004223988479e-15,2.3997179055831073e-15,-1.6976214361560828e-11,-8.159040878982565e-12
fn167,1.7902623815836317e-05,27,4.632326915394681e-15,2.091271907325073e-15,-1.5749911512341917e-11,-7.110324484905248e-12
fn167,1.7902623815836317e-05,28,6.830589491005425e-15,3.613060832804077e-15,-2.3224004269418444e-11,-1.2284406831533863e-11
fn167,1.7902623815836317e-05,29,6.081649990269124e-15,3.2425043541909637e-15,-2.0677609966915024e-11,-1.1024514804249277e-11
fn167,1.7902623815836317e-05,30,6.6823048088796925e-15,3.938709130591365e-15,-2.2719836350190954e-11,-1.339161104401064e-11
