coarse_case,fine_case,interval_index,lower_x_m,upper_x_m,channel,coarse_contribution,fine_contribution,fine_minus_coarse,a53_nondimensional_change
sub8,sub16,0,0.0,0.2332,cumulative_sine_vertical_force_n,-0.2609872041307233,-0.4970988617824639,-0.23611165765174058,
sub8,sub16,0,0.0,0.2332,cumulative_sine_pitch_moment_nm,0.07138503567069275,0.1583143148003638,0.08692927912967104,-0.012285090229665457
sub8,sub16,0,0.0,0.2332,cumulative_cosine_vertical_force_n,5.047339850132579,5.3584198635181615,0.3110800133855829,
sub8,sub16,0,0.0,0.2332,cumulative_cosine_pitch_moment_nm,-1.7469786645389882,-1.858072666992148,-0.1110940024531597,
sub8,sub16,1,0.2332,0.4664,cumulative_sine_vertical_force_n,-1.3051527689266003,-0.7247703790110644,0.5803823899155358,
sub8,sub16,1,0.2332,0.4664,cumulative_sine_pitch_moment_nm,0.14011829894108963,0.09672946834728402,-0.043388830593805605,0.006131831577821437
sub8,sub16,1,0.2332,0.4664,cumulative_cosine_vertical_force_n,6.775722151609992,6.744629513030359,-0.031092638579632847,
sub8,sub16,1,0.2332,0.4664,cumulative_cosine_pitch_moment_nm,-0.7498682039626825,-0.7616013999415798,-0.011733195978897326,
sub8,sub16,2,0.4664,0.6996,cumulative_sine_vertical_force_n,0.29076293151257127,-1.1378953363504956,-1.4286582678630668,
sub8,sub16,2,0.4664,0.6996,cumulative_sine_pitch_moment_nm,0.14812962945152547,-0.07323197145103075,-0.22136160090255622,0.031283444055880655
sub8,sub16,2,0.4664,0.6996,cumulative_cosine_vertical_force_n,9.066097689824606,8.99145619493901,-0.07464149488559535,
sub8,sub16,2,0.4664,0.6996,cumulative_cosine_pitch_moment_nm,1.0742649650327727,1.100587001943886,0.026322036911113234,
sub8,sub16,3,0.6996,1.0985454545454545,cumulative_sine_vertical_force_n,12.33831416597035,12.733550183398963,0.39523601742861203,
sub8,sub16,3,0.6996,1.0985454545454545,cumulative_sine_pitch_moment_nm,5.2595901188981795,5.439777884036641,0.18018776513846113,-0.025464641777435383
sub8,sub16,3,0.6996,1.0985454545454545,cumulative_cosine_vertical_force_n,9.418797326794671,10.334380115151799,0.9155827883571277,
sub8,sub16,3,0.6996,1.0985454545454545,cumulative_cosine_pitch_moment_nm,3.5108080158456585,3.8299981704175994,0.3191901545719409,
sub16,sub32,0,0.0,0.2332,cumulative_sine_vertical_force_n,-0.4970988617824639,-0.6116414947337978,-0.11454263295133393,
sub16,sub32,0,0.0,0.2332,cumulative_sine_pitch_moment_nm,0.1583143148003638,0.20125526270968325,0.04294094790931946,-0.006068535537105289
sub16,sub32,0,0.0,0.2332,cumulative_cosine_vertical_force_n,5.3584198635181615,5.772651903116092,0.4142320395979304,
sub16,sub32,0,0.0,0.2332,cumulative_cosine_pitch_moment_nm,-1.858072666992148,-2.005246824194424,-0.147174157202276,
sub16,sub32,1,0.2332,0.4664,cumulative_sine_vertical_force_n,-0.7247703790110644,-0.20881405971734923,0.5159563192937152,
sub16,sub32,1,0.2332,0.4664,cumulative_sine_pitch_moment_nm,0.09672946834728402,0.05930001291133552,-0.0374294554359485,0.005289635918778953
sub16,sub32,1,0.2332,0.4664,cumulative_cosine_vertical_force_n,6.744629513030359,6.862854913382428,0.11822540035206863,
sub16,sub32,1,0.2332,0.4664,cumulative_cosine_pitch_moment_nm,-0.7616013999415798,-0.7885803551475115,-0.026978955205931632,
sub16,sub32,2,0.4664,0.6996,cumulative_sine_vertical_force_n,-1.1378953363504956,-2.1077738090911624,-0.9698784727406669,
sub16,sub32,2,0.4664,0.6996,cumulative_sine_pitch_moment_nm,-0.07323197145103075,-0.26160169225397667,-0.18836972080294592,0.02662093876505195
sub16,sub32,2,0.4664,0.6996,cumulative_cosine_vertical_force_n,8.99145619493901,8.927343549233118,-0.06411264570589204,
sub16,sub32,2,0.4664,0.6996,cumulative_cosine_pitch_moment_nm,1.100587001943886,1.114932871972973,0.014345870029087049,
sub16,sub32,3,0.6996,1.0985454545454545,cumulative_sine_vertical_force_n,12.733550183398963,13.88608622894457,1.1525360455456077,
sub16,sub32,3,0.6996,1.0985454545454545,cumulative_sine_pitch_moment_nm,5.439777884036641,5.988860658021982,0.549082773985341,-0.07759792200626346
sub16,sub32,3,0.6996,1.0985454545454545,cumulative_cosine_vertical_force_n,10.334380115151799,10.861841878275097,0.5274617631232985,
sub16,sub32,3,0.6996,1.0985454545454545,cumulative_cosine_pitch_moment_nm,3.8299981704175994,3.9896653437015583,0.15966717328395896,
