iteration,residual_mode,shape_mode,value,finite_difference_step,jacobian_condition_number
1,0,0,0.4951072030283583,6.019540926564317e-05,399.288366697264
1,0,1,1.0345189224004387,2.935443100396691e-05,399.288366697264
1,0,2,6.913243891182698,5.596843395406038e-06,399.288366697264
1,0,3,-5.6740543894170745,9.217219807524538e-06,399.288366697264
1,0,4,4.0136948326394695,1.3463531555335499e-05,399.288366697264
1,0,5,-2.8386497556864034,1.9315581463052224e-05,399.288366697264
1,0,6,2.015171785529054,2.7585262200079453e-05,399.288366697264
1,0,7,-1.3464195791080464,4.066610123679069e-05,399.288366697264
1,0,8,0.9701380609625261,5.7763684278749226e-05,399.288366697264
1,0,9,-0.6114044910958166,8.277069756565806e-05,399.288366697264
1,1,0,-3.0316204247755043,6.019540926564317e-05,399.288366697264
1,1,1,-6.216208748427271,2.935443100396691e-05,399.288366697264
1,1,2,-32.78247136248067,5.596843395406038e-06,399.288366697264
1,1,3,20.181191180113377,9.217219807524538e-06,399.288366697264
1,1,4,-13.922739207941651,1.3463531555335499e-05,399.288366697264
1,1,5,9.715449030110243,1.9315581463052224e-05,399.288366697264
1,1,6,-6.812255684971918,2.7585262200079453e-05,399.288366697264
1,1,7,4.61640533915803,4.066610123679069e-05,399.288366697264
1,1,8,-3.2558963468890596,5.7763684278749226e-05,399.288366697264
1,1,9,2.1132158507931282,8.277069756565806e-05,399.288366697264
1,2,0,9.061116103228782,6.019540926564317e-05,399.288366697264
1,2,1,18.599319478557764,2.935443100396691e-05,399.288366697264
1,2,2,99.23099325815517,5.596843395406038e-06,399.288366697264
1,2,3,-62.01024162268467,9.217219807524538e-06,399.288366697264
1,2,4,42.74236073278144,1.3463531555335499e-05,399.288366697264
1,2,5,-29.828069422294902,1.9315581463052224e-05,399.288366697264
1,2,6,20.937807349117367,2.7585262200079453e-05,399.288366697264
1,2,7,-14.16819787205981,4.066610123679069e-05,399.288366697264
1,2,8,10.009918249321537,5.7763684278749226e-05,399.288366697264
1,2,9,-6.4842640686253885,8.277069756565806e-05,399.288366697264
1,3,0,0.24511669441142697,6.019540926564317e-05,399.288366697264
1,3,1,0.5038972226874151,2.935443100396691e-05,399.288366697264
1,3,2,2.9248294872724636,5.596843395406038e-06,399.288366697264
1,3,3,-2.0069462769916964,9.217219807524538e-06,399.288366697264
1,3,4,1.55595905010036,1.3463531555335499e-05,399.288366697264
1,3,5,-1.0366737164505164,1.9315581463052224e-05,399.288366697264
1,3,6,0.7782498072443408,2.7585262200079453e-05,399.288366697264
1,3,7,-0.4935834231747764,4.066610123679069e-05,399.288366697264
1,3,8,0.3745439975835991,5.7763684278749226e-05,399.288366697264
1,3,9,-0.22438034423314684,8.277069756565806e-05,399.288366697264
1,4,0,1.7651649896526422,6.019540926564317e-05,399.288366697264
1,4,1,3.626521164348859,2.935443100396691e-05,399.288366697264
1,4,2,18.411627782809436,5.596843395406038e-06,399.288366697264
1,4,3,-10.358207396996566,9.217219807524538e-06,399.288366697264
1,4,4,6.386915101912261,1.3463531555335499e-05,399.288366697264
1,4,5,-4.534720970002191,1.9315581463052224e-05,399.288366697264
1,4,6,3.041548021935725,2.7585262200079453e-05,399.288366697264
1,4,7,-2.144598743228383,4.066610123679069e-05,399.288366697264
1,4,8,1.4403194098467496,5.7763684278749226e-05,399.288366697264
1,4,9,-0.9917112407760426,8.277069756565806e-05,399.288366697264
1,5,0,1.9786947852209686,6.019540926564317e-05,399.288366697264
1,5,1,4.059965881204886,2.935443100396691e-05,399.288366697264
1,5,2,21.70709140740265,5.596843395406038e-06,399.288366697264
1,5,3,-13.806409201547678,9.217219807524538e-06,399.288366697264
1,5,4,9.517591429984982,1.3463531555335499e-05,399.288366697264
1,5,5,-6.704247149178193,1.9315581463052224e-05,399.288366697264
1,5,6,4.672462508518036,2.7585262200079453e-05,399.288366697264
1,5,7,-3.186132458502866,4.066610123679069e-05,399.288366697264
1,5,8,2.235456779965379,5.7763684278749226e-05,399.288366697264
1,5,9,-1.4563695002717567,8.277069756565806e-05,399.288366697264
1,6,0,-0.9699744980607696,6.019540926564317e-05,399.288366697264
1,6,1,-1.9882822834790936,2.935443100396691e-05,399.288366697264
