mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
8,3,5,0.9989122895222895,0.9989122895222895,0.00022801296769276594,0.005048389564401355,1.0,6.098637220230962e-20,19.009674254544255
16,3,13,0.9965097591594511,0.9965097591594511,0.0003193038935602004,0.009500246784209604,1.0,1.7194768829262297e-19,27.972337796382728
24,3,21,0.9937815903324553,0.9937815903324553,0.00029895904764532487,0.012778522464373375,1.0,2.405573570202213e-19,50.11186062637283
32,3,29,0.9891406512397009,0.9891406512397009,0.0007163188091701042,0.02929553729359878,1.0,7.487771253728015e-19,76.02009673220698
