reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.75,22.157723715022488,6.951126965931346,0.9609862156768902,0.03901378432310976,5.683209382748906e-07,1378696.7886391187,1.0001180343867495,0.24195640052212788,22.17212434728749,1.0006499147859325,6.799814116288663,7.806696071232427,True,,7.802571100223313
2,0.75,22.17212434728749,6.799814116288663,0.9633200419206833,0.03667995807931668,5.800795414922801e-07,1378858.1294766667,1.0001170224624625,0.24155822555892703,22.20336785691528,1.0014091346926624,6.61492748805861,7.810833722093284,True,,7.806696071232427
3,0.75,22.20336785691528,6.61492748805861,0.9665031095383383,0.03349689046166171,5.911149142458356e-07,1379014.638034458,1.000113504651505,0.24110110073756258,22.25263391769646,1.0022188553150435,6.396119712480133,7.814968951726602,True,,7.810833722093284
4,0.75,22.25263391769646,6.396119712480133,0.9705790598248385,0.029420940175161503,6.025865114605525e-07,1379171.2869633422,1.0001135980318767,0.24058688773498874,22.32114823269191,1.0030789305773355,6.312562492680605,7.8190992905739165,True,,7.814968951726602
