reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,0.75,320,0.008686729287069947,5.683209382748906e-07,5.683209382748906e-07,253314.60191241407
1,0.75,640,0.008483488618789975,3.0949308183951936e-09,3.0949308183951936e-09,571196.8842722477
1,0.75,1280,0.008574204574926834,6.555002649901288e-09,6.555002649901288e-09,1378696.7886391187
1,0.5,320,0.008800957152765312,2.5116831828913033e-07,2.5116831828913033e-07,253307.39205411033
1,0.5,640,0.008595796502901409,3.0212182614889017e-09,3.0212182614889017e-09,571177.7634579958
1,0.5,1280,0.008684865173623303,6.405857157730943e-09,6.405857157730943e-09,1378642.276705379
2,0.75,320,0.008368100420973846,5.800795414922801e-07,5.800795414922801e-07,253327.14534646363
2,0.75,640,0.008170770144891967,3.2409430121265438e-09,3.2409430121265438e-09,571248.9253045903
2,0.75,1280,0.00826618630641637,6.866881597077189e-09,6.866881597077189e-09,1378858.1294766667
2,0.5,320,0.008470535529057958,2.5638994264766086e-07,2.5638994264766086e-07,253320.13352500042
2,0.5,640,0.008271183790630585,3.172518628720911e-09,3.172518628720911e-09,571229.2473992738
2,0.5,1280,0.008364975226842103,6.733279995851324e-09,6.733279995851324e-09,1378803.3116112673
3,0.75,320,0.008087795077800301,5.911149142458356e-07,5.911149142458356e-07,253334.45552081492
3,0.75,640,0.007896962349805381,3.360965482605972e-09,3.360965482605972e-09,571296.5085699614
3,0.75,1280,0.007996985585248126,7.164418677594806e-09,7.164418677594806e-09,1379014.638034458
3,0.5,320,0.00817673785861723,2.615036545658838e-07,2.615036545658838e-07,253332.34770364963
3,0.5,640,0.007983790938174539,3.3236469048730687e-09,3.3236469048730687e-09,571279.8432369363
3,0.5,1280,0.00808218484780009,9.637681747622103e-09,9.637681747622103e-09,1378963.370313264
4,0.75,320,0.007849844542667373,6.025865114605525e-07,6.025865114605525e-07,253345.42135607626
4,0.75,640,0.007666212363841449,3.5531578968274364e-09,3.5531578968274364e-09,571345.9311131286
4,0.75,1280,0.007770856461189476,7.503923443934245e-09,7.503923443934245e-09,1379171.2869633422
4,0.5,320,0.00792399425653496,2.667169868137862e-07,2.667169868137862e-07,253343.9991661792
4,0.5,640,0.0077380459320192324,3.486669064457464e-09,3.486669064457464e-09,571329.7429845481
4,0.5,1280,0.007841177444315473,7.3898835171210435e-09,7.3898835171210435e-09,1379119.2294836591
