cycle_index,start_iteration,end_iteration,state_count,complete_modal_cycle,start_pseudo_time,end_pseudo_time,start_kinematic_rms,minimum_kinematic_rms,final_kinematic_rms,start_root_thickness,final_root_thickness
0,4,7,4,True,0.0038608699225455,0.0067552600917163,0.0177754492322792,0.0173113607792521,0.0173113607792521,0.1508055589333313,0.1388574328285598
1,8,11,4,True,0.0077212860063176,0.0106154131250575,0.0173834281414449,0.0169399315748773,0.0169399315748773,0.1510176838375765,0.1390689499393313
2,12,15,4,True,0.011581353699566,0.0144752357532561,0.0170107101254007,0.0165931038162155,0.0165931038162155,0.1512294698347957,0.1392802130207486
3,16,19,4,True,0.0154410968871653,0.0183347366990673,0.0166642702078396,0.0162755310401388,0.0162755310401388,0.1514408692306887,0.1394911484400631
4,20,23,4,True,0.0193005194122535,0.0221939140331901,0.016348189980574,0.0159903645846293,0.0159903645846293,0.1516518565902323,0.1397017205806473
5,24,27,4,True,0.0231596174258314,0.0260527649704273,0.0160640544291395,0.0157387251626541,0.0157387251626541,0.1518624200818073,0.1399119195786006
6,28,31,4,True,0.0270183884146943,0.0299112875961019,0.0158127270050514,0.0155208613909647,0.0155208613909647,0.152072548432507,0.1401217343685443
7,32,35,4,True,0.0308768306542692,0.0337694796125451,0.0155946339511117,0.0153365163707825,0.0153365163707825,0.152282229566957,0.1403311506100458
8,36,39,4,True,0.0347349416705988,0.0376273382800211,0.0154094003381403,0.0151847145451988,0.0151847145451988,0.1524914532162432,0.1405401565056682
9,40,43,4,True,0.0385927186375214,0.0414848609514066,0.0152558335464215,0.0150637393844319,0.0150637393844319,0.1527002107229521,0.1407487428138764
10,44,47,4,True,0.0424501589609714,0.0453420451717465,0.0151321271277286,0.014971319567336,0.014971319567336,0.1529084939423568,0.1409569007154523
11,48,52,5,False,0.046307260229451,0.0501640200687398,0.015035993147144,0.0148386322061242,0.0148386322061242,0.1531162951814942,0.1371786347614037
12,53,56,4,True,0.0511298975699858,0.0540289660991881,0.0134256097706387,0.0134256097706387,0.0134490082737438,0.1493412146783706,0.1374032887118227
13,57,60,4,True,0.054996499925381,0.057892230128042,0.0143437534038983,0.0140329227786932,0.0140329227786932,0.1495507862573468,0.1376068942181059
14,61,64,4,True,0.0588587036162269,0.0617539572989187,0.0144447764877345,0.0141430200686762,0.0141430200686762,0.1497644368587654,0.137819596686339
15,65,68,4,True,0.0627202618033448,0.0656155697303748,0.0143715100540729,0.0141154106914868,0.0141154106914868,0.1499785099248061,0.1380334984534991
16,69,72,4,True,0.0665818811373252,0.0694770127483564,0.0143586501764816,0.0141212609043131,0.0141212609043131,0.1501922701571185,0.138246634140715
17,73,76,4,True,0.0704432658084893,0.0733381146945458,0.014382770044754,0.0141574941402039,0.0141574941402039,0.1504055974601106,0.1384591854775567
18,77,80,4,True,0.0743042770959278,0.077198867143641,0.0144066776103581,0.0141967888841435,0.0141967888841435,0.1506185663876974,0.1386714822195961
19,81,84,4,True,0.0781649460064625,0.0810592942508359,0.0144297772847886,0.0142354311157384,0.0142354311157384,0.1508311524961389,0.1388834833945693
20,85,88,4,True,0.0820252949593608,0.0849193945276807,0.0144573963925915,0.014276787366286,0.014276787366286,0.151043313161023,0.1390951002147036
21,89,92,4,True,0.0858853150582189,0.0887791593098175,0.0144884246603633,0.0143204520790568,0.0143204520790568,0.1512550373950347,0.139306322949332
22,93,96,4,True,0.0897449975644472,0.0926385851371079,0.0145203455404659,0.0143645875291806,0.0143645875291806,0.151466322272415,0.1395171583840302
23,97,100,4,True,0.0936043406278451,0.0964976705494318,0.0145522538683886,0.0144083763581035,0.0144083763581035,0.1516771582358712,0.1397275964407462
24,101,104,4,True,0.0974633429296339,0.1003564131899612,0.0145839441633607,0.0144516616171615,0.0144516616171615,0.1518875346880408,0.139937623360061
25,105,108,4,True,0.1013220017979746,0.1042148104145074,0.014615133844013,0.0144943053975441,0.0144943053975441,0.1520974436782702,0.1401472303626084
26,109,112,4,True,0.1051803145880063,0.1080728599494922,0.0146455903812865,0.0145361920857645,0.0145361920857645,0.1523068783458225,0.1403564104209054
27,113,116,4,True,0.1090382791399176,0.1119305597476742,0.0146752700547387,0.0145773336264221,0.0145773336264221,0.1525158317949796,0.1405651559203961
28,117,120,4,True,0.112895893442559,0.1157879078128897,0.0147042376939239,0.0146178236046448,0.0146178236046448,0.152724297515913,0.1407734594687058
29,121,124,4,True,0.1167531555041313,0.1196449022334311,0.0147325826088502,0.0146577669731532,0.0146577669731532,0.1529322696534748,0.1409813145019746
30,125,129,5,False,0.1206100634369183,0.1244666154871116,0.0147604007632366,0.0146554920695329,0.0146554920695329,0.1531397428222537,0.1372029491185344
31,130,133,4,True,0.1254324305971746,0.128331333956425,0.0132434213327191,0.0132434213327191,0.0133232017341661,0.1493656534896207,0.1374280663444222
32,134,137,4,True,0.1292988064107116,0.1321943629039029,0.0142522497117026,0.0139768201185298,0.0139768201185298,0.1495749071920352,0.1376313086656694
33,138,141,4,True,0.1331607717115121,0.1360558446935996,0.014408998058691,0.0141318766180323,0.0141318766180323,0.149788651955712,0.1378441247799309
34,142,145,4,True,0.1370220822974759,0.1399171993385648,0.0143747596445361,0.014134526085013,0.014134526085013,0.1500028175934213,0.1380581388056161
35,146,149,4,True,0.1408834407843553,0.1437783712501742,0.0143883763788608,0.0141597038108637,0.0141597038108637,0.1502166051975376,0.1382713164314842
36,150,153,4,True,0.1447445512157912,0.1476391900857507,0.0144284453840263,0.0142065019172784,0.0142065019172784,0.1504299269067829,0.1384838771636193
37,154,157,4,True,0.1486052766628156,0.1514996483562309,0.0144603372307201,0.0142498620023162,0.0142498620023162,0.150642869902018,0.138696163132272
38,158,161,4,True,0.1524656488389906,0.1553597704224793,0.0144856881726232,0.0142880207758464,0.0142880207758464,0.1508554076061433,0.1389081298683399
39,162,165,4,True,0.1563256902099158,0.1592195550414478,0.0145114954141265,0.0143258271780762,0.0143258271780762,0.151067497435364,0.1391196887635097
40,166,169,4,True,0.1601853921762088,0.1630789939786135,0.0145379853650895,0.0143640241740407,0.0143640241740407,0.1512791309867158,0.1393308330003467
41,170,173,4,True,0.1640447464759239,0.1669380842075507,0.0145637214005379,0.0144016418417941,0.0144016418417941,0.1514903073762698,0.1395415714235721
42,174,177,4,True,0.1679037516786262,0.1707968246291631,0.0145886022419351,0.0144384931084914,0.0144384931084914,0.1517010185088221,0.1397518953253191
43,178,181,4,True,0.1717624068105123,0.1746552132515861,0.0146129737975975,0.0144748332849831,0.0144748332849831,0.1519112552347947,0.1399617924839549
44,182,185,4,True,0.175620709565926,0.1785132477986055,0.0146369103455595,0.0145107707381915,0.0145107707381915,0.1521210111123066,0.1401712556769269
45,186,189,4,True,0.1794786576706962,0.1823709263606046,0.0146603908509395,0.0145463178822581,0.0145463178822581,0.1523302806529356,0.1403802792837631
46,190,193,4,True,0.1833362493270616,0.1862282472422134,0.0146834754114022,0.0145815333784408,0.0145815333784408,0.1525390582194363,0.1405888569720802
47,194,197,4,True,0.1871934828726617,0.1900852087888598,0.014706259202781,0.0146165069257867,0.0146165069257867,0.1527473384861668,0.1407969825614073
48,198,202,5,False,0.1910503566551346,0.1949068691161481,0.0147288197032868,0.0146061921862176,0.0146061921862176,0.1529551167100221,0.1370191177040015
49,203,206,4,True,0.1958726659713904,0.1987715185248503,0.013206703990617,0.013206703990617,0.0132727340762881,0.1491808336009631,0.1372443065813759
50,207,210,4,True,0.1997389668684435,0.2026344808469635,0.0142089064207776,0.0139198050745954,0.0139198050745954,0.1493907630872769,0.1374482983742849
51,211,214,4,True,0.2036008686763959,0.2064958964859499,0.0143615643992803,0.0140711517514781,0.0140711517514781,0.1496048906128635,0.1376614708681373
52,215,218,4,True,0.2074621123814967,0.2103571798756754,0.0143235248024809,0.0140705763742159,0.0140705763742159,0.1498194147434773,0.1378757970627891
