phase_index,sample_count,first_kinematic_rms,last_kinematic_rms,exponential_rate_per_pseudo_time,log_linear_r_squared,relative_change_over_window
0,40,0.0134256097706387,0.014333466960053,0.013367708547167987,0.0006697890164174547,0.0021437145057867646
1,40,0.0134314240290092,0.0142573287226799,0.015429181148274239,0.0009556259245998566,0.0024746904142816106
2,40,0.0134549410165582,0.0141927696487771,0.0176949775836135,0.0013308871407311518,0.002838592339140744
3,40,0.0134490082737438,0.0140927005734505,0.019975871613524016,0.001759451761262576,0.0032050462933834734
