iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.17922893545591104,0.08149353025821474,0.1951308361565452,0.1923656667307429,0.002765169425802294,581.0850536403161,21.586615316732914,13.17801789396473,21.44801866547568,0.9935795098386823,13.134036844468882
