level_mid,case,component,region,mode,real_mid,imag_mid,level_fine,real_fine,imag_fine,change_real,change_imag,change_abs
mid,fn226,normal,keel,5,7.10933209211003,7.193638000443472,fine,7.110940592302525,7.196683353741181,0.0016085001924945885,0.0030453532977094966,0.003444045524833438
mid,fn226,normal,interior,3,105.46160501982463,95.70647221890808,fine,105.44709879132465,95.7291075138277,-0.014506228499982399,0.022635294919624016,0.026884702739514498
mid,fn226,normal,interior,5,50.9806564535488,51.393514304724626,fine,50.98910828746828,51.41262338329937,0.008451833919480123,0.01910907857474342,0.02089474528627216
mid,fn226,tangent,waterline,3,-155.4189447647927,-136.57998826993796,fine,-164.49508819172073,-144.89984926309776,-9.076143426928013,-8.319860993159807,12.312451683221772
mid,fn226,tangent,waterline,5,-73.60376970414005,-71.3329390329582,fine,-78.02592160509656,-75.78811088982572,-4.422151900956507,-4.455171856867523,6.277259251405638
mid,fn226,tangent,keel,3,1.0336250235233184,0.9416637554451389,fine,1.1350964515295068,1.0322693199116038,0.10147142800618836,0.09060556446646484,0.13603609452605503
mid,fn226,tangent,keel,5,0.5022399259038939,0.510457054534631,fine,0.5509339625046812,0.5584579594631237,0.048694036600787305,0.04800090492849274,0.06837540547911224
mid,fn226,tangent,interior,3,-81.1862447281832,-72.95062642245652,fine,-83.11972021024599,-74.96142302314601,-1.9334754820627893,-2.0107966006894884,2.789557385873669
mid,fn226,tangent,interior,5,-38.945016619462294,-38.664642891778335,fine,-39.9673552757326,-39.84739899475065,-1.022338656270307,-1.1827561029723128,1.563358029122833
mid,fn282,normal,waterline,3,45.1260263750667,26.262151375877284,fine,45.12267322858808,26.26730792438163,-0.0033531464786236143,0.005156548504345437,0.006150901054705165
mid,fn282,normal,waterline,5,15.615797488072786,10.810130004796457,fine,15.618365644150945,10.81319918313567,0.0025681560781585233,0.003069178339211831,0.004001909709085109
mid,fn282,normal,keel,3,21.36692998148884,12.54348724315359,fine,21.367231848529453,12.546838577221148,0.00030186704061208047,0.003351334067557943,0.003364901743377117
mid,fn282,normal,keel,5,7.443448748065666,5.197297270943911,fine,7.445211355000655,5.199098725402912,0.001762606934988753,0.0018014544590014836,0.0025203216808825763
mid,fn282,normal,interior,3,153.4594172586969,89.71845187448243,fine,153.45141700211119,89.73757387311473,-0.008000256585717125,0.019121998632300574,0.020728119478887013
mid,fn282,normal,interior,5,53.291000423358774,37.058685684313,fine,53.30065304217211,37.06977935046125,0.009652618813333902,0.011093666148255465,0.014705185431149001
mid,fn282,tangent,waterline,3,-226.63142205366574,-127.00153726087503,fine,-240.06434747952153,-134.88592652109318,-13.432925425855785,-7.884389260218157,15.575849238588766
mid,fn282,tangent,waterline,5,-76.10568738955098,-50.39150727678037,fine,-80.79234712728532,-53.61732935515482,-4.686659737734345,-3.2258220783744562,5.689526129532077
mid,fn282,tangent,keel,3,1.4905214526876651,0.8799456647318461,fine,1.6374767834566202,0.96404809696074,0.14695533076895506,0.08410243222889391,0.169319486026354
mid,fn282,tangent,keel,5,0.5226308985252724,0.36884291896392274,fine,0.5729273498336096,0.402861111461295,0.05029645130833715,0.03401819249737226,0.06072042848169143
mid,fn282,tangent,interior,3,-118.91454567510839,-68.40718783035139,fine,-121.77876983620548,-70.37433662474487,-2.8642241610970984,-1.9671487943934807,3.4746876729133658
mid,fn282,tangent,interior,5,-40.73328160194192,-27.69596738321645,fine,-41.86550759010865,-28.610954748489636,-1.1322259881667307,-0.9149873652731877,1.455725786983833
