level_mid,case,component,region,mode,real_mid,imag_mid,level_fine,real_fine,imag_fine,change_real,change_imag,change_abs
mid,fn167,normal,waterline,3,16.588100957885505,26.017534455055088,fine,16.58377520521859,26.020220914646714,-0.00432575266691515,0.002686459591625834,0.005092072394689806
mid,fn167,normal,waterline,5,10.703178369223348,18.468653028768315,fine,10.702459295703003,18.472856083552443,-0.0007190735203455034,0.004203054784127858,0.004264121978325919
mid,fn167,normal,keel,3,7.824205971438548,12.376361621023845,fine,7.822942447038298,12.378670066984572,-0.0012635244002501267,0.0023084459607272123,0.002631618639473665
mid,fn167,normal,keel,5,5.062495568856342,8.81890981457527,fine,5.062606370617471,8.821590503267162,0.00011080176112887585,0.002680688691892641,0.0026829776169603687
mid,fn167,normal,interior,3,56.297141939695884,88.69314009856747,fine,56.28393399449751,88.70420814761921,-0.013207945198374205,0.011068049051743856,0.017232281513922185
mid,fn167,normal,interior,5,36.37787312051582,63.08545559914133,fine,36.376230486239024,63.10104961979355,-0.0016426342767985602,0.015594020652216045,0.015680297429227996
mid,fn167,tangent,waterline,3,-81.66480375102448,-125.68439633735228,fine,-86.20416535661418,-133.06258232372824,-4.539361605589704,-7.378185986375954,8.662761236225805
mid,fn167,tangent,waterline,5,-52.234542877551604,-87.66240853784207,fine,-55.19646922074371,-92.91822853531905,-2.961926343192104,-5.255819997476976,6.032963741675747
mid,fn167,tangent,keel,3,0.5729856941143892,0.8905010340936963,fine,0.6281260077131628,0.9755368109649682,0.055140313598773694,0.08503577687127195,0.10134859412873894
mid,fn167,tangent,keel,5,0.37058538173040967,0.6369969352467894,fine,0.40606966629722835,0.6968870937956646,0.03548428456681868,0.05989015854887525,0.06961296964092525
mid,fn167,tangent,interior,3,-42.07278210676996,-66.57805743870576,fine,-43.07253722132334,-68.36571529198446,-0.9997551145533805,-1.7876578532787022,2.0482262788726886
mid,fn167,tangent,interior,5,-27.12706252007255,-46.96031467704666,fine,-27.805828003061166,-48.323259332814715,-0.6787654829886165,-1.3629446557680538,1.5226098369521552
mid,fn226,normal,waterline,3,31.029624027682132,28.051030780992654,fine,31.02459918866112,28.057143768162554,-0.0050248390210114735,0.0061129871698994975,0.007913129553244747
mid,fn226,normal,waterline,5,14.965459448047199,15.02436774284515,fine,14.967658938740065,15.029709600109504,0.0021994906928668456,0.005341857264353322,0.005776954071198094
mid,fn226,normal,keel,3,14.676348498708657,13.365215159423013,fine,14.675344941882024,13.369147704363474,-0.001003556826633556,0.003932544940461469,0.004058575613812303
