reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,0.5,320,0.01026602651782115,2.3101382641616522e-07,2.3101382641616522e-07,253258.60152588214
1,0.5,640,0.010042088665826822,8.198032962488403e-10,8.198032962488403e-10,570981.3484772502
1,0.5,1280,0.010113023888157244,5.3573253417862304e-09,5.3573253417862304e-09,1378037.3089897966
1,0.25,320,0.01041561861488961,5.737773460226581e-08,5.737773460226581e-08,253253.56160907034
1,0.25,640,0.0101900626583373,2.4897702175307368e-09,2.4897702175307368e-09,570962.8885963572
1,0.25,1280,0.010259236854375128,5.25498920164908e-09,5.25498920164908e-09,1377981.8060685792
2,0.5,320,0.009974410595176675,2.3490962609826582e-07,2.3490962609826582e-07,253267.70187159345
2,0.5,640,0.009753719181259142,2.6195411671184066e-09,2.6195411671184066e-09,571018.2318022868
2,0.5,1280,0.009828088404232193,5.533549936626501e-09,5.533549936626501e-09,1378149.1033273777
2,0.25,320,0.010118984988477216,5.848173063433129e-08,5.848173063433129e-08,253266.5740950526
2,0.25,640,0.009896768360894061,2.583663397199398e-09,2.583663397199398e-09,571001.4880035918
2,0.25,1280,0.009969487492611336,2.2130189460122396e-09,2.2130189460122396e-09,1378093.851602761
3,0.5,320,0.009692991379164448,2.386957996285547e-07,2.386957996285547e-07,253276.8398969204
3,0.5,640,0.009475638644904071,2.7161295078824324e-09,2.7161295078824324e-09,571054.1797457554
3,0.5,1280,0.009553357919146525,5.731521071410474e-09,5.731521071410474e-09,1378260.0954912633
3,0.25,320,0.00983247332471711,5.9372408178424726e-08,5.9372408178424726e-08,253273.49722301314
3,0.25,640,0.009613531786213702,2.6610708058972188e-09,2.6610708058972188e-09,571036.1264247792
3,0.25,1280,0.009689561654747813,5.638317376606145e-09,5.638317376606145e-09,1378205.0455345507
4,0.5,320,0.009422477329860686,2.425406938810004e-07,2.425406938810004e-07,253287.78589614935
4,0.5,640,0.009208637928467314,2.8157466599199127e-09,2.8157466599199127e-09,571089.9874461626
4,0.5,1280,0.009289566178191239,5.925091680650904e-09,5.925091680650904e-09,1378372.1426774722
4,0.25,320,0.009556512751265164,6.026044456974085e-08,6.026044456974085e-08,253281.3263101127
4,0.25,640,0.00934079134271683,2.7396422912067737e-09,2.7396422912067737e-09,571073.5612131235
4,0.25,1280,0.009420250095850367,5.812489325378188e-09,5.812489325378188e-09,1378315.3880470241
