case,mode,omega,unit,identity_relative_residual,nodal_vs_piecewise_force_difference,eq32_like_vs_direct_difference,edge_only_vs_direct_difference,bulk_real,bulk_imag,chain_real,chain_imag,lower_edge_real,lower_edge_imag,upper_edge_real,upper_edge_imag,time_real,time_imag,direct_real,direct_imag,transformed_real,transformed_imag,residual_real,residual_imag,index_gradient_nodal_real,index_gradient_nodal_imag,eulerian_nodal_real,eulerian_nodal_imag,eq32_like_cut_real,eq32_like_cut_imag,eq32_like_with_edges_real,eq32_like_with_edges_imag
fn167,3,8.6966,N/m_wave_amplitude,5.941321056663894e-17,0.11862645048611735,1941.3290898305056,295.0051816873646,347.06418387766314,-225.82736509141256,-101.7906980153985,62.04906779766719,1587.4828050261126,803.1346976150109,0.00026061947307913936,3.4949709223893617e-06,-3051.4326888737355,545.5642927642634,-1218.6761373658856,1184.9206965805,-1218.6761373658853,1184.9206965804997,-2.2737367544323206e-13,2.2737367544323206e-13,-1116.7898830196164,1122.7511554493433,-1218.6164757045522,1184.8181650198862,-3051.641141345327,545.391237361626,-1464.1580756997414,1348.525938471608
fn167,5,8.6966,N_m/m_wave_amplitude,2.4799853406283404e-16,0.12988694971990208,773.3693150203529,204.7980400595286,-460.442091284536,-1047.1336997551184,71.62959138621625,-40.04877273202638,769.9291604376645,389.52032834328026,-0.00028492080005318535,-3.820857665027264e-06,105.06925305999155,691.6949280038958,486.1856286785361,-5.967219960827151,486.1856286785362,-5.967219960826469,-1.1368683772161603e-13,-6.821210263296962e-13,414.4809085062782,33.98345537822937,486.18917760296813,-6.097058417545167,-108.12135874280702,-500.8402361146859,661.8075167740574,-111.31991159226334
fn226,3,10.4354,N/m_wave_amplitude,1.2513235872250844e-16,0.31134545437945654,1986.7332337032535,373.0161605889168,365.7021488660796,-405.2348854976668,-115.97114355125262,128.24748270712857,1520.8512822511864,1177.6124198279008,0.0002718119475537808,-7.90403585180195e-05,-2779.213828659773,407.72400905240477,-1008.6312692818126,1308.3489470494087,-1008.6312692818119,1308.3489470494087,-6.821210263296962e-13,0.0,-892.3904166745486,1180.2725494256645,-1008.397934526498,1308.5550802197745,-2779.4451100544134,407.6118693018696,-1258.5935559912793,1585.2242100894118
fn226,5,10.4354,N_m/m_wave_amplitude,1.4821454576472193e-16,0.09153026309704543,927.3807849121007,191.281055744705,-376.73412662145495,-1028.9213957101806,61.13916842431358,-61.370824672748945,737.6128718918254,571.1420236165318,-0.00024156345794025544,7.024438216304863e-05,-74.45312822327519,451.4031113447319,347.5645439079511,-67.7470151772834,347.5645439079509,-67.74701517728374,1.7053025658242404e-13,3.410605131648481e-13,286.4038536115251,-6.394585646894108,347.6154518485891,-67.82308205997627,-254.10706611268336,-773.4568662629555,483.5055642156841,-202.31477240204154
fn282,3,12.10175,N/m_wave_amplitude,1.4965986055007024e-16,0.30974449751104133,1952.0270892748886,455.2319789936538,340.5456564354265,-583.2755904715065,-109.85367667739854,190.90609607907615,1455.9172221237272,1374.643439674372,0.00027028272330512353,-0.00013744023216944557,-2546.0092470482477,416.18958106038224,-859.3997748837685,1398.4633889020915,-859.3997748837692,1398.463388902092,6.821210263296962e-13,-4.547473508864641e-13,-749.2665231916601,1207.6961846772367,-859.1482014975056,1398.6440888884297,-2546.242292536233,416.1334657587065,-1090.3248001297825,1790.7767679928463
fn282,5,12.10175,N_m/m_wave_amplitude,1.3908217387741818e-16,0.07807893673102873,1009.0315651924186,168.92709324579,-339.18011057906637,-1006.5057171886792,44.08782498799616,-65.04705338535656,706.1198527300077,666.7020682420703,-0.00020524396658947114,0.00010436767128319118,-181.02707152529825,327.51740268385794,230.00029036967265,-77.33319528043666,230.0002903696726,-77.33319528043631,5.684341886080802e-14,-3.410605131648481e-13,185.8910759910376,-12.289089342517805,230.03531942638625,-77.402975546607,-378.7307609039152,-882.0637133857306,327.38888658212585,-215.36154077598906
