reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,0.75,320,0.00628135255830437,1.95723091132232e-13,1.95723091132232e-13,253391.83972646348
1,0.75,640,0.006163483748387966,4.860290170699692e-09,4.860290170699692e-09,571653.0476756126
1,0.75,1280,0.0062994172814353315,1.0359369387103348e-08,1.0359369387103348e-08,1380227.7244271885
2,0.75,320,0.0061030563376796645,-6.474781730603633e-13,6.474781730603633e-13,253395.84075056098
2,0.75,640,0.005993752606499524,5.071569268867941e-09,5.071569268867941e-09,571692.4616147537
2,0.75,1280,0.006132821962268163,1.083832525227659e-08,1.083832525227659e-08,1380369.7959942925
3,0.75,320,0.005936984579180719,-6.448712568914536e-13,6.448712568914536e-13,253399.2655139031
3,0.75,640,0.005835852556412227,5.300999440850973e-09,5.300999440850973e-09,571731.450081321
3,0.75,1280,0.005977586764354885,1.217729519262225e-08,1.217729519262225e-08,1380511.306705509
4,0.75,320,0.005783325823003064,-3.644506793072424e-13,3.644506793072424e-13,253402.12567003188
4,0.75,640,0.005690052004438392,5.526132399109625e-09,5.526132399109625e-09,571769.6566824685
4,0.75,1280,0.0058340861218225135,9.105419769223454e-09,9.105419769223454e-09,1380651.2337750169
