iteration,residual_mode,shape_mode,value,finite_difference_step,root_defect_derivative,jacobian_condition_number
1,0,0,-0.1926265829113983,0.00021054606394673908,0.4204853415456368,452.0433654282379
1,0,1,-0.2701039215140603,0.00014891398479799662,0.578904722777083,452.0433654282379
1,0,2,-0.2634981968366872,0.0001490203640624532,0.5327905015610189,452.0433654282379
1,0,3,-0.25345140791193427,0.00014919790844514395,0.45932591632610076,452.0433654282379
1,0,4,-0.24151073441370008,0.00014944698759271075,0.363880920117804,452.0433654282379
1,0,5,-0.22926890328601685,0.00014976812148904505,0.25217484221186187,452.0433654282379
1,0,6,-0.21838666561029718,0.00015016198295992076,0.13028233236961836,452.0433654282379
1,0,7,-0.21047057512348818,0.00015062940093086785,0.004184481186339723,452.0433654282379
1,0,8,-0.207041476631892,0.00015117136446721375,-0.12036988780776055,452.0433654282379
1,0,9,-0.20943970260484018,0.0001517890276324982,-0.23823345204448967,452.0433654282379
1,0,10,-0.2188203811823176,0.00015248371520923848,-0.3449001159353992,452.0433654282379
1,0,11,-0.23607462428456874,0.00015325692933444785,-0.436816773851122,452.0433654282379
1,0,12,-0.26185197197018956,0.00015411035711150142,-0.5113201384244208,452.0433654282379
1,0,13,-0.29650535135448314,0.00015504587927007052,-0.5668595888756423,452.0433654282379
1,0,14,-0.3401454894798765,0.00015606557995708075,-0.6028114892752426,452.0433654282379
1,0,15,-0.3926058059063777,0.00015717175775414792,-0.6196198994280073,452.0433654282379
1,0,16,-0.45352445373354194,0.00015836693803100775,-0.6184995467485537,452.0433654282379
1,0,17,-0.5223204340668182,0.0001596538867602739,-0.6015215593199026,452.0433654282379
1,0,18,-0.5982953373653473,0.000161035625936784,-0.5712331440884522,452.0433654282379
1,0,19,-0.6806104319981876,0.00016251545076516552,-0.530726576580144,452.0433654282379
1,0,20,-0.7683992231768207,0.0001640969488025059,-0.4832117331711872,452.0433654282379
1,0,21,-0.8607356333148375,0.0001657840212696341,-0.43210880175746635,452.0433654282379
1,0,22,-0.9567495132700958,0.00016758090677512004,-0.3806087668388286,452.0433654282379
1,0,23,-1.0555781227879706,0.00016949220773134095,-0.3318238291530716,452.0433654282379
1,0,24,-1.1564792044215797,0.00017152291978275448,-0.28836219683603354,452.0433654282379
1,0,25,-1.2587611041125342,0.00017367846461377337,-0.25255762288809125,452.0433654282379
1,0,26,-1.3618911281180635,0.00017596472655864354,-0.2260722018833964,452.0433654282379
1,0,27,-1.4654031024768155,0.000178388093499881,-0.2102118260607417,452.0433654282379
1,0,28,-1.5690015323330908,0.0001809555026168936,-0.20555813359177544,452.0433654282379
1,0,29,-1.6724479717887322,0.00018367449163454643,-0.21236485635874405,452.0433654282379
1,0,30,-1.7756617230527028,0.00018655325632519856,-0.23021581671398147,452.0433654282379
1,0,31,-1.8785871158441567,0.00018960071514027423,-0.25849160123334675,452.0433654282379
1,1,0,-0.028598357343606086,0.00021054606394673908,0.4204853415456368,452.0433654282379
1,1,1,-0.03872731963163999,0.00014891398479799662,0.578904722777083,452.0433654282379
1,1,2,-0.03365330284897738,0.0001490203640624532,0.5327905015610189,452.0433654282379
1,1,3,-0.025427315521607752,0.00014919790844514395,0.45932591632610076,452.0433654282379
1,1,4,-0.014399547675690566,0.00014944698759271075,0.363880920117804,452.0433654282379
1,1,5,-0.0009451171989167261,0.00014976812148904505,0.25217484221186187,452.0433654282379
1,1,6,0.014533834422638852,0.00015016198295992076,0.13028233236961836,452.0433654282379
1,1,7,0.03163544516982626,0.00015062940093086785,0.004184481186339723,452.0433654282379
1,1,8,0.04996611516299501,0.00015117136446721375,-0.12036988780776055,452.0433654282379
1,1,9,0.06916245739723348,0.0001517890276324982,-0.23823345204448967,452.0433654282379
1,1,10,0.08889422549744844,0.00015248371520923848,-0.3449001159353992,452.0433654282379
1,1,11,0.10888274571283423,0.00015325692933444785,-0.436816773851122,452.0433654282379
1,1,12,0.12889777531598054,0.00015411035711150142,-0.5113201384244208,452.0433654282379
1,1,13,0.14877042284126046,0.00015504587927007052,-0.5668595888756423,452.0433654282379
1,1,14,0.16838264632992336,0.00015606557995708075,-0.6028114892752426,452.0433654282379
1,1,15,0.1876751324243017,0.00015717175775414792,-0.6196198994280073,452.0433654282379
1,1,16,0.20663004808745497,0.00015836693803100775,-0.6184995467485537,452.0433654282379
1,1,17,0.22527558684373855,0.0001596538867602739,-0.6015215593199026,452.0433654282379
1,1,18,0.24366371194815067,0.000161035625936784,-0.5712331440884522,452.0433654282379
1,1,19,0.2618737144730851,0.00016251545076516552,-0.530726576580144,452.0433654282379
1,1,20,0.27998717332035794,0.0001640969488025059,-0.4832117331711872,452.0433654282379
1,1,21,0.2980930217454912,0.0001657840212696341,-0.43210880175746635,452.0433654282379
1,1,22,0.3162618752447673,0.00016758090677512004,-0.3806087668388286,452.0433654282379
1,1,23,0.334554669039118,0.00016949220773134095,-0.3318238291530716,452.0433654282379
1,1,24,0.3529979157855016,0.00017152291978275448,-0.28836219683603354,452.0433654282379
1,1,25,0.37159722511489623,0.00017367846461377337,-0.25255762288809125,452.0433654282379
1,1,26,0.39031426493794125,0.00017596472655864354,-0.2260722018833964,452.0433654282379
1,1,27,0.4090855192197256,0.000178388093499881,-0.2102118260607417,452.0433654282379
1,1,28,0.42780100469880433,0.0001809555026168936,-0.20555813359177544,452.0433654282379
1,1,29,0.446327919203394,0.00018367449163454643,-0.21236485635874405,452.0433654282379
1,1,30,0.46449086989882243,0.00018655325632519856,-0.23021581671398147,452.0433654282379
1,1,31,0.48209984754902774,0.00018960071514027423,-0.25849160123334675,452.0433654282379
1,2,0,-0.1387932948387767,0.00021054606394673908,0.4204853415456368,452.0433654282379
1,2,1,-0.19668101687817902,0.00014891398479799662,0.578904722777083,452.0433654282379
1,2,2,-0.19808031629084094,0.0001490203640624532,0.5327905015610189,452.0433654282379
1,2,3,-0.20100295858420864,0.00014919790844514395,0.45932591632610076,452.0433654282379
1,2,4,-0.20647166782018408,0.00014944698759271075,0.363880920117804,452.0433654282379
1,2,5,-0.21550504554911407,0.00014976812148904505,0.25217484221186187,452.0433654282379
1,2,6,-0.22913452808601065,0.00015016198295992076,0.13028233236961836,452.0433654282379
1,2,7,-0.24832453053251838,0.00015062940093086785,0.004184481186339723,452.0433654282379
1,2,8,-0.2739492277948475,0.00015117136446721375,-0.12036988780776055,452.0433654282379
1,2,9,-0.3067322732497906,0.0001517890276324982,-0.23823345204448967,452.0433654282379
1,2,10,-0.34724564819831827,0.00015248371520923848,-0.3449001159353992,452.0433654282379
1,2,11,-0.39586012794604397,0.00015325692933444785,-0.436816773851122,452.0433654282379
1,2,12,-0.4527630599731847,0.00015411035711150142,-0.5113201384244208,452.0433654282379
