iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.055499841429641775,0.1094244570975374,0.06231907205621546,0.0586426005468372,0.0036764715093782693,452.0433654282379,22.181012774714205,15.926505274208457,22.17109344205776,0.9995528007328974,15.963409818328081
