step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,feasibility_repair,accepted,rejection_reason
1.0,0.8059239400051774,0.19407605999482258,0.8060300073848669,1.000546823651738,0.8733501811235455,0.0009293625110290433,110964.20682876166,0.9999020552387674,0.006384442901391752,13.964169760972695,0.9994183645344188,14.01562291106691,2.5157891173508147,False,True,
0.5,0.8551388599677903,0.14486114003220973,0.8551504544325421,1.000080044881787,0.9050242269006917,0.0009467748706240482,110969.6431562245,0.9999510421612932,0.003192406280813307,13.968227951551938,0.9997088100289309,14.017643075792476,2.5162280858704476,False,True,
0.25,0.915615832524507,0.08438416747549304,0.9156090899012982,0.9999201024944407,0.9446021175098982,0.0009554682125006948,110972.36011009412,0.9999755247204521,0.0015963863457416885,13.970261083412142,0.999854321674334,14.018653283450607,2.5164295152975176,False,True,
0.125,0.9548198304007753,0.04518016959922466,0.9548130106219059,0.9998490764938478,0.970324223620913,0.0009598116769458984,110973.71828408101,0.9999877632701583,0.0007983764376482649,13.971278658599571,0.9999271497297801,14.019158418581119,2.516525715438898,False,True,
