iteration,shape_dipole_coefficient,relative_change
0,4.0,3.6228942130308948
1,18.49157685212358,0.20776441868115253
2,22.33346856730289,0.03919799969396265
3,23.208895861369154,0.008331896034991064
4,23.402269968773016,0.0018130031429700686
5,23.444698357779036,0.00039649003225705704
6,23.45399394698717,8.680422971727655e-05
