station,exponent,count,potential,y,computed_q,exact_q
12,1.0,48,linear_z,-1.2499166666666666,-1.0035773302142823,-1.0
12,1.0,48,linear_z,-1.20575,-0.9747481713994437,-1.0
12,1.0,48,linear_z,-1.1615833333333332,-0.9815009170238613,-1.0
12,1.0,48,linear_z,-1.1174166666666667,-0.9838532936703265,-1.0
12,1.0,48,linear_z,-1.0732499999999998,-0.985392576447199,-1.0
12,1.0,48,linear_z,-1.0290833333333333,-0.986469431778551,-1.0
12,1.0,48,linear_z,-0.9849166666666668,-0.9872762794598661,-1.0
12,1.0,48,linear_z,-0.9407500000000001,-0.987905122203568,-1.0
12,1.0,48,linear_z,-0.8965833333333334,-0.9884079327581721,-1.0
12,1.0,48,linear_z,-0.8524166666666667,-0.9888163157044525,-1.0
12,1.0,48,linear_z,-0.80825,-0.9891504766112048,-1.0
12,1.0,48,linear_z,-0.7640833333333333,-0.9894236267256272,-1.0
12,1.0,48,linear_z,-0.7199166666666666,-0.989644279754377,-1.0
12,1.0,48,linear_z,-0.6757500000000001,-0.9898174319435683,-1.0
12,1.0,48,linear_z,-0.6315833333333334,-0.9899450395151803,-1.0
12,1.0,48,linear_z,-0.5874166666666667,-0.9900259137906438,-1.0
12,1.0,48,linear_z,-0.54325,-0.9900549236770018,-1.0
12,1.0,48,linear_z,-0.4990833333333333,-0.9900210643761893,-1.0
12,1.0,48,linear_z,-0.4549166666666667,-0.9899032367923625,-1.0
12,1.0,48,linear_z,-0.41075000000000006,-0.9896604833758684,-1.0
12,1.0,48,linear_z,-0.36658333333333337,-0.9892090021398673,-1.0
12,1.0,48,linear_z,-0.3224166666666667,-0.988317815100669,-1.0
12,1.0,48,linear_z,-0.27825,-0.9867744735819524,-1.0
12,1.0,48,linear_z,-0.2340833333333333,-0.9742661241147549,-1.0
12,1.0,48,linear_z,0.2340833333333333,-0.9742661241147714,-1.0
12,1.0,48,linear_z,0.27825,-0.9867744735819445,-1.0
12,1.0,48,linear_z,0.3224166666666667,-0.988317815100675,-1.0
12,1.0,48,linear_z,0.36658333333333337,-0.9892090021398473,-1.0
12,1.0,48,linear_z,0.41074999999999995,-0.989660483375886,-1.0
12,1.0,48,linear_z,0.45491666666666664,-0.9899032367923529,-1.0
12,1.0,48,linear_z,0.4990833333333333,-0.9900210643761931,-1.0
12,1.0,48,linear_z,0.54325,-0.9900549236769922,-1.0
12,1.0,48,linear_z,0.5874166666666667,-0.9900259137906443,-1.0
12,1.0,48,linear_z,0.6315833333333334,-0.9899450395151567,-1.0
