station,x,exponent,count,potential,field,normalized_rms,passed,solve_residual
12,0.2557645563861015,1.0,48,linear_z,body_phi,0.0008501600921110898,True,3.281903992988983e-16
12,0.2557645563861015,1.0,48,linear_z,free_q,0.013472115339475113,True,3.281903992988983e-16
12,0.2557645563861015,1.0,48,quadratic,body_phi,0.0028968616052118114,True,3.1034579220833704e-16
12,0.2557645563861015,1.0,48,quadratic,free_q,0.3547792612148355,False,3.1034579220833704e-16
12,0.2557645563861015,1.0,72,linear_z,body_phi,0.0008472175213236993,True,3.4783294896238244e-16
12,0.2557645563861015,1.0,72,linear_z,free_q,0.013490149060465592,True,3.4783294896238244e-16
12,0.2557645563861015,1.0,72,quadratic,body_phi,0.005709856722737663,True,3.3489411562147044e-16
12,0.2557645563861015,1.0,72,quadratic,free_q,1.2173381486342534,False,3.3489411562147044e-16
12,0.2557645563861015,1.0,96,linear_z,body_phi,0.0008537537608503533,True,3.5812588774714146e-16
12,0.2557645563861015,1.0,96,linear_z,free_q,0.01477235330403622,True,3.5812588774714146e-16
12,0.2557645563861015,1.0,96,quadratic,body_phi,0.008000866331741411,True,3.627489557783719e-16
12,0.2557645563861015,1.0,96,quadratic,free_q,2.1507674921468207,False,3.627489557783719e-16
12,0.2557645563861015,1.5,48,linear_z,body_phi,0.0008218387934300492,True,2.9898824411534966e-16
12,0.2557645563861015,1.5,48,linear_z,free_q,0.013546574590640967,True,2.9898824411534966e-16
12,0.2557645563861015,1.5,48,quadratic,body_phi,0.0016772405529036443,True,3.315011683168795e-16
12,0.2557645563861015,1.5,48,quadratic,free_q,0.03837318997566245,False,3.315011683168795e-16
12,0.2557645563861015,1.5,72,linear_z,body_phi,0.0008124912916906708,True,3.1381855299619105e-16
12,0.2557645563861015,1.5,72,linear_z,free_q,0.013856100085643717,True,3.1381855299619105e-16
12,0.2557645563861015,1.5,72,quadratic,body_phi,0.0028119931918045974,True,3.4664117815916737e-16
12,0.2557645563861015,1.5,72,quadratic,free_q,0.3653697983921796,False,3.4664117815916737e-16
12,0.2557645563861015,1.5,96,linear_z,body_phi,0.0008182468955244171,True,3.444058079848036e-16
12,0.2557645563861015,1.5,96,linear_z,free_q,0.013864574892190965,True,3.444058079848036e-16
12,0.2557645563861015,1.5,96,quadratic,body_phi,0.004663323413558649,True,3.1552406786414717e-16
12,0.2557645563861015,1.5,96,quadratic,free_q,0.9187124636714087,False,3.1552406786414717e-16
42,0.8951311907918157,1.0,48,linear_z,body_phi,0.0008501600921110898,True,3.281903992988983e-16
42,0.8951311907918157,1.0,48,linear_z,free_q,0.013472115339475113,True,3.281903992988983e-16
42,0.8951311907918157,1.0,48,quadratic,body_phi,0.0028968616052118114,True,3.1034579220833704e-16
42,0.8951311907918157,1.0,48,quadratic,free_q,0.3547792612148355,False,3.1034579220833704e-16
