station,x,exponent,count,potential,field,normalized_rms,passed,solve_residual
12,0.2557645563861015,1.0,48,linear_z,body_phi,3.406457094268411e-05,True,3.1792854386380693e-16
12,0.2557645563861015,1.0,48,linear_z,free_q,0.0005347653480343064,True,3.1792854386380693e-16
12,0.2557645563861015,1.0,48,quadratic,body_phi,4.26708283160855e-05,True,3.111696842707099e-16
12,0.2557645563861015,1.0,48,quadratic,free_q,0.0007697267213591715,True,3.111696842707099e-16
12,0.2557645563861015,1.0,72,linear_z,body_phi,3.367518100868612e-05,True,3.412379768646377e-16
12,0.2557645563861015,1.0,72,linear_z,free_q,0.0005448880101004312,True,3.412379768646377e-16
12,0.2557645563861015,1.0,72,quadratic,body_phi,8.410470098326142e-06,True,3.531922508059876e-16
12,0.2557645563861015,1.0,72,quadratic,free_q,0.0010077080006764057,True,3.531922508059876e-16
12,0.2557645563861015,1.0,96,linear_z,body_phi,3.348424641334589e-05,True,3.576451532155851e-16
12,0.2557645563861015,1.0,96,linear_z,free_q,0.0005514220953243237,True,3.576451532155851e-16
12,0.2557645563861015,1.0,96,quadratic,body_phi,3.8076651037767306e-06,True,3.311551319633119e-16
12,0.2557645563861015,1.0,96,quadratic,free_q,0.001243349778842051,True,3.311551319633119e-16
12,0.2557645563861015,1.5,48,linear_z,body_phi,3.2912914989744046e-05,True,3.161716943996874e-16
12,0.2557645563861015,1.5,48,linear_z,free_q,0.0005379817217236001,True,3.161716943996874e-16
12,0.2557645563861015,1.5,48,quadratic,body_phi,6.515601833796686e-05,True,2.617371558587479e-16
12,0.2557645563861015,1.5,48,quadratic,free_q,0.000937284761017606,True,2.617371558587479e-16
12,0.2557645563861015,1.5,72,linear_z,body_phi,3.287103903925037e-05,True,3.178307276727051e-16
12,0.2557645563861015,1.5,72,linear_z,free_q,0.000550021320720639,True,3.178307276727051e-16
12,0.2557645563861015,1.5,72,quadratic,body_phi,1.8919823025701e-05,True,3.4480326757249667e-16
12,0.2557645563861015,1.5,72,quadratic,free_q,0.0008587514267686305,True,3.4480326757249667e-16
12,0.2557645563861015,1.5,96,linear_z,body_phi,3.286541102581128e-05,True,3.7561444062655873e-16
12,0.2557645563861015,1.5,96,linear_z,free_q,0.0005577771531367204,True,3.7561444062655873e-16
12,0.2557645563861015,1.5,96,quadratic,body_phi,2.9035801576199052e-06,True,3.5452062944143607e-16
12,0.2557645563861015,1.5,96,quadratic,free_q,0.0010122070984779467,True,3.5452062944143607e-16
42,0.8951311907918157,1.0,48,linear_z,body_phi,3.406457094268411e-05,True,3.1792854386380693e-16
42,0.8951311907918157,1.0,48,linear_z,free_q,0.0005347653480343064,True,3.1792854386380693e-16
42,0.8951311907918157,1.0,48,quadratic,body_phi,4.26708283160855e-05,True,3.111696842707099e-16
42,0.8951311907918157,1.0,48,quadratic,free_q,0.0007697267213591715,True,3.111696842707099e-16
42,0.8951311907918157,1.0,72,linear_z,body_phi,3.367518100868612e-05,True,3.412379768646377e-16
42,0.8951311907918157,1.0,72,linear_z,free_q,0.0005448880101004312,True,3.412379768646377e-16
42,0.8951311907918157,1.0,72,quadratic,body_phi,8.410470098326142e-06,True,3.531922508059876e-16
42,0.8951311907918157,1.0,72,quadratic,free_q,0.0010077080006764057,True,3.531922508059876e-16
42,0.8951311907918157,1.0,96,linear_z,body_phi,3.348424641334589e-05,True,3.576451532155851e-16
42,0.8951311907918157,1.0,96,linear_z,free_q,0.0005514220953243237,True,3.576451532155851e-16
42,0.8951311907918157,1.0,96,quadratic,body_phi,3.8076651037767306e-06,True,3.311551319633119e-16
42,0.8951311907918157,1.0,96,quadratic,free_q,0.001243349778842051,True,3.311551319633119e-16
42,0.8951311907918157,1.5,48,linear_z,body_phi,3.2912914989744046e-05,True,3.161716943996874e-16
42,0.8951311907918157,1.5,48,linear_z,free_q,0.0005379817217236001,True,3.161716943996874e-16
42,0.8951311907918157,1.5,48,quadratic,body_phi,6.515601833796686e-05,True,2.617371558587479e-16
42,0.8951311907918157,1.5,48,quadratic,free_q,0.000937284761017606,True,2.617371558587479e-16
42,0.8951311907918157,1.5,72,linear_z,body_phi,3.287103903925037e-05,True,3.178307276727051e-16
42,0.8951311907918157,1.5,72,linear_z,free_q,0.000550021320720639,True,3.178307276727051e-16
42,0.8951311907918157,1.5,72,quadratic,body_phi,1.8919823025701e-05,True,3.4480326757249667e-16
42,0.8951311907918157,1.5,72,quadratic,free_q,0.0008587514267686305,True,3.4480326757249667e-16
42,0.8951311907918157,1.5,96,linear_z,body_phi,3.286541102581128e-05,True,3.7561444062655873e-16
42,0.8951311907918157,1.5,96,linear_z,free_q,0.0005577771531367204,True,3.7561444062655873e-16
42,0.8951311907918157,1.5,96,quadratic,body_phi,2.9035801576199052e-06,True,3.5452062944143607e-16
42,0.8951311907918157,1.5,96,quadratic,free_q,0.0010122070984779467,True,3.5452062944143607e-16
80,1.7049955943723871,1.0,48,linear_z,body_phi,6.38653172181955e-06,True,3.425608595875925e-16
80,1.7049955943723871,1.0,48,linear_z,free_q,0.00047708158099967884,True,3.425608595875925e-16
80,1.7049955943723871,1.0,48,quadratic,body_phi,3.2014939696304496e-05,True,3.0486879783852164e-16
80,1.7049955943723871,1.0,48,quadratic,free_q,0.0007257666180569613,True,3.0486879783852164e-16
80,1.7049955943723871,1.0,72,linear_z,body_phi,5.934609337203406e-06,True,3.4928893919648215e-16
80,1.7049955943723871,1.0,72,linear_z,free_q,0.00048484782101684647,True,3.4928893919648215e-16
80,1.7049955943723871,1.0,72,quadratic,body_phi,1.1334990286452318e-05,True,3.409640064790026e-16
80,1.7049955943723871,1.0,72,quadratic,free_q,0.0007920010133527903,True,3.409640064790026e-16
80,1.7049955943723871,1.0,96,linear_z,body_phi,5.686951281046411e-06,True,3.6704834818554583e-16
80,1.7049955943723871,1.0,96,linear_z,free_q,0.0004897672563404476,True,3.6704834818554583e-16
80,1.7049955943723871,1.0,96,quadratic,body_phi,4.702522841915145e-06,True,3.2399284371394447e-16
80,1.7049955943723871,1.0,96,quadratic,free_q,0.0010091127446832154,True,3.2399284371394447e-16
80,1.7049955943723871,1.5,48,linear_z,body_phi,5.1821308319643915e-06,True,3.368690130209114e-16
80,1.7049955943723871,1.5,48,linear_z,free_q,0.00047016701149951544,True,3.368690130209114e-16
80,1.7049955943723871,1.5,48,quadratic,body_phi,1.9651022206899767e-05,True,3.404931278691127e-16
80,1.7049955943723871,1.5,48,quadratic,free_q,0.00110946379230839,True,3.404931278691127e-16
80,1.7049955943723871,1.5,72,linear_z,body_phi,5.027367950809485e-06,True,3.401340378337118e-16
80,1.7049955943723871,1.5,72,linear_z,free_q,0.00047924362926597675,True,3.401340378337118e-16
80,1.7049955943723871,1.5,72,quadratic,body_phi,6.938574312811807e-06,True,3.772849510616688e-16
80,1.7049955943723871,1.5,72,quadratic,free_q,0.0007165542977347697,True,3.772849510616688e-16
80,1.7049955943723871,1.5,96,linear_z,body_phi,4.964437385745452e-06,True,3.539875603840483e-16
80,1.7049955943723871,1.5,96,linear_z,free_q,0.00048497553147849366,True,3.539875603840483e-16
80,1.7049955943723871,1.5,96,quadratic,body_phi,2.694772247981958e-06,True,3.74801311746546e-16
80,1.7049955943723871,1.5,96,quadratic,free_q,0.0008229449112873227,True,3.74801311746546e-16
