benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_time_direction_sign,free_surface_dynamic_gravity_sign,free_surface_potential_elevation_level,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,-0.2,199.44042760818326,47835.78656182276,-997.2021380409162,199.64042760818324,998.2021380409162,0.3,0.0,0.06,3327.3404601363877,48.23047432509968,3279.109985811288,relative,FAIL,339.3863870390126,421.1082233518111,0.09394158793864212,0.0,77271.3971144187,27.78626630940252,125.44091385417097,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,0.13,6.2073666527815625,2691.8250603537153,47.748974252165866,6.077366652781563,46.748974252165866,0.3,0.0,0.039,155.8299141738862,155.8299141738862,0.0,relative,FAIL,5.437113242338589,3.285316242793356,0.389606448267731,180.0,78725.27956143334,16.967697911132014,1.5087701398728288,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,0.13,6.2073666527815625,2691.8250603537153,47.748974252165866,6.077366652781563,46.748974252165866,0.3,0.0,0.039,155.8299141738862,155.8299141738862,0.0,relative,FAIL,5.437113242338589,3.285316242793356,0.389606448267731,180.0,78725.27956143334,16.967697911132014,1.5087701398728288,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,0.13,243.76093146945885,105706.94801323254,1875.0840882266066,243.63093146945886,1874.0840882266066,0.3,0.0,0.039,6246.946960755356,155.8299141738862,6091.117046581469,relative,FAIL,565.6439783983546,601.2790301200755,0.09394158793864209,0.0,76793.69803487846,16.550038457845897,210.0334374788612,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,0.13,6.339755055767603,2749.235302215027,48.76734658282771,6.209755055767603,47.76734658282771,0.3,0.0,0.039,159.22448860942572,155.8299141738862,3.3945744355395107,relative,FAIL,5.833940213704044,3.5602593151083246,0.31259881980634185,180.0,77924.1267838515,16.794461341345848,1.4419384852840738,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,0.13,6.27420302366672,2720.8086580941745,48.263100182051694,6.14420302366672,47.263100182051694,0.3,0.0,0.039,157.54366727350563,155.8299141738862,1.7137530996194243,relative,FAIL,5.60859888668265,3.4102979673953446,0.3564622390072679,180.0,78326.10053515383,16.881382482113683,1.4856099384001842,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,0.13,243.76093146945885,105706.94801323254,1875.0840882266066,243.63093146945886,1874.0840882266066,0.3,0.0,0.039,6246.946960755356,155.8299141738862,6091.117046581469,relative,FAIL,565.6439783983546,601.2790301200755,0.09394158793864209,0.0,76793.69803487846,16.550038457845897,210.0334374788612,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,0.15,1.5067324721629993,361.3897834482954,10.04488314775333,1.3567324721629994,9.04488314775333,0.3,0.0,0.045,30.149610492511098,30.149610492511098,0.0,relative,FAIL,4.349690593870872,3.043262328234708,0.38960644826773155,180.0,82366.77772334366,22.200275201764658,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,0.15,1.5067324721629993,361.3897834482954,10.04488314775333,1.3567324721629994,9.04488314775333,0.3,0.0,0.045,30.149610492511098,30.149610492511098,0.0,relative,FAIL,4.349690593870872,3.043262328234708,0.38960644826773155,180.0,82366.77772334366,22.200275201764658,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,0.15,-32.924825370519585,-7897.019365119123,-219.49883580346392,33.074825370519584,220.4988358034639,0.3,0.0,0.045,734.9961193448796,30.149610492511098,704.8465088523685,relative,FAIL,452.51518271868366,507.85975711839234,0.09394158793864205,0.0,80367.72350477698,21.660364285923905,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,0.15,1.689538557107761,405.2358229222965,11.263590380718409,1.539538557107761,10.263590380718409,0.3,0.0,0.045,34.211967935728026,30.149610492511098,4.0623574432169285,relative,FAIL,4.667152170963235,3.2946477769345544,0.3125988198063418,180.0,81532.64690203639,21.974993845778396,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,0.15,1.5904838331265696,381.47754737540777,10.603225554177133,1.4404838331265697,9.603225554177131,0.3,0.0,0.045,32.010751847257104,30.149610492511098,1.8611413547460067,relative,FAIL,4.486879109346121,3.1545450401529003,0.356462239007268,180.0,81951.14204202245,22.088021251395585,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,0.15,-32.924825370519585,-7897.019365119123,-219.49883580346392,33.074825370519584,220.4988358034639,0.3,0.0,0.045,734.9961193448796,30.149610492511098,704.8465088523685,relative,FAIL,452.51518271868366,507.85975711839234,0.09394158793864205,0.0,80367.72350477698,21.660364285923905,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,-0.1,0.32779265339213487,142.1473111476984,-3.2779265339213484,0.4277926533921349,4.277926533921349,0.3,0.0,0.03,14.259755113071163,14.259755113071163,0.0,relative,FAIL,4.349690593870872,3.043262328234708,0.38960644826773155,180.0,82366.77772334366,22.200275201764658,-0.07368122325428837,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,-0.1,0.32779265339213487,142.1473111476984,-3.2779265339213484,0.4277926533921349,4.277926533921349,0.3,0.0,0.03,14.259755113071163,14.259755113071163,0.0,relative,FAIL,4.349690593870872,3.043262328234708,0.38960644826773155,180.0,82366.77772334366,22.200275201764658,-0.07368122325428837,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,-0.1,-386.90961907516055,-167783.3881863136,3869.0961907516053,386.8096190751605,3868.0961907516053,0.3,0.0,0.03,12893.653969172017,14.259755113071163,12879.394214058946,relative,FAIL,452.51518271868366,507.85975711839234,0.09394158793864205,0.0,80367.72350477698,21.660364285923905,-269.22201707834705,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,-0.1,0.4505922763891623,195.39937777683218,-4.505922763891624,0.5505922763891623,5.505922763891623,0.3,0.0,0.03,18.353075879638745,14.259755113071163,4.093320766567581,relative,FAIL,4.667152170963235,3.2946477769345544,0.3125988198063418,180.0,81532.64690203639,21.974993845778396,0.10519315329096877,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,-0.1,0.3737289761057446,162.06760127677927,-3.7372897610574465,0.4737289761057446,4.737289761057446,0.3,0.0,0.03,15.790965870191487,14.259755113071163,1.5312107571203235,relative,FAIL,4.486879109346121,3.1545450401529003,0.356462239007268,180.0,81951.14204202245,22.088021251395585,3.7329056229819366e-05,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,-0.1,-386.90961907516055,-167783.3881863136,3869.0961907516053,386.8096190751605,3868.0961907516053,0.3,0.0,0.03,12893.653969172017,14.259755113071163,12879.394214058946,relative,FAIL,452.51518271868366,507.85975711839234,0.09394158793864205,0.0,80367.72350477698,21.660364285923905,-269.22201707834705,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,0.063,-0.10190115501066861,-73.3229760879266,-1.617478650962994,0.1649011550106686,2.6174786509629935,0.15,0.0,0.00945,17.449857673086623,17.449857673086623,0.0,relative,FAIL,2.174845296935436,2.714845545624616,0.38960644826773155,180.0,79917.35061490844,43.12011614127555,0.029472489301714807,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,0.063,-0.10190115501066861,-73.3229760879266,-1.617478650962994,0.1649011550106686,2.6174786509629935,0.15,0.0,0.00945,17.449857673086623,17.449857673086623,0.0,relative,FAIL,2.174845296935436,2.714845545624616,0.38960644826773155,180.0,79917.35061490844,43.12011614127555,0.029472489301714807,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,0.063,164.39378844192603,118289.55047338789,2609.4252133639056,164.33078844192605,2608.4252133639056,0.15,0.0,0.00945,17389.501422426038,17.449857673086623,17372.05156475295,relative,FAIL,226.25759135934183,346.0755418758129,0.09394158793864205,0.0,77959.611132849,42.06341605626969,107.68880683133897,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,0.063,-0.19629173937021066,-141.2417210638351,-3.1157418947652484,0.25929173937021066,4.115741894765248,0.15,0.0,0.00945,27.438279298434992,17.449857673086623,9.98842162534837,relative,FAIL,2.3335760854816177,2.9160018623472883,0.3125988198063418,180.0,79103.56914610523,42.68085855690662,-0.042077261316386984,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,0.063,-0.1408230225687499,-101.329205889344,-2.23528607251984,0.2038230225687499,3.23528607251984,0.15,0.0,0.00945,21.56857381679893,17.449857673086623,4.118716143712309,relative,FAIL,2.2434395546730603,2.806641224852552,0.356462239007268,180.0,79511.87274828734,42.901250157465505,-1.4931622492037705e-05,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,0.063,164.39378844192603,118289.55047338789,2609.4252133639056,164.33078844192605,2608.4252133639056,0.15,0.0,0.00945,17389.501422426038,17.449857673086623,17372.05156475295,relative,FAIL,226.25759135934183,346.0755418758129,0.09394158793864205,0.0,77959.611132849,42.06341605626969,107.68880683133897,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,0.09,1.744839140379863,2269.9489109069536,19.38710155977626,1.654839140379863,18.387101559776255,0.15,0.0,0.0135,122.58067706517504,122.58067706517504,0.0,relative,FAIL,2.174845296935436,2.714845545624616,0.38960644826773155,180.0,79917.35061490844,43.12011614127555,0.9026721367854277,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,0.09,1.744839140379863,2269.9489109069536,19.38710155977626,1.654839140379863,18.387101559776255,0.15,0.0,0.0135,122.58067706517504,122.58067706517504,0.0,relative,FAIL,2.174845296935436,2.714845545624616,0.38960644826773155,180.0,79917.35061490844,43.12011614127555,0.9026721367854277,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
