benchmark,candidate_name,candidate_order,free_surface_time_direction_sign,free_surface_dynamic_gravity_sign,free_surface_potential_elevation_level,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_free_surface_increment_gain_max,median_heave_free_surface_increment_phase_deg,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_eq19_22,0,1.0,-1.0,updated,8,0,8,0.0,39.19004240880539,155.8299141738862,0.0,0.0,0,0,3.8059792696370134,0.38960644826773155,180.0,81110.78023803601,9.956304499465043,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,reverse_local_time,1,-1.0,-1.0,updated,8,0,8,0.0,39.19004240880539,155.8299141738862,0.0,0.0,0,0,3.8059792696370134,0.38960644826773155,180.0,81110.78023803601,9.956304499465043,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,potential_uses_average_elevation,4,1.0,-1.0,average,8,0,8,0.0,41.20048988055139,157.54366727350563,1.7874472271827155,7.154037045962681,0,8,3.9260192206778557,0.356462239007268,180.0,80700.06467825918,10.404482800077433,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,potential_uses_previous_elevation,3,1.0,-1.0,previous,8,0,8,0.0,43.6581839109907,159.22448860942572,4.077839104892255,14.856713608576214,0,8,4.083758149592831,0.3125988198063418,180.0,80286.50379141685,10.976112252776918,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,dynamic_gravity_sign_flipped,2,1.0,1.0,updated,8,0,8,0.0,4787.143710445872,17389.501422426038,4685.113516196378,17372.05156475295,0,8,395.95078487884814,0.09394158793864205,0.0,79131.60462227016,705.6051404297109,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,reverse_time_and_dynamic_sign,5,-1.0,1.0,updated,8,0,8,0.0,4787.143710445872,17389.501422426038,4685.113516196378,17372.05156475295,0,8,395.95078487884814,0.09394158793864205,0.0,79131.60462227016,705.6051404297109,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
