benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,mode_column,generalized_row,reference_value,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_beam_squared_ratio,body_potential_norm_to_submerged_area_ratio,inner_free_surface_normal_derivative_norm,free_surface_potential_norm,control_potential_norm,control_normal_derivative_norm,body_pressure_norm,body_pressure_time_derivative_norm,body_pressure_forward_speed_norm,body_pressure_to_body_potential_gain,body_pressure_forward_to_time_norm_ratio,pressure_time_formula_ratio,pressure_forward_formula_ratio,body_potential_x_gradient_norm,body_potential_x_gradient_to_potential_gain,body_potential_x_gradient_characteristic_length_m,body_potential_x_gradient_gain_times_l,central_body_potential_x_gradient_gain_times_l,forward_body_potential_x_gradient_gain_times_l,backward_body_potential_x_gradient_gain_times_l,phase_aligned_body_potential_x_gradient_gain_times_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,dominant_force_density_component,dominant_pressure_norm_component,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,0.45431786104139943,14.730066178264186,32.42237966277517,17216.82072117955,4028.7360487560154,4.94001873510704,1.3370490120471827,1.1995637297163666,1.4579756644509045,973629.0314951825,27297.83936622175,973246.2786654686,66098.07584787895,35.652868551558704,1.0,1.0,437.6409276745113,29.710723792965577,0.0336578808031854,89.13217137889673,89.13217137889673,41.23510799645593,41.23510799645593,43.13882826544509,0.7043401344674087,0.7043401344674087,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,0.8714896660775344,7.014048138464829,8.048343441677488,2158.8329142704933,984.4278089073447,4.4315455105278385,1.4387991118837318,1.3913686536554395,2.1011171873929104,238985.77673648318,12998.472449043846,238632.02047573504,34072.44604237778,18.35846645913294,1.0,1.0,107.30597291062531,15.298722049277448,0.06536493680838064,45.896166147832346,45.896166147832346,137.33300683951185,86.5970489031471,84.0114003747889,-0.7985458843477021,-0.7985458843477021,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,1.2440363637319745,18.617150086026378,14.965117281762522,2686.239404958309,1789.035443702234,5.652394705287151,1.5196704195887871,0.9466758908566385,2.1976169714778537,250374.67717371293,34501.40456633559,247986.15294566553,13448.603895697153,7.187711806598031,1.0,1.0,111.51225789878274,5.98975983883169,0.16695160188510183,17.96927951649507,17.96927951649507,15.870813960833447,51.74048211038797,10.326820696627566,4.328825659085228,4.328825659085228,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,1.5703671514212967,11.700412078233127,7.450749378986565,1003.1217488197134,866.697190980232,4.41718189429109,1.5873303968455352,1.032656393038662,2.4399538660704767,122878.63038721342,21683.267784737596,120950.37703129648,10502.077154685074,5.5780511605557415,1.0,1.0,54.387914309973915,4.648375967129784,0.2151288981509528,13.945127901389352,13.945127901389352,3.2549940330024327,25.252899087709544,13.945127901389352,3.45316511354637,3.45316511354637,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,4,0.375,0.125,0.13125,0.1875,0.01640625,1.8527440548546934,11.310926224666943,6.104958855503673,656.5979849239767,689.4278841701755,3.436504463771898,1.657424037557816,0.9870938107323063,2.4830310960220987,30050.09580601322,20961.47046642315,21531.953321420784,2656.7316600898494,1.0272157841174099,1.0,1.0,9.682301625804522,0.8560131534311747,1.1682063482221972,2.568039460293524,2.568039460293524,2.693820716525658,3.36707805725608,2.568039460293524,3.973456916465597,3.973456916465597,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,2.0953403577709504,11.833014731929344,5.6472995845493354,505.4899710337624,618.7197245453252,2.594235921929815,1.7405540156887218,0.9056613871181571,2.365368312855712,33449.59600889288,21929.007749265078,25258.544936136248,2826.8025322942367,1.1518325509727068,1.0,1.0,11.358042953646494,0.959860459143922,1.0418181001974782,2.8795813774317662,2.8795813774317662,3.2389968167592027,2.5749657274476463,2.8795813774317662,4.765710045684741,4.765710045684741,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,2.302923608664771,12.665761964479998,5.499861965383895,421.9731669023358,584.8548093266376,2.437379049349669,1.8396000484624895,0.804228052397162,2.115902277778583,38128.89126434449,23472.25948430326,30047.718444995808,3010.3906398425593,1.2801374518328665,1.0,1.0,13.511596872275886,1.066781209860722,0.937399338080354,3.2003436295821657,3.2003436295821657,3.379328268933363,3.0260395826851028,3.2003436295821657,5.692006167432283,5.692006167432283,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,2.4801316742599075,13.625757596599298,5.493965396278946,369.6223306369168,567.7398998583042,3.234059581952775,1.9481524146157443,0.6912396699021803,1.7707432346877556,40828.17575147774,25251.328650776977,32082.86671362154,2996.396747999362,1.270541727024505,1.0,1.0,14.426744657333781,1.0587847725204207,0.9444790159000073,3.176354317561262,3.176354317561262,3.2170574386433746,3.14123946141759,3.176354317561262,6.691043610377543,6.691043610377543,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,2.631144229310742,14.597778892458553,5.548072481105533,333.3925170530481,558.0990735468025,4.443478953947439,2.052119881878375,0.5734337371643891,1.3728321984509178,41249.04272611227,27052.683843197403,31138.975941746085,2825.706775667234,1.1510494161035416,1.0,1.0,14.00230405881085,0.9592078467529512,1.0425269177948615,2.8776235402588535,2.8776235402588535,2.7672554910768463,3.0028434569547446,2.8776235402588535,7.701125945877207,7.701125945877207,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,2.7595752934474778,15.444481906304967,5.596687991437447,305.07618580355495,549.1371344463988,5.572892251686752,2.1335063481790386,0.4569486877662606,0.9688869975393717,38908.44195083523,28621.798508614265,26356.39400930638,2519.245526452491,0.9208503791742483,1.0,1.0,11.851714182975622,0.7673753159785403,1.303143297911299,2.302125947935621,2.302125947935621,2.041766266283529,2.6155480023703914,2.302125947935621,8.630545717912852,8.630545717912852,0.0,0.0,time_derivative_density,time_derivative_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,10,0.825,0.27499999999999997,0.23924999999999996,0.1875,0.029906249999999995,2.8684748780043114,15.97135745287293,5.567891695807602,279.0216719633553,534.0474801378618,6.28148021466692,2.174845296935436,0.34781284666951484,0.6063228803268876,35160.669067049595,29598.207158931502,18979.430503035503,2201.482821406949,0.6412358154371625,1.0,1.0,8.53450534994281,0.5343631795309686,1.871386424636778,1.6030895385929056,1.6030895385929056,1.5007330138023551,1.974410894601039,1.6030895385929056,9.341089120909837,9.341089120909837,0.0,0.0,time_derivative_density,time_derivative_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,11,0.8999999999999999,0.3,0.252,0.1875,0.0315,2.960377446889284,15.954417400604333,5.389318655081963,251.2348419092393,506.48944128902644,6.305133419679557,2.1634645005999498,0.25217876811333556,0.3340594610159431,35873.254524314,29566.813761231366,20314.869287664013,2248.4841422636446,0.6870834798675974,1.0,1.0,9.135013855722809,0.5725695665563311,1.7465126657262129,1.7177086996689932,1.7177086996689932,2.287873111195868,1.5023264593702303,1.7177086996689932,9.665968342885114,9.665968342885114,0.0,0.0,time_derivative_density,time_derivative_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,12,0.975,0.325,0.26325,0.1875,0.03290625,3.0373653715499573,15.24933898978631,5.020581037968647,220.0463955799249,463.41770909132185,5.538977637336021,2.094942341209694,0.17575210139991665,0.20826024833406873,44453.48042368942,28260.158586287038,34314.360819593385,2915.1086780524347,1.2142310070490576,1.0,1.0,15.430183532000573,1.0118591725408812,0.9882798191065446,3.0355775176226434,3.0355775176226434,3.767733625826305,2.393656708666926,3.0355775176226434,9.484480221371562,9.484480221371562,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,13,1.05,0.35000000000000003,0.273,0.1875,0.034125,3.1011322882208208,13.911738986168432,4.4860191998290615,186.66209108090044,407.6700069206866,4.140239383370261,1.974532525366068,0.12217098082854654,0.20640637017839228,53960.65466144433,25781.31092918023,47403.335940254095,3878.7857301732024,1.8386705032365624,1.0,1.0,21.315920102161677,1.5322254193638019,0.6526454837273303,4.596676258091406,4.596676258091406,5.092981293893505,4.129997503587895,4.596676258091406,8.81379954783811,8.81379954783811,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,14,1.125,0.375,0.28125,0.1875,0.03515625,3.1530398903471624,12.194007517459175,3.867381302339491,154.1563419491135,346.8517693855054,2.4822112079577905,1.815420371507211,0.09149012223729529,0.20444178329318918,57739.483797170185,22598.001557745003,53133.58932690161,4735.070378995565,2.3512516888331287,1.0,1.0,23.892650640891453,1.95937640736094,0.5103664595752113,5.87812922208282,5.87812922208282,5.961320508448193,5.810413542934085,5.87812922208282,7.820749557896817,7.820749557896817,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
