benchmark,coefficient,source_row,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_submerged_area_ratio,free_surface_potential_norm,control_potential_norm,inner_free_surface_normal_derivative_norm,free_surface_potential_to_body_potential_ratio,control_potential_to_body_potential_ratio,inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,time_pressure_to_body_potential_gain,time_derivative_pressure_norm,time_derivative_density_value_per_m,time_derivative_density_per_submerged_area,time_derivative_density_per_beam,station_trapezoid_weight_m,station_time_derivative_contribution_value,station_abs_contribution_share,station_contribution_sign,station_scale_flag,coefficient_reference_value,coefficient_computed_value,coefficient_gate_error_ratio,coefficient_status,coefficient_time_component_value,station_integral_time_component_value,station_integral_minus_reported_time_component,required_global_scale_to_reference_from_time_integral,computed_over_reference,failure_source,gate_role
ma2005_wigley_iii_coefficients,A33,0,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,0.45431786104139943,14.730066178264186,32.42237966277517,4028.7360487560154,1.3370490120471827,1.1995637297163666,4.94001873510704,0.09077006144209616,0.08143641143218035,10.87348563356809,1853.205480264758,27297.83936622175,0.7043401344674087,192.64003677741087,24.08000459717636,0.0375,0.026412755042527828,0.0024877501121844314,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,0.8714896660775344,7.014048138464829,8.048343441677488,984.4278089073447,1.4387991118837318,1.3913686536554395,4.4315455105278385,0.20513105748353805,0.19836884865748436,5.085023590094497,1853.205480264758,12998.472449043846,-0.7985458843477021,-112.07661534704594,-14.009576918380743,0.07499999999999998,-0.05989094132607765,0.005640975194101579,negative,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,1.2440363637319745,18.617150086026378,14.965117281762522,1789.035443702234,1.5196704195887871,0.9466758908566385,5.652394705287151,0.08162744633666666,0.050849667456201716,4.543592832230867,1853.2054802647576,34501.40456633559,4.328825659085228,415.9832465187005,51.997905814837566,0.075,0.32466192443139213,0.030579079600963528,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,1.5703671514212967,11.700412078233127,7.450749378986565,866.697190980232,1.5873303968455352,1.032656393038662,4.41718189429109,0.13566448653535262,0.08825812169126636,2.8128338588165316,1853.2054802647579,21683.267784737596,3.45316511354637,255.79000841084232,31.97375105135529,0.07500000000000001,0.2589873835159778,0.02439336189499465,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,4,0.375,0.125,0.13125,0.1875,0.01640625,1.8527440548546934,11.310926224666943,6.104958855503673,689.4278841701755,1.657424037557816,0.9870938107323063,3.436504463771898,0.14653300752181503,0.0872690521647684,1.8548187779997574,1853.205480264758,20961.47046642315,3.973456916465597,242.191659670284,30.2739574587855,0.07499999999999998,0.2980092687349197,0.028068733857319863,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,2.0953403577709504,11.833014731929344,5.6472995845493354,618.7197245453252,1.7405540156887218,0.9056613871181571,2.594235921929815,0.1470930320903039,0.07653682579084319,1.2380976256714666,1853.205480264758,21929.007749265078,4.765710045684741,249.1874533691368,31.1484316711421,0.07500000000000001,0.3574282534263556,0.033665256658292224,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,2.302923608664771,12.665761964479998,5.499861965383895,584.8548093266376,1.8396000484624895,0.804228052397162,2.437379049349669,0.145241956514064,0.0634962234923211,1.0583846725002117,1853.205480264758,23472.25948430326,5.692006167432283,262.83433962169266,32.85429245271158,0.07500000000000001,0.4269004625574213,0.040208667059109256,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,2.4801316742599075,13.625757596599298,5.493965396278946,567.7398998583042,1.9481524146157443,0.6912396699021803,3.234059581952775,0.1429757135193688,0.050730365999957255,1.303987048557753,1853.205480264758,25251.328650776977,6.691043610377543,278.79348376573097,34.84918547071637,0.07499999999999996,0.5018282707783154,0.04726592644031098,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,2.631144229310742,14.597778892458553,5.548072481105533,558.0990735468025,2.052119881878375,0.5734337371643891,4.443478953947439,0.14057754244644252,0.03928225940321881,1.6888009803671837,1853.205480264758,27052.683843197403,7.701125945877207,294.4277542031907,36.80346927539884,0.07500000000000001,0.5775844459407906,0.054401207593513794,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,2.7595752934474778,15.444481906304967,5.596687991437447,549.1371344463988,2.1335063481790386,0.4569486877662606,5.572892251686752,0.13814036373133812,0.029586533917963183,2.019474614415995,1853.2054802647583,28621.798508614265,8.630545717912852,306.8638477480126,38.35798096850157,0.07500000000000001,0.6472909288434641,0.06096668364407696,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,10,0.825,0.27499999999999997,0.23924999999999996,0.1875,0.029906249999999995,2.8684748780043114,15.97135745287293,5.567891695807602,534.0474801378618,2.174845296935436,0.34781284666951484,6.28148021466692,0.1361715999001841,0.021777287728724035,2.1898327445130508,1853.205480264758,29598.207158931502,9.341089120909837,312.34571773157245,39.043214716446556,0.07499999999999996,0.7005816840682374,0.06598600412296536,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,11,0.8999999999999999,0.3,0.252,0.1875,0.0315,2.960377446889284,15.954417400604333,5.389318655081963,506.48944128902644,2.1634645005999498,0.25217876811333556,6.305133419679557,0.13560285194230912,0.015806203497207197,2.12984105331058,1853.205480264758,29566.813761231366,9.665968342885114,306.8561378693687,38.35701723367109,0.07500000000000001,0.7249476257163836,0.0682809700956954,positive,peak_abs_time_contribution_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,12,0.975,0.325,0.26325,0.1875,0.03290625,3.0373653715499573,15.24933898978631,5.020581037968647,463.41770909132185,2.094942341209694,0.17575210139991665,5.538977637336021,0.13737922296912952,0.01152522752085397,1.8236125588372991,1853.205480264758,28260.158586287038,9.484480221371562,288.2273191679867,36.02841489599834,0.07500000000000007,0.7113360166028678,0.06699892730823771,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,13,1.05,0.35000000000000003,0.273,0.1875,0.034125,3.1011322882208208,13.911738986168432,4.4860191998290615,407.6700069206866,1.974532525366068,0.12217098082854654,4.140239383370261,0.1419328329354958,0.008781862637734467,1.3350734501383028,1853.205480264758,25781.31092918023,8.81379954783811,258.2798402296882,32.284980028711026,0.07500000000000001,0.6610349660878584,0.062261199499827564,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,14,1.125,0.375,0.28125,0.1875,0.03515625,3.1530398903471624,12.194007517459175,3.867381302339491,346.8517693855054,1.815420371507211,0.09149012223729529,2.4822112079577905,0.14887807547337678,0.007502875663009168,0.787243832707898,1853.2054802647583,22598.001557745003,7.820749557896817,222.45687631350947,27.807109539188684,0.07499999999999996,0.5865562168422609,0.05524623583955206,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,15,1.2,0.39999999999999997,0.288,0.1875,0.036,3.1941659237126663,10.404432376511664,3.2573237035909233,289.01201045865736,1.6344168813880724,0.07983113649397411,0.9766462498363997,0.15708851980025554,0.007672800745401107,0.3057593979655312,1853.205480264758,19281.551099195498,6.72787394271574,186.88538729765946,23.360673412207433,0.07499999999999996,0.5045905457036802,0.04752609807876355,positive,background_station,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,-1.7763568394002505e-15,0.09536432371597882,10.486101731065332,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
