benchmark,candidate_name,candidate_order,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,ghost_aft_pressure_no_end,2,8,0,8,0.0,36.354368971815035,125.60880350324464,-2.8356734369903513,4.661322506944682,4,4,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_end_pressure_excluded_plus_end,6,8,0,8,0.0,37.714094024331715,137.63066304161637,-6.271979160862455,0.030915391796355607,6,2,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_forward_only_removed_keep_time_end,3,8,0,8,0.0,37.536177139000415,138.49964284258814,-6.994357834054165,0.0,6,0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_pressure_plus_end,1,8,0,8,0.0,37.60652921086821,138.53587582331133,-6.994357834054165,0.023551437470075598,6,2,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,bow_pressure_excluded_plus_end,5,8,0,8,0.0,39.29760722226889,154.92470139219125,-0.0013671365677936365,1.2877349466130283,4,4,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,8,0,8,0.0,39.19004240880539,155.8299141738862,0.0,0.0,0,0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_time_only_removed_keep_forward_end,4,8,0,8,0.0,39.260394480673185,155.86614715460942,0.02554465433749442,0.3846816638849475,1,6,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
