benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,pair_index,left_station_index,right_station_index,x_left_m,x_right_m,x_mid_m,x_left_over_l,x_right_over_l,x_mid_over_l,dx_m,free_surface_potential_norm_left,free_surface_potential_norm_right,inner_free_surface_normal_derivative_norm_left,inner_free_surface_normal_derivative_norm_right,free_surface_increment_to_normal_derivative_gain_left,free_surface_increment_to_normal_derivative_gain_right,body_potential_norm_left,body_potential_norm_right,body_to_free_surface_potential_gain_left,body_to_free_surface_potential_gain_right,body_pressure_to_free_surface_potential_after_gain_left,body_pressure_to_free_surface_potential_after_gain_right,body_potential_adjacent_relative_jump,body_potential_adjacent_symmetric_norm_ratio,body_potential_adjacent_phase_deg,body_potential_adjacent_real_alignment,phase_aligned_body_potential_adjacent_relative_jump,phase_aligned_body_potential_adjacent_phase_deg,phase_aligned_body_potential_adjacent_real_alignment,body_potential_x_gradient_norm_left,body_potential_x_gradient_norm_right,body_potential_x_gradient_gain_times_l_left,body_potential_x_gradient_gain_times_l_right,body_potential_x_gradient_gain_times_l_pair_max,phase_aligned_body_potential_x_gradient_gain_times_l_left,phase_aligned_body_potential_x_gradient_gain_times_l_right,phase_aligned_body_potential_x_gradient_gain_times_l_pair_max,phase_aligned_gradient_gain_to_raw_gain_ratio_pair_max,central_gradient_gain_times_l_pair_max,forward_gradient_gain_times_l_pair_max,backward_gradient_gain_times_l_pair_max,body_pressure_forward_to_time_norm_ratio_left,body_pressure_forward_to_time_norm_ratio_right,total_density_left_value_per_m,total_density_right_value_per_m,time_derivative_density_left_value_per_m,time_derivative_density_right_value_per_m,pressure_gradient_density_left_value_per_m,pressure_gradient_density_right_value_per_m,pressure_gradient_density_abs_pair_max,pressure_gradient_density_pair_cancellation_index,pressure_gradient_density_pair_sign_change,stokes_body_forward_density_left_value_per_m,stokes_body_forward_density_right_value_per_m,body_panel_mid_y_adjacent_relative_jump,body_panel_mid_z_adjacent_relative_jump,body_panel_normal_adjacent_relative_jump,body_panel_length_adjacent_relative_jump,station_waterplane_beam_adjacent_relative_jump,station_effective_draft_adjacent_relative_jump,station_submerged_area_adjacent_relative_jump,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0,1,0.075,0.15,0.11249999999999999,0.024999999999999998,0.049999999999999996,0.0375,0.075,1.3370490120471827,1.4387991118837318,4.94001873510704,4.4315455105278385,0.03898541891183899,0.04377884429492132,14.730066178264186,7.014048138464829,11.016848332067262,4.874932212935386,806263.0690652666,178741.22383185284,1.0308776999113984,2.100080565099767,0.0,0.17223930422559947,1.0308776999113984,0.0,0.17223930422559947,437.6409276745113,107.30597291062531,89.13217137889673,45.896166147832346,89.13217137889673,43.13882826544509,84.0114003747889,84.0114003747889,1.8304666255605477,89.13217137889673,137.33300683951185,86.5970489031471,35.652868551558704,18.35846645913294,0.7043401344674087,-0.7985458843477021,0.7043401344674087,-0.7985458843477021,0.0,0.0,0.0,0.0,False,0.0,0.0,0.4848677120508088,0.004759749452115336,0.08279478320069453,0.010790628486148625,0.4868421052631576,0.0,0.4868421052631576,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,1,1,2,0.15,0.22499999999999998,0.1875,0.049999999999999996,0.075,0.0625,0.07499999999999998,1.4387991118837318,1.5196704195887871,4.4315455105278385,5.652394705287151,0.04377884429492132,0.03563767873395321,7.014048138464829,18.617150086026378,4.874932212935386,12.250781383942485,178741.22383185284,174016.42460420527,1.2935120527596993,2.654266084079248,180.0,-0.7050147133126039,0.7814797993189422,7.016709298534876e-15,0.7050147133126039,107.30597291062531,111.51225789878274,45.896166147832346,17.96927951649507,45.896166147832346,84.0114003747889,10.326820696627566,84.0114003747889,1.8304666255605477,45.896166147832346,137.33300683951185,86.5970489031471,18.35846645913294,7.187711806598031,-0.7985458843477021,4.328825659085228,-0.7985458843477021,4.328825659085228,0.0,0.0,0.0,0.0,False,0.0,0.0,0.31153173356969105,0.006803862211309994,0.07565695569749153,0.015895693024956692,0.3153153153153157,0.0,0.3153153153153157,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,2,2,3,0.22499999999999998,0.3,0.26249999999999996,0.075,0.09999999999999999,0.0875,0.07500000000000001,1.5196704195887871,1.5873303968455352,5.652394705287151,4.41718189429109,0.03563767873395321,0.05353327704362098,18.617150086026378,11.700412078233127,12.250781383942485,7.371125823259659,174016.42460420527,80858.7367387618,0.3967703490208362,1.591153368064772,0.0,0.9845691287150473,0.3967703490208362,0.0,0.9845691287150473,111.51225789878274,54.387914309973915,17.96927951649507,13.945127901389352,17.96927951649507,10.326820696627566,13.945127901389352,13.945127901389352,1.0,17.96927951649507,15.870813960833447,51.74048211038797,7.187711806598031,5.5780511605557415,4.328825659085228,3.45316511354637,4.328825659085228,3.45316511354637,0.0,0.0,0.0,0.0,False,0.0,0.0,0.2241549865494725,0.007961612348554768,0.06824016655328385,0.019362025071485135,0.22916666666666619,0.0,0.22916666666666619,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,3,3,4,0.3,0.375,0.3375,0.09999999999999999,0.125,0.11249999999999999,0.07500000000000001,1.5873303968455352,1.657424037557816,4.41718189429109,3.436504463771898,0.05353327704362098,0.07700023632684232,11.700412078233127,11.310926224666943,7.371125823259659,6.824400979084016,80858.7367387618,18931.216755964026,0.08137485082506081,1.0344344791779112,0.0,0.9971481877708102,0.08137485082506081,0.0,0.9971481877708102,54.387914309973915,9.682301625804522,13.945127901389352,2.568039460293524,13.945127901389352,13.945127901389352,2.568039460293524,13.945127901389352,1.0,13.945127901389352,3.2549940330024327,25.252899087709544,5.5780511605557415,1.0272157841174099,3.45316511354637,3.973456916465597,3.45316511354637,3.973456916465597,0.0,0.0,0.0,0.0,False,0.0,0.0,0.1714535412818597,0.008416720465871852,0.06099732106828191,0.021434186835577535,0.1771428571428575,0.0,0.1771428571428575,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,4,4,5,0.375,0.44999999999999996,0.4125,0.125,0.15,0.1375,0.07499999999999996,1.657424037557816,1.7405540156887218,3.436504463771898,2.594235921929815,0.07700023632684232,0.10935837160217221,11.310926224666943,11.833014731929344,6.824400979084016,6.798418564015162,18931.216755964026,20181.67665661483,0.06437414318619113,1.0461578916608816,0.0,0.9988506190893452,0.06437414318619113,0.0,0.9988506190893452,9.682301625804522,11.358042953646494,2.568039460293524,2.8795813774317662,2.8795813774317662,2.568039460293524,2.8795813774317662,2.8795813774317662,1.0,2.8795813774317662,3.2389968167592027,3.36707805725608,1.0272157841174099,1.1518325509727068,3.973456916465597,4.765710045684741,3.973456916465597,4.765710045684741,0.0,0.0,0.0,0.0,False,0.0,0.0,0.13621710354159808,0.008377055053698424,0.05418161598593722,0.02239893085374276,0.14215686274509798,0.0,0.14215686274509798,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,5,5,6,0.44999999999999996,0.525,0.4875,0.15,0.17500000000000002,0.1625,0.07500000000000007,1.7405540156887218,1.8396000484624895,2.594235921929815,2.437379049349669,0.10935837160217221,0.11875511468442437,11.833014731929344,12.665761964479998,6.798418564015162,6.885062856497451,20181.67665661483,21906.180974945055,0.07565098956712764,1.0703749003458627,0.0,0.9992505844738829,0.07565098956712764,0.0,0.9992505844738829,11.358042953646494,13.511596872275886,2.8795813774317662,3.2003436295821657,3.2003436295821657,2.8795813774317662,3.2003436295821657,3.2003436295821657,1.0,3.2003436295821657,3.379328268933363,3.0260395826851028,1.1518325509727068,1.2801374518328665,4.765710045684741,5.692006167432283,4.765710045684741,5.692006167432283,0.0,0.0,0.0,0.0,False,0.0,0.0,0.11099273109313855,0.008019887044127483,0.04790332922312332,0.022520598800111983,0.11688311688311712,0.0,0.11688311688311712,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,6,6,7,0.525,0.6,0.5625,0.17500000000000002,0.19999999999999998,0.1875,0.07499999999999996,1.8396000484624895,1.9481524146157443,2.437379049349669,3.234059581952775,0.11875511468442437,0.08628808121576612,12.665761964479998,13.625757596599298,6.885062856497451,6.994194855789483,21906.180974945055,22194.050160849543,0.07853098653543972,1.0757945423900688,0.0,0.9993527576561954,0.07853098653543972,0.0,0.9993527576561954,13.511596872275886,14.426744657333781,3.2003436295821657,3.176354317561262,3.2003436295821657,3.2003436295821657,3.176354317561262,3.2003436295821657,1.0,3.2003436295821657,3.379328268933363,3.14123946141759,1.2801374518328665,1.270541727024505,5.692006167432283,6.691043610377543,5.692006167432283,6.691043610377543,0.0,0.0,0.0,0.0,False,0.0,0.0,0.09201152260563782,0.007476475471048368,0.04218616055711341,0.022017323129683727,0.09765624999999967,0.0,0.09765624999999967,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,7,7,8,0.6,0.6749999999999999,0.6375,0.19999999999999998,0.22499999999999998,0.21249999999999997,0.07499999999999996,1.9481524146157443,2.052119881878375,3.234059581952775,4.443478953947439,0.08628808121576612,0.056619325757430075,13.625757596599298,14.597778892458553,6.994194855789483,7.113511750150147,22194.050160849543,21173.416626259335,0.07507108642386857,1.0713370459563916,0.0,0.9993562075158193,0.07507108642386857,0.0,0.9993562075158193,14.426744657333781,14.00230405881085,3.176354317561262,2.8776235402588535,3.176354317561262,3.176354317561262,2.8776235402588535,3.176354317561262,1.0,3.176354317561262,3.2170574386433746,3.14123946141759,1.270541727024505,1.1510494161035416,6.691043610377543,7.701125945877207,6.691043610377543,7.701125945877207,0.0,0.0,0.0,0.0,False,0.0,0.0,0.07715896673326537,0.006836010848061794,0.03700695495985516,0.021058957976432178,0.08243727598566315,0.0,0.08243727598566315,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,8,8,9,0.6749999999999999,0.75,0.7124999999999999,0.22499999999999998,0.25,0.2375,0.07500000000000007,2.052119881878375,2.1335063481790386,4.443478953947439,5.572892251686752,0.056619325757430075,0.0374209355548422,14.597778892458553,15.444481906304967,7.113511750150147,7.239013804429001,21173.416626259335,18960.121333272695,0.06538870005925985,1.058002181022473,0.0,0.9993280678586022,0.06538870005925985,-8.02444207394463e-31,0.9993280678586022,14.00230405881085,11.851714182975622,2.8776235402588535,2.302125947935621,2.8776235402588535,2.8776235402588535,2.302125947935621,2.8776235402588535,1.0,2.8776235402588535,2.7672554910768463,3.0028434569547446,1.1510494161035416,0.9208503791742483,7.701125945877207,8.630545717912852,7.701125945877207,8.630545717912852,0.0,0.0,0.0,0.0,False,0.0,0.0,0.06515712023806343,0.00615547384492411,0.03231990584837881,0.019773547496772566,0.06999999999999995,0.0,0.06999999999999995,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,9,9,10,0.75,0.825,0.7875,0.25,0.27499999999999997,0.26249999999999996,0.07499999999999996,2.1335063481790386,2.174845296935436,5.572892251686752,6.28148021466692,0.0374209355548422,0.02476455655855136,15.444481906304967,15.97135745287293,7.239013804429001,7.343675191692067,18960.121333272695,16480.227067081123,0.04936027236502595,1.0341141612754827,0.0,0.9993029154887862,0.04936027236502595,0.0,0.9993029154887862,11.851714182975622,8.53450534994281,2.302125947935621,1.6030895385929056,2.302125947935621,2.302125947935621,1.6030895385929056,2.302125947935621,1.0,2.302125947935621,2.041766266283529,2.6155480023703914,0.9208503791742483,0.6412358154371625,8.630545717912852,9.341089120909837,8.630545717912852,9.341089120909837,0.0,0.0,0.0,0.0,False,0.0,0.0,0.055188773139985166,0.0054692895506533775,0.028070224080918492,0.01825575752646579,0.05956112852664571,0.0,0.05956112852664571,diagnostic_station_transfer_path_not_hard_gate
