benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,endpoint_label,station_index,x_m,x_over_l,trapz_weight_m,is_configured_end_station,configured_end_station_index,configured_end_station_x_over_l,end_term_lever_arm_m,station_pitch_moment_lever_arm_m,end_lever_minus_station_moment_lever_m,endpoint_total_pressure_integral_value,endpoint_time_integral_value,endpoint_forward_gradient_integral_value,endpoint_stokes_body_forward_integral_value,endpoint_total_density_integral_value,end_term_component_value,end_to_endpoint_forward_ratio,end_to_endpoint_pressure_ratio,endpoint_forward_plus_end_value,endpoint_pressure_plus_end_value,endpoint_forward_minus_end_value,abs_endpoint_forward_plus_end_value,abs_endpoint_pressure_plus_end_value,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.026412755042527828,0.026412755042527828,0.0,0.0,0.026412755042527828,0.0,,0.0,0.0,0.026412755042527828,0.0,0.0,0.026412755042527828,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.026412755042527828,0.026412755042527828,0.0,0.0,0.026412755042527828,0.0,,0.0,0.0,0.026412755042527828,0.0,0.0,0.026412755042527828,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.001705867249606865,0.001705867249606865,0.0,0.0,0.001705867249606865,0.0,,0.0,0.0,0.001705867249606865,0.0,0.0,0.001705867249606865,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,1.5952868495803607,-0.0,1.5952868495803607,-0.0,1.5952868495803607,0.8452081613608908,0.5298157892940836,0.5298157892940836,2.4404950109412518,2.4404950109412518,0.7500786882194699,2.4404950109412518,2.4404950109412518,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,1.5952868495803607,-0.0,1.5952868495803607,-0.0,1.5952868495803607,0.8452081613608908,0.5298157892940836,0.5298157892940836,2.4404950109412518,2.4404950109412518,0.7500786882194699,2.4404950109412518,2.4404950109412518,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.13167698878250012,-0.0,-0.13167698878250012,-0.0,-0.13167698878250012,0.8452081613608908,-6.418799284337972,-6.418799284337972,0.7135311725783907,0.7135311725783907,-0.976885150143391,0.7135311725783907,0.7135311725783907,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.2678516816464275,0.01575486939008128,-0.2836065510365088,0.0,-0.26785168164642753,-0.15025922868638075,0.5298157892940838,0.5609792246319648,-0.43386577972288953,-0.4181109103328082,-0.13334732235012803,0.43386577972288953,0.4181109103328082,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.2678516816464275,0.01575486939008128,-0.2836065510365088,0.0,-0.26785168164642753,-0.15025922868638075,0.5298157892940838,0.5609792246319648,-0.43386577972288953,-0.4181109103328082,-0.13334732235012803,0.43386577972288953,0.4181109103328082,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.022598955506658948,-0.000810286943563261,0.02340924245022221,0.0,0.022598955506658955,-0.15025922868638075,-6.418799284337987,-6.6489457285804985,-0.12684998623615854,-0.1276602731797218,0.17366847113660297,0.12684998623615854,0.1276602731797218,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.6314828762583531,0.01056510201701115,0.620917774241342,-0.0,0.6314828762583532,0.5041558204826013,0.8119526310848416,0.7983681576130981,1.1250735947239434,1.1356386967409544,0.11676195375874066,1.1250735947239434,1.1356386967409544,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
