benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,endpoint_label,station_index,x_m,x_over_l,trapz_weight_m,is_configured_end_station,configured_end_station_index,configured_end_station_x_over_l,end_term_lever_arm_m,station_pitch_moment_lever_arm_m,end_lever_minus_station_moment_lever_m,endpoint_total_pressure_integral_value,endpoint_time_integral_value,endpoint_forward_gradient_integral_value,endpoint_stokes_body_forward_integral_value,endpoint_total_density_integral_value,end_term_component_value,end_to_endpoint_forward_ratio,end_to_endpoint_pressure_ratio,endpoint_forward_plus_end_value,endpoint_pressure_plus_end_value,endpoint_forward_minus_end_value,abs_endpoint_forward_plus_end_value,abs_endpoint_pressure_plus_end_value,gate_role
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.6314828762583531,0.01056510201701115,0.620917774241342,-0.0,0.6314828762583532,0.5041558204826013,0.8119526310848416,0.7983681576130981,1.1250735947239434,1.1356386967409544,0.11676195375874066,1.1250735947239434,1.1356386967409544,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.05991749842112021,0.0006823468998427462,0.05923515152127746,-0.0,0.0599174984211202,0.5041558204826013,8.511091936711042,8.414166708683759,0.5633909720038788,0.5640733189037215,-0.4449206689613239,0.5633909720038788,0.5640733189037215,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.012546058645200722,0.012546058645200722,0.0,0.0,0.012546058645200722,0.0,,0.0,0.0,0.012546058645200722,0.0,0.0,0.012546058645200722,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.012546058645200722,0.012546058645200722,0.0,0.0,0.012546058645200722,0.0,,0.0,0.0,0.012546058645200722,0.0,0.0,0.012546058645200722,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.0008102869435632609,-0.0008102869435632609,0.0,0.0,-0.0008102869435632609,0.0,,-0.0,0.0,-0.0008102869435632609,0.0,0.0,0.0008102869435632609,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.7577612535506714,-0.0,0.7577612535506714,-0.010565102017011134,0.7577612535506714,0.4014738766464232,0.5298157892940837,0.5298157892940837,1.1592351301970947,1.1592351301970947,0.35628737690424817,1.1592351301970947,1.1592351301970947,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.7577612535506714,-0.0,0.7577612535506714,-0.010565102017011134,0.7577612535506714,0.4014738766464232,0.5298157892940837,0.5298157892940837,1.1592351301970947,1.1592351301970947,0.35628737690424817,1.1592351301970947,1.1592351301970947,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.06254656967168754,-0.0,0.06254656967168754,-0.0006823468998427461,0.06254656967168754,0.4014738766464232,6.418799284337974,6.418799284337974,0.46402044631811074,0.46402044631811074,-0.33892730697473566,0.46402044631811074,0.46402044631811074,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,0.063,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.29562093845998016,0.007483562960288613,-0.3031045014202688,0.00422604080680446,-0.2956209384599802,-0.16058955065856947,0.5298157892940839,0.5432279306572507,-0.4636940520788383,-0.45621048911854967,-0.14251495076169932,0.4636940520788383,0.45621048911854967,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,0.063,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.29562093845998016,0.007483562960288613,-0.3031045014202688,0.00422604080680446,-0.2956209384599802,-0.16058955065856947,0.5298157892940839,0.5432279306572507,-0.4636940520788383,-0.45621048911854967,-0.14251495076169932,0.4636940520788383,0.45621048911854967,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,0.063,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.024633741570482454,0.0003848862981925488,-0.025018627868675,0.0002729387599370984,-0.02463374157048245,-0.16058955065856947,6.418799284337985,6.519088876494385,-0.18560817852724448,-0.18522329222905193,0.13557092278989447,0.18560817852724448,0.18522329222905193,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,0.09,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.29995436622271787,0.005018423458080296,0.2949359427646376,-0.006301947756032517,0.29995436622271787,0.23947401472923563,0.8119526310848413,0.7983681576130977,0.5344099574938732,0.5394283809519536,0.05546192803540195,0.5344099574938732,0.5394283809519536,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,0.09,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.29995436622271787,0.005018423458080296,0.2949359427646376,-0.006301947756032517,0.29995436622271787,0.23947401472923563,0.8119526310848413,0.7983681576130977,0.5344099574938732,0.5394283809519536,0.05546192803540195,0.5344099574938732,0.5394283809519536,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,0.09,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.028460811750032105,-0.0003241147774253043,-0.0281366969726068,0.0003241147774253044,-0.028460811750032105,0.23947401472923563,-8.511091936711038,-8.414166708683757,0.21133731775662884,0.21101320297920353,-0.2676107117018424,0.21133731775662884,0.21101320297920353,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
