benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,reference_value,candidate_reference_value,current_computed_value,candidate_value,time_derivative_component_value,forward_speed_pressure_gradient_component_value,stokes_body_forward_speed_component_value,end_contour_component_value,eq31_direct_time_plus_gradient_value,eq32_stokes_time_plus_body_plus_end_value,current_hybrid_time_plus_gradient_plus_end_value,forward_identity_residual_value,forward_identity_residual_over_effective_tolerance,current_minus_eq31_direct_value,current_minus_eq32_stokes_value,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,-0.2,-0.2,-3.0938284595059806,-1.3238187707121938,-1.1735595420258131,-1.770009688793787,0.0,-0.15025922868638075,-2.9435692308196,-1.3238187707121938,-3.0938284595059806,-1.6197504601074062,26.995841001790104,-0.15025922868638064,-1.7700096887937868,1.1238187707121938,5.619093853560969,18.73031284520323,48.23047432509968,-29.500161479896448,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,-0.2,0.0,-3.0938284595059806,-1.6197504601074062,-1.1735595420258131,-1.770009688793787,0.0,-0.15025922868638075,-2.9435692308196,-1.3238187707121938,-3.0938284595059806,-1.6197504601074062,26.995841001790104,-0.15025922868638064,-1.7700096887937868,1.6197504601074062,1619750460107.4062,161.9750460107406,48.23047432509968,113.74457168564093,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,2,4,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,0.13,0.13,6.2073666527815625,6.2073666527815625,4.194440692426133,1.5087701398728288,-0.0,0.5041558204826013,5.703210832298962,4.698596512908734,6.2073666527815625,1.0046143193902275,25.759341522826347,0.5041558204826009,1.5087701398728282,6.077366652781563,46.748974252165866,155.8299141738862,155.8299141738862,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,2,4,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",0.13,0.13,6.2073666527815625,5.703210832298962,4.194440692426133,1.5087701398728288,-0.0,0.5041558204826013,5.703210832298962,4.698596512908734,6.2073666527815625,1.0046143193902275,25.759341522826347,0.5041558204826009,1.5087701398728282,5.573210832298962,42.870852556145856,142.90284185381952,155.8299141738862,-12.927072320066685,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,2,4,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,0.13,0.13,6.2073666527815625,4.698596512908734,4.194440692426133,1.5087701398728288,-0.0,0.5041558204826013,5.703210832298962,4.698596512908734,6.2073666527815625,1.0046143193902275,25.759341522826347,0.5041558204826009,1.5087701398728282,4.5685965129087345,35.14305009929796,117.14350033099319,155.8299141738862,-38.68641384289302,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,2,4,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,0.13,0.0,6.2073666527815625,1.0046143193902275,4.194440692426133,1.5087701398728288,-0.0,0.5041558204826013,5.703210832298962,4.698596512908734,6.2073666527815625,1.0046143193902275,25.759341522826347,0.5041558204826009,1.5087701398728282,1.0046143193902275,1004614319390.2275,100.46143193902275,155.8299141738862,-55.368482234863464,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,4,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,0.15,0.15,1.5067324721629993,1.5067324721629993,1.5067324721629993,0.0,0.0,0.0,1.5067324721629993,1.5067324721629993,1.5067324721629993,0.0,0.0,0.0,0.0,1.3567324721629994,9.04488314775333,30.149610492511098,30.149610492511098,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,4,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",0.15,0.15,1.5067324721629993,1.5067324721629993,1.5067324721629993,0.0,0.0,0.0,1.5067324721629993,1.5067324721629993,1.5067324721629993,0.0,0.0,0.0,0.0,1.3567324721629994,9.04488314775333,30.149610492511098,30.149610492511098,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,4,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,0.15,0.15,1.5067324721629993,1.5067324721629993,1.5067324721629993,0.0,0.0,0.0,1.5067324721629993,1.5067324721629993,1.5067324721629993,0.0,0.0,0.0,0.0,1.3567324721629994,9.04488314775333,30.149610492511098,30.149610492511098,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,4,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,0.15,0.0,1.5067324721629993,0.0,1.5067324721629993,0.0,0.0,0.0,1.5067324721629993,1.5067324721629993,1.5067324721629993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.149610492511098,-30.149610492511098,PASS,FAIL,identity_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,4,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,-0.1,-0.1,0.32779265339213487,0.3277926533921348,-0.0,-0.07368122325428837,-4.194440692426133,0.4014738766464232,-0.07368122325428837,-3.7929668157797094,0.3277926533921348,3.719285592525421,123.97618641751403,0.4014738766464232,4.120759469171844,0.4277926533921348,4.277926533921348,14.25975511307116,14.259755113071163,-3.552713678800501e-15,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,4,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",-0.1,-0.1,0.32779265339213487,-0.07368122325428837,-0.0,-0.07368122325428837,-4.194440692426133,0.4014738766464232,-0.07368122325428837,-3.7929668157797094,0.3277926533921348,3.719285592525421,123.97618641751403,0.4014738766464232,4.120759469171844,0.026318776745711633,0.2631877674571163,0.8772925581903878,14.259755113071163,-13.382462554880776,PASS,FAIL,equation_path_improves_this_coefficient_only,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,4,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,-0.1,-0.1,0.32779265339213487,-3.7929668157797094,-0.0,-0.07368122325428837,-4.194440692426133,0.4014738766464232,-0.07368122325428837,-3.7929668157797094,0.3277926533921348,3.719285592525421,123.97618641751403,0.4014738766464232,4.120759469171844,3.6929668157797093,36.92966815779709,123.09889385932365,14.259755113071163,108.83913874625249,FAIL,FAIL,equation_path_worsens_this_coefficient,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,4,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,-0.1,0.0,0.32779265339213487,3.719285592525421,-0.0,-0.07368122325428837,-4.194440692426133,0.4014738766464232,-0.07368122325428837,-3.7929668157797094,0.3277926533921348,3.719285592525421,123.97618641751403,0.4014738766464232,4.120759469171844,3.719285592525421,3719285592525.421,371.9285592525421,14.259755113071163,357.6688041394709,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,4,4,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,0.063,0.063,-0.10190115501066861,-0.10190115501066863,0.029215906346186038,0.029472489301714807,1.6777762769704536,-0.16058955065856947,0.05868839564790085,1.5464026326580702,-0.10190115501066863,-1.4877142370101692,157.4300779904941,-0.16058955065856947,-1.6483037876687388,0.16490115501066863,2.617478650962994,17.449857673086626,17.449857673086623,3.552713678800501e-15,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,4,4,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",0.063,0.063,-0.10190115501066861,0.05868839564790085,0.029215906346186038,0.029472489301714807,1.6777762769704536,-0.16058955065856947,0.05868839564790085,1.5464026326580702,-0.10190115501066863,-1.4877142370101692,157.4300779904941,-0.16058955065856947,-1.6483037876687388,0.004311604352099152,0.06843816431903416,0.45625442879356104,17.449857673086623,-16.993603244293062,PASS,FAIL,equation_path_improves_this_coefficient_only,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,4,4,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,0.063,0.063,-0.10190115501066861,1.5464026326580702,0.029215906346186038,0.029472489301714807,1.6777762769704536,-0.16058955065856947,0.05868839564790085,1.5464026326580702,-0.10190115501066863,-1.4877142370101692,157.4300779904941,-0.16058955065856947,-1.6483037876687388,1.4834026326580703,23.546073534255083,156.97382356170056,17.449857673086623,139.52396588861393,FAIL,FAIL,equation_path_worsens_this_coefficient,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,4,4,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,0.063,0.0,-0.10190115501066861,-1.4877142370101692,0.029215906346186038,0.029472489301714807,1.6777762769704536,-0.16058955065856947,0.05868839564790085,1.5464026326580702,-0.10190115501066863,-1.4877142370101692,157.4300779904941,-0.16058955065856947,-1.6483037876687388,1.4877142370101692,1487714237010.1692,297.54284740203383,17.449857673086623,280.0929897289472,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,4,4,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,0.09,0.09,1.744839140379863,1.744839140379863,0.6026929888651997,0.9026721367854277,0.4694238168103254,0.23947401472923563,1.5053651256506275,1.3115908204047608,1.744839140379863,0.19377430524586658,14.353652240434561,0.23947401472923557,0.43324831997510227,1.654839140379863,18.387101559776255,122.58067706517504,122.58067706517504,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,4,4,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",0.09,0.09,1.744839140379863,1.5053651256506275,0.6026929888651997,0.9026721367854277,0.4694238168103254,0.23947401472923563,1.5053651256506275,1.3115908204047608,1.744839140379863,0.19377430524586658,14.353652240434561,0.23947401472923557,0.43324831997510227,1.4153651256506274,15.726279173895861,104.84186115930574,122.58067706517504,-17.738815905869302,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,4,4,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,0.09,0.09,1.744839140379863,1.3115908204047608,0.6026929888651997,0.9026721367854277,0.4694238168103254,0.23947401472923563,1.5053651256506275,1.3115908204047608,1.744839140379863,0.19377430524586658,14.353652240434561,0.23947401472923557,0.43324831997510227,1.2215908204047607,13.573231337830675,90.48820891887117,122.58067706517504,-32.09246814630387,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,4,4,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,0.09,0.0,1.744839140379863,0.19377430524586658,0.6026929888651997,0.9026721367854277,0.4694238168103254,0.23947401472923563,1.5053651256506275,1.3115908204047608,1.744839140379863,0.19377430524586658,14.353652240434561,0.23947401472923557,0.43324831997510227,0.19377430524586658,193774305245.86658,38.754861049173314,122.58067706517504,-83.82581601600172,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
