benchmark,candidate_name,candidate_order,time_derivative_pressure_scale,forward_speed_pressure_gradient_scale,stokes_body_forward_speed_scale,end_contour_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_time_derivative_contribution_value,median_forward_speed_pressure_gradient_contribution_value,median_stokes_body_forward_speed_contribution_value,median_end_contour_contribution_value,max_abs_current_force_closure_residual_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,time_flipped_keep_gradient_end,8,-1.0,1.0,0.0,1.0,8,0,8,0.0,30.45833828991548,76.57401154043555,-1.7763568394002505e-15,13.333333333333329,4,3,-0.3159544476056929,0.014736244650857403,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_removed_keep_gradient_end,7,0.0,1.0,0.0,1.0,8,0,8,0.0,24.08266884558903,77.93675196404914,-23.18780142980399,3.091630301183713,6,1,0.0,0.014736244650857403,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_flipped_keep_time_end,4,1.0,-1.0,0.0,1.0,8,0,8,0.0,26.91851601948826,78.45708648810013,0.0,7.9669323088197395,3,3,0.3159544476056929,-0.014736244650857403,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_half_keep_gradient_end,9,0.5,1.0,0.0,1.0,8,0,8,0.0,27.95542774356275,102.05503350175634,-13.260567381568663,1.5458151505918565,6,1,0.15797722380284646,0.014736244650857403,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_only_no_gradient_no_end,1,1.0,0.0,0.0,0.0,8,0,8,0.0,23.18780142980399,104.21642801092648,-17.416002178922362,0.0,6,0,0.3159544476056929,0.0,0.0,0.0,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_removed_keep_time_end,3,1.0,0.0,0.0,1.0,8,0,8,0.0,25.35912505114356,117.14350033099319,-11.820191781248926,3.118781936689402,4,2,0.3159544476056929,0.0,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,end_flipped_keep_pressure,11,1.0,1.0,0.0,-1.0,8,0,8,0.0,36.685721930699046,129.97576953375284,-3.3816130362967316,0.0,6,0,0.3159544476056929,0.014736244650857403,0.0,-0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_half_keep_time_end,5,1.0,0.5,0.0,1.0,8,0,8,0.0,31.815002038831274,136.4867072524397,-7.375040369974112,1.5593909683447045,4,2,0.3159544476056929,0.007368122325428702,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_gradient_no_end,2,1.0,1.0,0.0,0.0,8,2,6,0.25,37.937882169752214,142.90284185381952,-7.805136416161739,0.0,6,0,0.3159544476056929,0.014736244650857403,0.0,0.0,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,1.0,1.0,0.0,1.0,8,0,8,0.0,39.19004240880539,155.8299141738862,0.0,3.552713678800501e-15,1,1,0.3159544476056929,0.014736244650857403,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_stokes_plus_end,12,1.0,0.0,1.0,1.0,8,0,8,0.0,76.8644435629867,156.97382356170056,-11.820191781248926,139.52396588861393,4,2,0.3159544476056929,0.0,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,all_terms_include_stokes,13,1.0,1.0,1.0,1.0,8,0,8,0.0,94.3978064207844,160.09260549838996,0.0,142.64274782530333,0,3,0.3159544476056929,0.014736244650857403,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_double_keep_time_end,6,1.0,2.0,0.0,1.0,8,0,8,0.0,61.23592189766377,194.51632801677928,14.750080739948231,66.86460272484653,2,4,0.3159544476056929,0.029472489301714807,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_double_keep_gradient_end,10,2.0,1.0,0.0,1.0,8,0,8,0.0,65.71117717194272,263.37967551814603,26.521134763137333,107.54976134425982,2,5,0.6319088952113858,0.014736244650857403,0.0,0.11973700736461781,9.280064970760532e-16,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
