benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_normal_derivative_source,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,1.0,10.486101731065332,838.3638333986734,10.486101731065332,9.486101731065332,9.486101731065332,0.15,0.0,0.15,63.24067820710222,63.24067820710222,0.0,relative,FAIL,2.174845296935436,2.714845545624616,6.305133419679557,8.249782515440636,0.38960644826773155,180.0,82304.20986116356,44.400550403529316,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,1.0,1.06129974890338,84.85091492482523,1.06129974890338,0.06129974890337997,0.06129974890337997,0.15,0.0,0.15,0.4086649926891998,63.24067820710222,-62.832013214413024,relative,PASS,0.0,2.609814356322523,1.3662385572595828,7.595374424043102,0.0,,81415.78498421444,43.92102849152328,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,1.0,10.486101731065332,838.3638333986734,10.486101731065332,9.486101731065332,9.486101731065332,0.15,0.0,0.15,63.24067820710222,63.24067820710222,0.0,relative,FAIL,2.174845296935436,0.8648448789725173,6.305133419679557,4.173038819886433,0.38960644826773155,180.0,82304.20986116356,44.400550403529316,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,1.0,34.0494303971049,2722.2519602485368,34.0494303971049,33.0494303971049,33.0494303971049,0.15,0.0,0.15,220.32953598069935,63.24067820710222,157.0888577735971,relative,FAIL,6.966481300601333,10.39972020526796,15.408079872219398,53.88142572892362,0.12430604439702715,-65.63586157621644,81313.84553539658,43.870920438497585,19.965503561863567,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,1.0,-11.709720551583619,-936.1921580991103,-11.709720551583619,12.709720551583619,12.709720551583619,0.15,0.0,0.15,84.73147034389079,63.24067820710222,21.49079213678857,relative,FAIL,6.966481300601333,12.580511546987152,15.408079872219398,38.91259669046026,0.12430604439702715,65.63586157621644,81332.0505512561,43.870920438497585,-19.965503561863567,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,1.0,20.46208356764137,1635.9435812329275,20.46208356764137,19.46208356764137,19.46208356764137,0.15,0.0,0.15,129.7472237842758,63.24067820710222,66.50654557717358,relative,FAIL,4.640786843184788,5.482505820018668,12.643863000571464,14.086895317009839,0.9739082084703725,180.0,86670.15345210905,46.757005216411805,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,2.1,10.801512660825933,1561.3589517389596,5.143577457536159,8.701512660825934,4.143577457536159,0.15,0.0,0.315,27.623849716907724,27.623849716907724,0.0,relative,FAIL,4.349690593870872,3.043262328234708,12.610266839359115,10.024734912587594,0.38960644826773155,180.0,82366.77772334366,22.200275201764658,9.956304499465043,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,2.1,0.05358764685659926,7.746095824673098,0.025517927074571074,2.046412353143401,0.974482072925429,0.15,0.0,0.315,6.496547152836193,27.623849716907724,-21.12730256407153,relative,FAIL,0.0,2.609814356322523,2.7324771145191655,7.682350839749827,0.0,,81479.03507192562,21.96051424576164,-0.0007702431601480526,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,2.1,10.801512660825933,1561.3589517389596,5.143577457536159,8.701512660825934,4.143577457536159,0.15,0.0,0.315,27.623849716907724,27.623849716907724,0.0,relative,FAIL,4.349690593870872,1.7296897579450345,12.610266839359115,8.340345175868778,0.38960644826773155,180.0,82366.77772334366,22.200275201764658,9.956304499465043,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,2.1,28.934720362262517,4182.514622931309,13.778438267744056,26.834720362262516,12.778438267744054,0.15,0.0,0.315,85.18958845162703,27.623849716907724,57.565738734719304,relative,FAIL,13.932962601202666,16.524955952534924,30.816159744438796,97.22789702615232,0.12430604439702715,-65.63586157621644,81368.07790437053,21.935460219248792,41.80966453762716,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
