benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,row_family,column_family,station_index,x_m,x_over_l,is_configured_end_station,is_bow_station,zero_mi_target_value_per_m,eq31_row_measure_transport_density_value_per_m,eq32_stokes_body_density_value_per_m,eq32_boundary_proxy_density_value_per_m,eq32_stokes_plus_boundary_proxy_density_value_per_m,eq31_minus_eq32_boundary_proxy_density_value_per_m,row_measure_transport_density_value_per_m,stokes_body_forward_density_value_per_m,normal_variation_density_value_per_m,panel_length_variation_density_value_per_m,lever_variation_density_value_per_m,product_rule_residual_density_value_per_m,waterline_contour_density_value_per_m,boundary_density_value_per_m,section_endpoint_panel_density_value_per_m,section_interior_panel_density_value_per_m,best_mapping_candidate_name,best_mapping_candidate_density_value_per_m,mapping_residual_density_value_per_m,mapped_normalized_y_density_value_per_m,mapped_normalized_arclength_density_value_per_m,dominant_gradient_component,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,0.075,0.024999999999999998,True,False,0.0,-11.04570461708729,-0.0,-0.690484100371839,-0.690484100371839,-10.355220516715452,-11.04570461708729,-0.0,-11.002419607242112,-0.09239123594191385,0.0,0.04910622609673498,-0.690484100371839,-0.690484100371839,-0.690484100371839,-10.355220516715452,mapped_normalized_y_central,-10.673089740092873,-0.3726148769944171,-10.673089740092873,-10.931038754046963,normal_variation,zero_m3_target;configured_end_station;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,1,0.15,0.049999999999999996,False,False,0.0,5.783410840906196,-0.0,-0.11320024360237217,-0.11320024360237217,5.896611084508568,5.783410840906196,-0.0,5.600907057691134,0.17317570366959992,0.0,0.009328079545462185,-0.11320024360237217,-0.11320024360237217,-0.11320024360237217,5.896611084508568,mapped_fixed_y_central,5.405178459801646,0.37823238110455026,5.769685939942005,5.783410531733087,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,2,0.22499999999999998,0.075,False,False,0.0,-20.704681368851418,-0.0,-0.7621619179808052,-0.7621619179808052,-19.942519450870613,-20.704681368851418,-0.0,-19.45036699050665,-1.2395984380693612,0.0,-0.014715940275400815,-0.7621619179808052,-0.7621619179808052,-0.7621619179808052,-19.942519450870613,mapped_normalized_y_central,-20.21084926791513,-0.49383210093628804,-20.21084926791513,-20.70643470890554,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,3,0.3,0.09999999999999999,False,False,0.0,-12.025866809754856,-0.0,-0.6679064468159918,-0.6679064468159918,-11.357960362938863,-12.025866809754856,-0.0,-10.881726106914632,-1.1455018334436096,0.0,0.0013611306033884023,-0.6679064468159918,-0.6679064468159918,-0.6679064468159918,-11.357960362938863,mapped_normalized_y_central,-11.563047497780465,-0.46281931197439086,-11.563047497780465,-12.028628106750517,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,4,0.375,0.125,False,False,0.0,-10.700335947474523,-0.0,-0.7572246603154169,-0.7572246603154169,-9.943111287159105,-10.700335947474523,-0.0,-9.290368944063468,-1.4175093520122266,0.0,0.007542348601171186,-0.7572246603154169,-0.7572246603154169,-0.7572246603154169,-9.943111287159105,mapped_normalized_y_central,-10.159333569952707,-0.5410023775218153,-10.159333569952707,-10.705090952911025,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,5,0.44999999999999996,0.15,False,False,0.0,-10.304461066626,-0.0,-0.8827826022611671,-0.8827826022611671,-9.421678464364833,-10.304461066626,-0.0,-8.572522039079457,-1.743150046191817,0.0,0.011211018645271192,-0.8827826022611671,-0.8827826022611671,-0.8827826022611671,-9.421678464364833,mapped_normalized_y_central,-9.686078811142725,-0.6183822554832759,-9.686078811142725,-10.311799158267583,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,6,0.525,0.17500000000000002,False,False,0.0,-10.12944651601417,-0.0,-1.0234006084653562,-1.0234006084653562,-9.106045907548813,-10.12944651601417,-0.0,-8.07830555110741,-2.064439730123867,0.0,0.013298765217108658,-1.0234006084653562,-1.0234006084653562,-1.0234006084653562,-9.106045907548813,mapped_normalized_y_central,-9.450849698678663,-0.6785968173355066,-9.450849698678663,-10.139653291754328,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,7,0.6,0.19999999999999998,False,False,0.0,-9.963422798785702,-0.0,-1.1672410066355714,-1.1672410066355714,-8.796181792150131,-9.963422798785702,-0.0,-7.631216580820391,-2.346436674887968,0.0,0.014230456922657717,-1.1672410066355714,-1.1672410066355714,-1.1672410066355714,-8.796181792150131,mapped_normalized_y_central,-9.247421184934572,-0.7160016138511303,-9.247421184934572,-9.976440079291168,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,8,0.6749999999999999,0.22499999999999998,False,False,0.0,-9.697657226882223,-0.0,-1.3007591396049127,-1.3007591396049127,-8.396898087277311,-9.697657226882223,-0.0,-7.153561680690096,-2.5583781574240816,0.0,0.01428261123195695,-1.3007591396049127,-1.3007591396049127,-1.3007591396049127,-8.396898087277311,mapped_normalized_y_central,-8.969908077822918,-0.7277491490593047,-8.969908077822918,-9.71307455019319,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,9,0.75,0.25,False,False,0.0,-9.244747150543366,-0.0,-1.4041588716640794,-1.4041588716640794,-7.840588278879287,-9.244747150543366,-0.0,-6.590470532990071,-2.667906853054337,0.0,0.013630235501040422,-1.4041588716640794,-1.4041588716640794,-1.4041588716640794,-7.840588278879287,mapped_normalized_y_central,-8.533520246009264,-0.7112269045341026,-8.533520246009264,-9.261805150706978,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
