benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,end_term_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,base_time_plus_pressure_gradient_value,end_term_component_value,candidate_end_contribution_value,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,1.0,10.486101731065332,838.3638333986734,10.486101731065332,10.486101731065332,0.0,0.0,9.486101731065332,9.486101731065332,0.15,0.0,0.15,63.24067820710222,63.24067820710222,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,1.0,10.486101731065332,838.3638333986734,10.486101731065332,10.486101731065332,0.0,0.0,9.486101731065332,9.486101731065332,0.15,0.0,0.15,63.24067820710222,63.24067820710222,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,1.0,10.486101731065332,838.3638333986734,10.486101731065332,10.486101731065332,0.0,-0.0,9.486101731065332,9.486101731065332,0.15,0.0,0.15,63.24067820710222,63.24067820710222,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,1.0,10.486101731065332,838.3638333986734,10.486101731065332,10.486101731065332,0.0,0.0,9.486101731065332,9.486101731065332,0.15,0.0,0.15,63.24067820710222,63.24067820710222,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,1.0,10.486101731065332,838.3638333986734,10.486101731065332,10.486101731065332,0.0,0.0,9.486101731065332,9.486101731065332,0.15,0.0,0.15,63.24067820710222,63.24067820710222,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,2.1,10.801512660825933,1561.3589517389596,5.143577457536159,9.956304499465043,0.8452081613608908,0.8452081613608908,8.701512660825934,4.143577457536159,0.15,0.0,0.315,27.623849716907724,27.623849716907724,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,2.1,9.956304499465043,1439.1840888042764,4.741097380697639,9.956304499465043,0.8452081613608908,0.0,7.856304499465043,3.7410973806976395,0.15,0.0,0.315,24.94064920465093,27.623849716907724,-2.683200512256793,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,2.1,9.111096338104153,1317.0092258695934,4.33861730385912,9.956304499465043,0.8452081613608908,-0.8452081613608908,7.011096338104153,3.3386173038591203,0.15,0.0,0.315,22.257448692394135,27.623849716907724,-5.366401024513589,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,2.1,10.378908580145488,1500.271520271618,4.942337419116899,9.956304499465043,0.8452081613608908,0.4226040806804454,8.278908580145488,3.942337419116899,0.15,0.0,0.315,26.28224946077933,27.623849716907724,-1.3416002561283946,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,2.1,11.646720822186825,1683.533814673643,5.546057534374679,9.956304499465043,0.8452081613608908,1.6904163227217817,9.546720822186826,4.546057534374679,0.15,0.0,0.315,30.307050229164528,27.623849716907724,2.6832005122568034,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,-0.2,-3.0938284595059806,-742.0547560125095,15.469142297529903,-2.9435692308196,-0.15025922868638075,-0.15025922868638075,2.8938284595059804,14.4691422975299,0.3,0.0,0.06,48.23047432509968,48.23047432509968,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,-0.2,-2.9435692308196,-706.0150800120812,14.717846154098,-2.9435692308196,-0.15025922868638075,-0.0,2.7435692308196,13.717846154097998,0.3,0.0,0.06,45.726153846993334,48.23047432509968,-2.5043204781063437,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,-0.2,-2.7933100021332193,-669.9754040116527,13.966550010666095,-2.9435692308196,-0.15025922868638075,0.15025922868638075,2.593310002133219,12.966550010666095,0.3,0.0,0.06,43.22183336888699,48.23047432509968,-5.0086409562126875,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,-0.2,-3.0186988451627905,-724.0349180122954,15.093494225813952,-2.9435692308196,-0.15025922868638075,-0.07512961434319038,2.8186988451627903,14.09349422581395,0.3,0.0,0.06,46.97831408604651,48.23047432509968,-1.2521602390531683,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
