benchmark,coefficient,source_row,station_index,x_m,x_over_l,station_trapezoid_weight_m,pressure_gradient_density_value_per_m,station_pressure_gradient_contribution_value,station_abs_pressure_gradient_contribution_share,station_signed_pressure_gradient_contribution_share_of_net,body_potential_x_gradient_gain_times_l,body_potential_adjacent_relative_jump,reported_pressure_gradient_component_value,station_integral_pressure_gradient_value,station_integral_minus_reported_pressure_gradient_component,current_computed_value,reference_value,current_gate_error_ratio,without_first_station_computed_value,without_first_station_gate_error_ratio,without_first_two_stations_computed_value,without_first_two_stations_gate_error_ratio,diagnostic_flags,diagnostic_candidate_status,failure_source,gate_role
ma2005_wigley_iii_coefficients,A33,0,0,0.075,0.024999999999999998,0.0375,0.0,0.0,0.0,,89.13217137889673,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,first_active_station|peak_abs_pressure_gradient_contribution_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,1,0.15,0.049999999999999996,0.07499999999999998,0.0,0.0,0.0,,45.896166147832346,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,second_active_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,2,0.22499999999999998,0.075,0.075,0.0,0.0,0.0,,17.96927951649507,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,3,0.3,0.09999999999999999,0.07500000000000001,0.0,0.0,0.0,,13.945127901389352,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,4,0.375,0.125,0.07499999999999998,0.0,0.0,0.0,,2.568039460293524,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,5,0.44999999999999996,0.15,0.07500000000000001,0.0,0.0,0.0,,2.8795813774317662,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,6,0.525,0.17500000000000002,0.07500000000000001,0.0,0.0,0.0,,3.2003436295821657,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,7,0.6,0.19999999999999998,0.07499999999999996,0.0,0.0,0.0,,3.176354317561262,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,8,0.6749999999999999,0.22499999999999998,0.07500000000000001,0.0,0.0,0.0,,2.8776235402588535,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,9,0.75,0.25,0.07500000000000001,0.0,0.0,0.0,,2.302125947935621,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,10,0.825,0.27499999999999997,0.07499999999999996,0.0,0.0,0.0,,1.6030895385929056,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,11,0.8999999999999999,0.3,0.07500000000000001,0.0,0.0,0.0,,1.7177086996689932,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,12,0.975,0.325,0.07500000000000007,0.0,0.0,0.0,,3.0355775176226434,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,13,1.05,0.35000000000000003,0.07500000000000001,0.0,0.0,0.0,,4.596676258091406,,0.0,0.0,0.0,10.486101731065332,1.0,63.24067820710222,10.486101731065332,63.24067820710222,10.486101731065332,63.24067820710222,background_station,startup_removal_does_not_pass_this_coefficient,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
