benchmark,candidate_name,candidate_order,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_forward_gradient_component_value,max_abs_forward_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,phase_aligned_forward,5,8,1,7,0.125,39.40875293154245,81.11492844541807,-7.105427357601002e-15,24.657403309937603,4,3,-5.336034582369105e-16,9.355946485242267,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_central,4,8,0,8,0.0,63.24468037549548,102.23609205520604,-7.105427357601002e-15,55.93670425060331,4,3,-5.168938875645894e-16,7.545643591442814,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_backward,6,8,0,8,0.0,76.62748526543403,121.93994211066082,-0.3203674772571148,85.82349670600627,5,2,0.03089745740660801,5.748316163484406,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_forward,8,8,0,8,0.0,36.84234227795313,126.25050024977953,-2.3477001308522603,6.025254802040674,4,2,0.17758649841633375,8.371606911139779,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_forward,2,8,0,8,0.0,37.09970563816335,132.33462672165314,-5.947536701551965,0.0,6,0,0.14135862406877117,8.545327179281676,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_forward,11,8,0,8,0.0,37.03437353794793,133.20522323085905,-6.302758701217503,0.0,6,0,0.13793594421841177,8.501228011636265,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_aft_gradient_zero,13,8,0,8,0.0,36.826654483501144,139.90894560359544,-3.9937888125308803,0.0,6,0,0.16628849536099188,8.361017649884685,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_aft_gradient_copy_second,14,8,0,8,0.0,36.45590642839239,140.58620115106467,-2.7341359804130008,2.2064158165746015,4,2,0.19006271439484096,8.110762712686272,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_central,7,8,0,8,0.0,37.6899124691492,143.38539577345398,-2.9132699123765633,0.0,6,0,0.16889562633506697,8.943716790197124,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_central,10,8,0,8,0.0,37.9121988633473,147.72250846390727,-5.422820939408846,0.0,6,0,0.10714274229341139,9.093760106280834,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,8,0,8,0.0,39.19004240880539,155.8299141738862,0.0,7.105427357601002e-15,1,2,0.014736244650857403,9.956304499465043,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_central,1,8,0,8,0.0,39.19004240880539,155.8299141738862,0.0,7.105427357601002e-15,1,2,0.014736244650857403,9.956304499465043,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_backward,9,8,0,8,0.0,38.281542952541216,158.9984216175438,-0.9084994562641739,12.336996283313752,4,2,0.1493407004410528,9.343067366486729,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_backward,12,8,0,8,0.0,38.78771815825245,162.19911602171706,-0.40232425055293675,9.604251394907138,4,2,0.07650808915576612,9.684735630341814,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_backward,3,8,0,8,0.0,38.78613544217487,162.24929334927694,-0.40390696663051884,9.99599749126817,4,2,0.07882342506830774,9.683667296989448,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_first_pair_gradient_average,15,8,0,8,0.0,59.67388486346714,177.86816397055492,15.238741252655265,49.65891911598915,0,6,0.5497553704304773,12.614662802687217,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
