benchmark,coefficient,candidate_name,candidate_order,row_count,station_count,total_current_forward_gradient_integral_value,total_candidate_forward_gradient_integral_value,total_forward_gradient_integral_delta_vs_current,max_abs_station_integral_delta_vs_current,dominant_delta_station_index,dominant_delta_x_over_l,dominant_delta_value,dominant_candidate_density_value_per_m,dominant_current_density_value_per_m,dominant_station_delta_share_of_total_abs_delta,max_gradient_norm_ratio_to_current,median_gradient_norm_ratio_to_current,max_gradient_peak_phase_delta_abs_deg,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A33,current_default,0,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,current_default,0,39,39,-1.7700096887937868,-1.7700096887937868,0.0,0.0,0,0.024999999999999998,0.0,-7.562841360973568,-7.562841360973568,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,current_default,0,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,current_default,0,39,39,0.029472489301714845,0.029472489301714845,0.0,0.0,0,0.024999999999999998,0.0,-8.082786704540501,-8.082786704540501,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B33,current_default,0,39,39,9.956304499465048,9.956304499465048,0.0,0.0,0,0.024999999999999998,0.0,42.540982655476284,42.540982655476284,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B35,current_default,0,39,39,1.5087701398728295,1.5087701398728295,0.0,0.0,0,0.024999999999999998,0.0,16.557807313102455,16.557807313102455,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,current_default,0,39,39,-0.07368122325428822,-0.07368122325428822,0.0,0.0,0,0.024999999999999998,0.0,20.206966761351236,20.206966761351236,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B55,current_default,0,39,39,0.9026721367854277,0.9026721367854277,0.0,0.0,0,0.024999999999999998,0.0,7.864958473723669,7.864958473723669,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,scheme_central,1,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,scheme_central,1,39,39,-1.7700096887937868,-1.7700096887937868,0.0,0.0,0,0.024999999999999998,0.0,-7.562841360973568,-7.562841360973568,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,scheme_central,1,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,scheme_central,1,39,39,0.029472489301714845,0.029472489301714845,0.0,0.0,0,0.024999999999999998,0.0,-8.082786704540501,-8.082786704540501,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B33,scheme_central,1,39,39,9.956304499465048,9.956304499465048,0.0,0.0,0,0.024999999999999998,0.0,42.540982655476284,42.540982655476284,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B35,scheme_central,1,39,39,1.5087701398728295,1.5087701398728295,0.0,0.0,0,0.024999999999999998,0.0,16.557807313102455,16.557807313102455,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,scheme_central,1,39,39,-0.07368122325428822,-0.07368122325428822,0.0,0.0,0,0.024999999999999998,0.0,20.206966761351236,20.206966761351236,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
