benchmark,coefficient,station_count,reference_value,computed_value,gate_error_ratio,coefficient_status,time_component_value,station_integral_time_component_value,required_global_scale_to_reference_from_time_integral,max_inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,median_inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,max_free_normal_ratio_station_index,max_free_normal_ratio_x_over_l,max_body_potential_to_inner_free_surface_normal_derivative_gain,median_body_potential_to_inner_free_surface_normal_derivative_gain,max_body_potential_to_inner_free_surface_normal_derivative_gain_x_over_l,max_body_potential_to_body_normal_velocity_gain,median_body_potential_to_body_normal_velocity_gain,max_free_surface_potential_to_body_potential_ratio,max_control_potential_to_body_potential_ratio,peak_abs_time_contribution_station_index,peak_abs_time_contribution_x_over_l,peak_abs_time_contribution_share,free_normal_peak_matches_time_peak,free_normal_ratio_to_abs_contribution_share_pearson,failure_source,diagnostic_conclusion,remaining_blocker,gate_role
ma2005_wigley_iii_coefficients,A33,39,1.0,10.486101731065332,63.24067820710222,FAIL,10.486101731065332,10.48610173106533,0.09536432371597882,10.87348563356809,0.39411270276063365,0,0.024999999999999998,18.053573366339492,3.2936748151384796,0.425,32.42237966277517,1.9267181350709344,0.20513105748353805,0.19836884865748436,11,0.3,0.0682809700956954,false,0.06996453803420714,free_normal_to_body_potential_scale_suspect,free_normal_gain_is_large_but_not_colocated_with_peak_time_pressure,"Audit Eq.23/Eq.24 free-surface normal-derivative units, inner/free/control matching signs, and station marching initialization before applying any production scale or sign correction.",diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A53,39,0.15,1.5067324721629993,30.149610492511098,FAIL,1.5067324721629993,1.5067324721629989,0.09955317401812319,10.87348563356809,0.39411270276063365,0,0.024999999999999998,18.053573366339492,3.2936748151384796,0.425,32.42237966277517,1.9267181350709344,0.20513105748353805,0.19836884865748436,9,0.25,0.0764634572591667,false,0.25610596135293134,free_normal_to_body_potential_scale_suspect,free_normal_gain_is_large_but_not_colocated_with_peak_time_pressure,"Audit Eq.23/Eq.24 free-surface normal-derivative units, inner/free/control matching signs, and station marching initialization before applying any production scale or sign correction.",diagnostic_free_normal_to_body_potential_not_hard_gate
