benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,use_free_surface_marching,time_step_scale,free_surface_velocity_scale,history_rhs_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,2.1,0.05358764685659926,7.746095824673098,0.025517927074571074,2.046412353143401,0.974482072925429,0.15,0.0,0.315,6.496547152836193,27.623849716907724,-21.12730256407153,relative,FAIL,0.0,0.0,2.7324771145191655,1.8816117058979596,81479.03507192562,21.96051424576164,-0.0007702431601480526,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,2.1,14.661890470018156,2119.3766700661836,6.98185260477055,12.561890470018156,5.98185260477055,0.15,0.0,0.315,39.879017365137,27.623849716907724,12.255167648229278,relative,FAIL,3.0169172364447605,2.063387803260464,8.219228167670789,6.940125547288134,81871.22160738644,22.066436386869142,12.386926306216182,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1.0,1.0,2.1,11.485049781560738,1660.16426131155,5.469071324552732,9.385049781560738,4.469071324552733,0.15,0.0,0.315,29.79380883035155,27.623849716907724,2.169959113443827,relative,FAIL,2.1817040405033423,1.3658166771509745,7.439810613214376,4.678615879970154,81617.35897330524,21.99787302658954,9.421481414570817,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_time_step_quarter,5,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1.0,1.0,2.1,4.110280524139945,594.1411626354086,1.9572764400666403,2.010280524139945,0.9572764400666405,0.15,0.0,0.315,6.3818429337776035,27.623849716907724,-21.242006783130122,relative,FAIL,0.8268908618179459,0.5386717534955249,3.416283307216095,2.386580438736809,81429.04296835627,21.947012251585765,3.2804451075154213,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_velocity_flipped,6,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,-1.0,1.0,2.1,-953.3685130545813,-137809.44474215986,-453.98500621646724,955.4685130545813,454.9850062164673,0.15,0.0,0.315,3033.2333747764487,27.623849716907724,3005.609525059541,relative,FAIL,452.51518271868366,507.85975711839234,2804.4279171695134,3149.295316548751,80367.72350477698,21.660364285923905,-705.6051404297109,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,outer_history_rhs_disabled,7,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1.0,0.0,2.1,9.039179381996195,1306.6136278893016,4.304371134283902,6.939179381996196,3.3043711342839024,0.15,0.0,0.315,22.029140895226018,27.623849716907724,-5.5947088216817065,relative,FAIL,4.22863264051965,2.941208389889653,12.688711640178505,11.070016162201014,82359.94496020873,22.198429833798514,8.566435538191964,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,-0.2,-3.0938284595059806,-742.0547560125095,15.469142297529903,2.8938284595059804,14.4691422975299,0.3,0.0,0.06,48.23047432509968,48.23047432509968,0.0,relative,FAIL,3.2622679454031545,2.8562786446185453,9.457700129519338,9.031836889593912,79215.45336913165,28.48605824879709,-1.770009688793787,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,-0.2,-0.009407965989727632,-2.2565006426361727,0.04703982994863816,0.1905920340102724,0.9529601700513619,0.3,0.0,0.06,3.1765339001712065,48.23047432509968,-45.05394042492847,relative,FAIL,0.0,0.0,2.049357835889374,1.7032891584245002,78314.6189273537,28.161832571910168,0.00013693211735968998,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,-0.2,-0.009407965989727632,-2.2565006426361727,0.04703982994863816,0.1905920340102724,0.9529601700513619,0.3,0.0,0.06,3.1765339001712065,48.23047432509968,-45.05394042492847,relative,FAIL,0.0,0.0,2.049357835889374,1.7032891584245002,78314.6189273537,28.161832571910168,0.00013693211735968998,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,-0.2,-3.5864361575992194,-860.2067124001728,17.932180787996096,3.3864361575992192,16.932180787996096,0.3,0.0,0.06,56.44060262665366,48.23047432509968,8.21012830155398,relative,FAIL,2.26268792733357,1.9433681519824442,6.164421125753088,6.107506635765347,78733.55849124852,28.312594704020572,-2.2021202322162097,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1.0,1.0,-0.2,-2.686912830299715,-644.4560423473868,13.434564151498575,2.486912830299715,12.434564151498574,0.3,0.0,0.06,41.44854717166192,48.23047432509968,-6.781927153437756,relative,FAIL,1.6362780303775069,1.3389369879520565,5.579857959910781,4.5553270916199615,78486.71831364464,28.223741251181668,-1.674930029257033,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,free_surface_time_step_quarter,5,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1.0,1.0,-0.2,-0.9358444801495027,-224.46229856385824,4.679222400747514,0.7358444801495028,3.6792224007475136,0.3,0.0,0.06,12.26407466915838,48.23047432509968,-35.9663996559413,relative,FAIL,0.6201681463634593,0.5204896453981888,2.5622124804120703,2.245450882279301,78303.59368491858,28.157822929822927,-0.5831902413360747,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,free_surface_velocity_flipped,6,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,-1.0,1.0,-0.2,199.44042760818326,47835.78656182276,-997.2021380409162,199.64042760818324,998.2021380409162,0.3,0.0,0.06,3327.3404601363877,48.23047432509968,3279.109985811288,relative,FAIL,339.3863870390126,421.1082233518111,2103.320937877134,2611.0568393477492,77271.3971144187,27.78626630940252,125.44091385417097,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,outer_history_rhs_disabled,7,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1.0,0.0,-0.2,-2.666605647227923,-639.5853644876174,13.333028236139615,2.4666056472279227,12.333028236139613,0.3,0.0,0.06,41.110094120465384,48.23047432509968,-7.120380204634294,relative,FAIL,3.1714744803897372,2.768227693682933,9.516533730133883,9.311920707122729,79208.84722705076,28.483680181429687,-1.5229218734563483,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,0.13,6.2073666527815625,2691.8250603537153,47.748974252165866,6.077366652781563,46.748974252165866,0.3,0.0,0.039,155.8299141738862,155.8299141738862,0.0,relative,FAIL,5.437113242338589,3.285316242793356,15.762833549198891,11.701255447893319,78725.27956143334,16.967697911132014,1.5087701398728288,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,0.13,0.9672333855757728,419.4408373375096,7.440256812121329,0.8372333855757728,6.440256812121329,0.3,0.0,0.039,21.467522707071097,155.8299141738862,-134.3623914668151,relative,FAIL,0.0,0.0,3.415596393148956,2.1329969034034537,77824.78174993492,16.77301754556176,0.5168474835946075,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,0.13,0.9672333855757728,419.4408373375096,7.440256812121329,0.8372333855757728,6.440256812121329,0.3,0.0,0.039,21.467522707071097,155.8299141738862,-134.3623914668151,relative,FAIL,0.0,0.0,3.415596393148956,2.1329969034034537,77824.78174993492,16.77301754556176,0.5168474835946075,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,0.13,3.2934254089373005,1428.194199904479,25.334041607210004,3.1634254089373006,24.334041607210004,0.3,0.0,0.039,81.11347202403336,155.8299141738862,-74.71644214985285,relative,FAIL,3.771146545555949,2.219872516701031,10.27403520958848,7.882446556754925,78246.47149874768,16.864170002679742,0.09188549427088936,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1.0,1.0,0.13,1.8250988379646043,791.4542614385581,14.039221830496956,1.6950988379646041,13.039221830496954,0.3,0.0,0.039,43.464072768323184,155.8299141738862,-112.36584140556303,relative,FAIL,2.727130050629178,1.430172832647676,9.29976326651797,5.4601735446474935,78001.2198866317,16.81114081607647,-0.17829482934787735,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,free_surface_time_step_quarter,5,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1.0,1.0,0.13,1.0499770697042352,455.3226427764037,8.076746690032579,0.9199770697042352,7.076746690032579,0.3,0.0,0.039,23.58915563344193,155.8299141738862,-132.2407585404443,relative,FAIL,1.0336135772724322,0.5611838111811375,4.270354134020116,2.8340405996681826,77819.27148724403,16.77179895900174,0.17909529496018328,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,free_surface_velocity_flipped,6,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,-1.0,1.0,0.13,243.76093146945885,105706.94801323254,1875.0840882266066,243.63093146945886,1874.0840882266066,0.3,0.0,0.039,6246.946960755356,155.8299141738862,6091.117046581469,relative,FAIL,565.6439783983546,601.2790301200755,3505.5348964618906,3728.853050175705,76793.69803487846,16.550038457845897,210.0334374788612,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,outer_history_rhs_disabled,7,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1.0,0.0,0.13,6.549029486432743,2839.987176313401,50.37714989563648,6.419029486432743,49.377149895636485,0.3,0.0,0.039,164.59049965212162,155.8299141738862,8.760585478235413,relative,FAIL,5.285790800649562,3.1770610692182597,15.860889550223137,12.985251634068756,78718.72314561017,16.96628021108548,1.8943107060249396,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,0.15,1.5067324721629993,361.3897834482954,10.04488314775333,1.3567324721629994,9.04488314775333,0.3,0.0,0.045,30.149610492511098,30.149610492511098,0.0,relative,FAIL,4.349690593870872,3.043262328234708,12.610266839359115,10.024734912587594,82366.77772334366,22.200275201764658,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,0.15,-2.2968671853472325e-05,-0.005509035944055338,-0.00015312447902314887,0.15002296867185347,1.0001531244790232,0.3,0.0,0.045,3.3338437482634107,30.149610492511098,-26.815766744247686,relative,FAIL,0.0,0.0,2.7324771145191655,1.8816117058979596,81479.03507192562,21.96051424576164,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,0.15,-2.2968671853472325e-05,-0.005509035944055338,-0.00015312447902314887,0.15002296867185347,1.0001531244790232,0.3,0.0,0.045,3.3338437482634107,30.149610492511098,-26.815766744247686,relative,FAIL,0.0,0.0,2.7324771145191655,1.8816117058979596,81479.03507192562,21.96051424576164,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,0.15,1.3013752386543056,312.1348509912352,8.675834924362038,1.1513752386543057,7.6758349243620385,0.3,0.0,0.045,25.58611641454013,30.149610492511098,-4.563494077970969,relative,FAIL,3.0169172364447605,2.063387803260464,8.219228167670789,6.940125547288134,81871.22160738644,22.066436386869142,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1.0,1.0,0.15,0.8605779553052385,206.40962257996148,5.7371863687015905,0.7105779553052385,4.7371863687015905,0.3,0.0,0.045,15.7906212290053,30.149610492511098,-14.358989263505798,relative,FAIL,2.1817040405033423,1.3658166771509745,7.439810613214376,4.678615879970154,81617.35897330524,21.99787302658954,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,free_surface_time_step_quarter,5,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1.0,1.0,0.15,0.2711710872725905,65.04038528233083,1.8078072484839367,0.12117108727259049,0.8078072484839366,0.3,0.0,0.045,2.6926908282797886,30.149610492511098,-27.456919664231307,relative,FAIL,0.8268908618179459,0.5386717534955249,3.416283307216095,2.386580438736809,81429.04296835627,21.947012251585765,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,free_surface_velocity_flipped,6,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,-1.0,1.0,0.15,-32.924825370519585,-7897.019365119123,-219.49883580346392,33.074825370519584,220.4988358034639,0.3,0.0,0.045,734.9961193448796,30.149610492511098,704.8465088523685,relative,FAIL,452.51518271868366,507.85975711839234,2804.4279171695134,3149.295316548751,80367.72350477698,21.660364285923905,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,outer_history_rhs_disabled,7,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1.0,0.0,0.15,1.409634086657987,338.1007356849182,9.397560577719915,1.2596340866579872,8.397560577719915,0.3,0.0,0.045,27.991868592399715,30.149610492511098,-2.1577419001113824,relative,FAIL,4.22863264051965,2.941208389889653,12.688711640178505,11.070016162201014,82359.94496020873,22.198429833798514,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,-0.1,0.32779265339213487,142.1473111476984,-3.2779265339213484,0.4277926533921349,4.277926533921349,0.3,0.0,0.03,14.259755113071163,14.259755113071163,0.0,relative,FAIL,4.349690593870872,3.043262328234708,12.610266839359115,10.024734912587594,82366.77772334366,22.200275201764658,-0.07368122325428837,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,-0.1,0.12363051587390693,53.61238339364314,-1.2363051587390692,0.22363051587390692,2.236305158739069,0.3,0.0,0.03,7.454350529130231,14.259755113071163,-6.805404583940932,relative,FAIL,0.0,0.0,2.7324771145191655,1.8816117058979596,81479.03507192562,21.96051424576164,0.09781051811595197,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
