benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_local_index,x_m,x_over_l,body_phi_solution_norm,body_phi_n_known_norm,body_phi_to_phi_n_norm_ratio,free_phi_known_norm,free_phi_n_solution_norm,free_phi_n_to_phi_norm_ratio,control_phi_solution_norm,control_phi_n_solution_norm,control_phi_n_to_phi_norm_ratio,outer_history_rhs_norm,matched_rhs_total_norm,matched_rhs_body_normal_velocity_norm,matched_rhs_inner_free_surface_potential_norm,matched_rhs_outer_control_history_norm,matched_rhs_body_normal_velocity_to_total_ratio,matched_rhs_inner_free_surface_potential_to_total_ratio,matched_rhs_outer_control_history_to_total_ratio,matched_rhs_source_sum_relative_residual,body_pressure_total_norm,body_pressure_time_derivative_norm,body_pressure_forward_speed_norm,body_pressure_forward_to_time_norm_ratio,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,14.730066178264186,0.45431786104139943,32.42237966277517,1.3370490120471827,4.94001873510704,3.694717763220421,1.1995637297163666,1.4579756644509045,1.2154215973132487,2.286424000676488,5.828104439121562,0.49903934716550924,5.215392979985776,2.286424000676488,0.08562635628415861,0.8948695128002653,0.3923100597389274,0.0,973629.0314951825,27297.83936622175,973246.2786654686,35.652868551558704,0.7043401344674087,0.7043401344674087,0.0,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,1,0.15,0.049999999999999996,7.014048138464829,0.8714896660775344,8.048343441677488,1.4387991118837318,4.4315455105278385,3.0800307519830805,1.3913686536554395,2.1011171873929104,1.5101081815181054,1.9215498442496257,6.506851970895571,0.9378851812255121,5.865925325001217,1.9215498442496257,0.1441380848097619,0.9014997346241856,0.2953117502664123,0.0,238985.77673648318,12998.472449043846,238632.02047573504,18.35846645913294,-0.7985458843477021,-0.7985458843477021,0.0,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave,heave_force,0,0.075,0.024999999999999998,29.460132356528373,0.9086357220827989,32.42237966277517,2.6740980240943655,9.88003747021408,3.694717763220421,2.399127459432733,2.915951328901809,1.2154215973132487,4.572848001352976,11.656208878243124,0.9980786943310185,10.430785959971551,4.572848001352976,0.08562635628415861,0.8948695128002653,0.3923100597389274,0.0,1949552.7764822775,109191.357464887,1946492.5573309371,17.826434275779352,42.540982655476284,-0.0,42.540982655476284,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave,heave_force,1,0.15,0.049999999999999996,14.028096276929658,1.7429793321550688,8.048343441677488,2.8775982237674635,8.863091021055677,3.0800307519830805,2.782737307310879,4.202234374785821,1.5101081815181054,3.8430996884992514,13.013703941791142,1.8757703624510242,11.731850650002434,3.8430996884992514,0.1441380848097619,0.9014997346241856,0.2953117502664123,0.0,480087.8350484038,51993.88979617538,477264.0409514701,9.17923322956647,-12.771407798986884,-0.0,-12.771407798986884,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,0,0.075,0.024999999999999998,42.88724093321159,1.1136725753985108,38.50973964934445,2.0134204103918893,8.121613214925164,4.0337393884590576,1.464727004371765,1.8839388957790812,1.2862047945836297,2.893942543692833,9.346606377664921,1.223298669590189,8.338222616917871,2.893942543692833,0.13088158633848535,0.8921123111424988,0.3096249512131302,0.0,2232254.416244886,119218.30489629418,2234525.370691967,18.743139928350264,-7.1427115105714005,0.42012985040216755,-7.562841360973568,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,1,0.15,0.049999999999999996,13.254006476809241,2.051358760154261,6.461086541396859,2.0580546970744438,8.209135531612032,3.9887839440231807,1.732235644998581,2.725160930367292,1.573204510734753,2.4529788149915794,9.93754252706188,2.207644057542563,8.580673086906767,2.4529788149915794,0.2221519104477505,0.863460263293456,0.24683957913253066,0.0,552868.9448609374,36843.59615743123,554038.6478418296,15.03758334214837,2.042423831726501,-0.22804866587116426,2.2704724975976647,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,0,0.075,0.024999999999999998,67.48150803197855,1.7078609235371336,39.51229699208661,2.5853848698655084,10.988639697146079,4.250291639448523,1.5085736291005023,2.101710321439104,1.3931771581425982,3.143345323703728,12.478341976288965,1.8759768730593458,11.112822657502143,3.1433453237037283,0.15033863285875884,0.8905688495008753,0.2519040854687774,0.0,3387472.0024504946,312642.7512534823,3383028.0837400057,10.820746907377162,16.83954336688942,0.281736053786964,16.557807313102455,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,1,0.15,0.049999999999999996,19.02694369598263,3.1216639406675943,6.095128770303686,2.542825120656149,11.701255447893319,4.601675259867628,1.8382575438366855,3.0541049909910902,1.6614130056100687,2.694764368739612,12.88140521531303,3.359491758399918,10.790497693635242,2.694764368739612,0.26080165185753607,0.837680168682825,0.20919801246032974,0.0,841003.6499613016,88152.09082521,840763.6889159884,9.537648863973901,1.1462565177084576,-0.3194183537390813,1.4656748714475387,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,heave,pitch_moment,0,0.075,0.024999999999999998,29.460132356528373,0.9086357220827989,32.42237966277517,2.6740980240943655,9.88003747021408,3.694717763220421,2.399127459432733,2.915951328901809,1.2154215973132487,4.572848001352976,11.656208878243124,0.9980786943310185,10.430785959971551,4.572848001352976,0.08562635628415861,0.8948695128002653,0.3923100597389274,0.0,1949552.7764822775,109191.357464887,1946492.5573309371,17.826434275779352,0.33456156387201924,0.33456156387201924,0.0,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,heave,pitch_moment,1,0.15,0.049999999999999996,14.028096276929658,1.7429793321550688,8.048343441677488,2.8775982237674635,8.863091021055677,3.0800307519830805,2.782737307310879,4.202234374785821,1.5101081815181054,3.8430996884992514,13.013703941791142,1.8757703624510242,11.731850650002434,3.8430996884992514,0.1441380848097619,0.9014997346241856,0.2953117502664123,0.0,480087.8350484038,51993.88979617538,477264.0409514701,9.17923322956647,-0.3593456479564659,-0.3593456479564659,0.0,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
