benchmark,source_row,coefficient,candidate_name,candidate_source_column,candidate_description,reference_value,candidate_value,abs_error,rel_error,tolerance,gate_error_ratio,status
ma2005_wigley_iii_coefficients,1,B33,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,2.1,-10.801512660825933,12.901512660825933,6.143577457536158,0.15,40.957183050241056,FAIL
ma2005_wigley_iii_coefficients,1,B33,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",2.1,-10.801512660825933,12.901512660825933,6.143577457536158,0.15,40.957183050241056,FAIL
ma2005_wigley_iii_coefficients,2,A35,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,-0.2,-3.0938284595059806,2.8938284595059804,14.4691422975299,0.3,48.23047432509968,FAIL
ma2005_wigley_iii_coefficients,2,A35,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,-0.2,-0.7467093754543546,0.5467093754543546,2.733546877271773,0.3,9.111822924239243,FAIL
ma2005_wigley_iii_coefficients,2,A35,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,-0.2,0.446190918081593,0.646190918081593,3.230954590407965,0.3,10.769848634693217,FAIL
ma2005_wigley_iii_coefficients,2,A35,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,-0.2,2.79331000213322,2.99331000213322,14.966550010666099,0.3,49.88850003555367,FAIL
ma2005_wigley_iii_coefficients,2,A35,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,-0.2,3.093828459505981,3.2938284595059812,16.469142297529906,0.3,54.897140991766356,FAIL
ma2005_wigley_iii_coefficients,2,A35,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",-0.2,3.093828459505981,3.2938284595059812,16.469142297529906,0.3,54.897140991766356,FAIL
ma2005_wigley_iii_coefficients,3,B35,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.13,6.2073666527815625,6.077366652781563,46.748974252165866,0.3,155.8299141738862,FAIL
ma2005_wigley_iii_coefficients,3,B35,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.13,-2.181514732070703,2.311514732070703,17.780882554390022,0.3,59.26960851463341,FAIL
ma2005_wigley_iii_coefficients,3,B35,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.13,3.1898263730359053,3.0598263730359054,23.53712594643004,0.3,78.45708648810015,FAIL
ma2005_wigley_iii_coefficients,3,B35,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.13,-5.19905501181636,5.32905501181636,40.992730860125846,0.3,136.64243620041947,FAIL
ma2005_wigley_iii_coefficients,3,B35,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.13,-6.2073666527815625,6.337366652781562,48.748974252165866,0.3,162.4965808405529,FAIL
ma2005_wigley_iii_coefficients,3,B35,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.13,-6.2073666527815625,6.337366652781562,48.748974252165866,0.3,162.4965808405529,FAIL
ma2005_wigley_iii_coefficients,4,A53,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.15,1.5067324721629993,1.3567324721629994,9.04488314775333,0.3,30.149610492511098,FAIL
ma2005_wigley_iii_coefficients,4,A53,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.15,-1.5067324721629993,1.6567324721629992,11.044883147753328,0.3,36.816277159177766,FAIL
ma2005_wigley_iii_coefficients,4,A53,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.15,1.5067324721629993,1.3567324721629994,9.04488314775333,0.3,30.149610492511098,FAIL
ma2005_wigley_iii_coefficients,4,A53,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.15,-1.5067324721629993,1.6567324721629992,11.044883147753328,0.3,36.816277159177766,FAIL
ma2005_wigley_iii_coefficients,4,A53,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.15,-1.5067324721629993,1.6567324721629992,11.044883147753328,0.3,36.816277159177766,FAIL
ma2005_wigley_iii_coefficients,4,A53,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.15,-1.5067324721629993,1.6567324721629992,11.044883147753328,0.3,36.816277159177766,FAIL
ma2005_wigley_iii_coefficients,5,B53,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,-0.1,0.32779265339213487,0.4277926533921349,4.277926533921349,0.3,14.259755113071163,FAIL
ma2005_wigley_iii_coefficients,5,B53,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,-0.1,0.32779265339213487,0.4277926533921349,4.277926533921349,0.3,14.259755113071163,FAIL
ma2005_wigley_iii_coefficients,5,B53,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,-0.1,0.47515509990071153,0.5751550999007116,5.751550999007115,0.3,19.171836663357052,FAIL
ma2005_wigley_iii_coefficients,5,B53,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,-0.1,0.47515509990071153,0.5751550999007116,5.751550999007115,0.3,19.171836663357052,FAIL
ma2005_wigley_iii_coefficients,5,B53,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,-0.1,-0.32779265339213487,0.22779265339213486,2.2779265339213484,0.3,7.593088446404495,FAIL
ma2005_wigley_iii_coefficients,5,B53,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",-0.1,3.866648039033998,3.966648039033998,39.66648039033998,0.3,132.22160130113326,FAIL
ma2005_wigley_iii_coefficients,6,A55,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.063,-0.10190115501066861,0.1649011550106686,2.6174786509629935,0.15,17.449857673086623,FAIL
ma2005_wigley_iii_coefficients,6,A55,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.063,-0.16033296770304073,0.22333296770304073,3.5449677413181067,0.15,23.633118275454045,FAIL
ma2005_wigley_iii_coefficients,6,A55,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.063,-0.16084613361409825,0.22384613361409825,3.5531132319698133,0.15,23.687421546465423,FAIL
ma2005_wigley_iii_coefficients,6,A55,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.063,-0.2192779463064703,0.2822779463064703,4.480602322324925,0.15,29.870682148832834,FAIL
ma2005_wigley_iii_coefficients,6,A55,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.063,0.10190115501066863,0.038901155010668625,0.617478650962994,0.15,4.116524339753294,FAIL
ma2005_wigley_iii_coefficients,6,A55,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.063,-1.575875121959785,1.638875121959785,26.01389082475849,0.15,173.42593883172327,FAIL
ma2005_wigley_iii_coefficients,7,B55,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.09,1.744839140379863,1.654839140379863,18.387101559776255,0.15,122.58067706517504,FAIL
ma2005_wigley_iii_coefficients,7,B55,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.09,0.5394531626494637,0.4494531626494638,4.993924029438487,0.15,33.29282686292324,FAIL
ma2005_wigley_iii_coefficients,7,B55,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.09,-0.06050513319099243,0.15050513319099243,1.6722792576776937,0.15,11.148528384517958,FAIL
ma2005_wigley_iii_coefficients,7,B55,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.09,-1.2658911109213917,1.3558911109213918,15.065456788015466,0.15,100.43637858676976,FAIL
ma2005_wigley_iii_coefficients,7,B55,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.09,-1.7448391403798629,1.834839140379863,20.387101559776255,0.15,135.91401039850837,FAIL
ma2005_wigley_iii_coefficients,7,B55,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.09,-2.214262957190188,2.304262957190188,25.602921746557644,0.15,170.68614497705096,FAIL
